bom_style,is_mapped,efab_api_id,efab_description
C1B3194/4,False,,
CT22151/1S,False,,
C1B3199-42/1P,False,,
2140391/BXL,False,,
CF5476/0,False,,
CT2920/3A,False,,
CT2388/1,False,,
CT2393/1,False,,
C1B4645A/1,False,,
CT22121/1C,False,,
CEE3453/1,False,,
CEE3837/1D,False,,
CT2301/1,False,,
FLF465/TECH,False,,
C1B4240A/3,False,,
CT3101/1P,False,,
CF5011/0,False,,
CF1086/0,False,,
C03102F/A72,False,,
CF5407/0,False,,
CF1052/1,False,,
CT2041/TT1S,False,,
CEE4521A/1,False,,
CF5142-EE/0,False,,
BK 8276/1,False,,
CEE3273/1B,False,,
CT2356/2,False,,
C03102F/T,False,,
BK 8169/08300,False,,
CF5381/0,False,,
C2B3223/4,False,,
3000113081 R/01,False,,
C5T3317/TT1,False,,
C1B3799/2TDU,False,,
CT2234/1,False,,
BK 8213/0,False,,
19001/01E1,False,,
C1B4043/1,False,,
BK 8205/C03,False,,
CT3059/2,False,,
BK 8411/0,False,,
C1B4285A/1REPV,False,,
CF5133/0,False,,
CT4452/1,False,,
BK 8023/B,False,,
CT3071/3,False,,
CT1320/2KUI,False,,
CEE3904/1,False,,
DC3911/0,False,,
CEE4486A/1,False,,
CEE4503A/1,False,,
C1B3493/2,False,,
CEE3837/1B,False,,
CF5092/BLK,False,,
CT1980/2,False,,
3000070274/1,False,,
C1B3985/1,False,,
BK 8154/1,False,,
BK 8278/0,False,,
CT22108/1AC,False,,
SF01020/8172S,False,,
BK 8236/0,False,,
CF5395/0,False,,
CT2866/1A,False,,
CF6017/5,False,,
CT3088/1R,False,,
C1B3802/1,False,,
CF5138/0,False,,
C1B4239A/1,False,,
SF01020/8172,False,,
C1B3630/1,False,,
CT2598/1,False,,
C1B3198/1A,False,,
C1B4398A/1,False,,
C1B4312A/1RECD,False,,
CF6019-FN/0,False,,
C2B3244/2,False,,
CT2933/1A,False,,
CEE3267/3,False,,
CT2597/1,False,,
14891/01A,False,,
C1B3857/1,False,,
C5T4464-42/TT1,False,,
CT2628/TT2,False,,
CF5202/0,False,,
C1B3803/1,False,,
CT22102/1LD,False,,
CF5203/0,False,,
CF1078/1,False,,
C0377F/U,False,,
CEE3890/1,False,,
1028/C,False,,
BK 8164/01,False,,
CF5280/0,False,,
BK 8373/0,False,,
CT2944/1,False,,
C1B4749A/2,False,,
CT2653/3,False,,
C1B3194/1A,False,,
CT22150/WD,False,,
CF2004/0,False,,
FF 10009/0003,False,,
CMR3672/1,False,,
FF78/010,False,,
CT2887/1,False,,
CEE2840/1TKU,False,,
CT2498/1,False,,
CT2155/1P,False,,
C1B3910/2,False,,
BK 8334/2,False,,
CF5228/0,False,,
CT2335/01,False,,
CF5142/3230,False,,
CT2350/1PD,False,,
CEE4542A/1,False,,
CT22108/1P,False,,
3000070296/2,False,,
FD0102/A,False,,
CT2878/1,False,,
DKQ7278/0,False,,
CT3140/1V,False,,
RIOSTR-410/1,False,,
C1B3690/1,False,,
CT4548/1,False,,
BK 8189/0,False,,
5050/48NAT,False,,
CT1769/1C,False,,
17413/01A,False,,
C1B3799/2U,False,,
CEE3702/1,False,,
7902/C,False,,
C1B4584A/1D,False,,
C1B3562/1,False,,
BK 8220/71720,False,,
CF5009/0,False,,
CF5292/0,False,,
CF5412C/0,False,,
KBDU600AZ/0,False,,
DC4005/F,False,,
CF2010/0,False,,
BK 8535/0,False,,
C1B4654AA/12SK,False,,
CT2681/3,False,,
3000070211/1,False,,
C1B3194/1,False,,
OJS-3033/0,False,,
CF5126/0,False,,
CF5268/0,False,,
CT2355/1P,False,,
C1B4629A/1,False,,
CF5351/0,False,,
C1B3379/1,False,,
CT2510/2,False,,
5025/48OO,False,,
CT22107/2,False,,
CEE4471A/1,False,,
CT22111/2C,False,,
C1B3472/1,False,,
CT2626/1,False,,
37386N1-2/B015,False,,
CT2500/TT1,False,,
C1B4495A/1,False,,
BK 8346/0,False,,
CMR4344/1P,False,,
600000/3018,False,,
C1B3853/1,False,,
CEE4078/1D,False,,
CT2707/TT1,False,,
CT3685/1,False,,
BK 8547/0,False,,
CF5226/0,False,,
5205/F,False,,
CT2944/1A,False,,
CEE4009/1,False,,
1540009/5254X,False,,
BK 8238/12722,False,,
CEE2838/1UT,False,,
BK 8539/0,False,,
FF25002/0009,False,,
CT2577/1,False,,
CF5451/0,False,,
KRDZ600DZ/0,False,,
CF5459/0,False,,
CEE3156/1,False,,
CEE3274/3,False,,
CEE3580/1,False,,
CEE3426/1,False,,
CT2505/TT2S,False,,
2140391/BX,False,,
CMJ3781/1,False,,
CEE4754A/1,False,,
CF5374/0,False,,
BK 6427/BA,False,,
2140395/BX,False,,
C0332F/P,False,,
C1B4595A/1,False,,
1853/LU,False,,
CF5044/0,False,,
CT2646/1,False,,
CT2876/1,False,,
CF5088/ECO,False,,
6500I/1,False,,
CMR3745/1,False,,
BK 8192/0,False,,
C1B3374/1,False,,
CF2001/0,False,,
C2B3615/3,False,,
CT2666/2,False,,
P-SP-5944/0,False,,
C0319F/0,False,,
CT2866/2,False,,
BK 8395/0,False,,
CT2787/1,False,,
BK 5425/1,False,,
BK 8223/08300,False,,
CEE3610/1UU,False,,
BK 8565/0,False,,
C1B4138A/1,False,,
C1B4012/3,False,,
CEE3609/1,False,,
C1B3306/18A,False,,
C897-16/0,False,,
CT3080/1,False,,
C1B3965/5,False,,
C4T4347A/1,False,,
CMR3638/2,False,,
C1B3743A/1,False,,
MK3018T/R26VP,False,,
BK 5898/F28,False,,
CT22104/1B,False,,
CF5163/0,False,,
GG6024/NA,False,,
MK3818PCQK/30,False,,
CF5443/0,False,,
CEE3264/2,False,,
C1B4735A/1,False,,
BK 7114/0,False,,
CT22150/WC,False,,
C1B4219A/1,False,,
CT4414/1,False,,
CT2527/2,False,,
CF5049/0,False,,
CT2988/3,False,,
2027-2.9/B,False,,
3000242185/0,False,,
CEE3420/1,False,,
C7T4283A/1,False,,
C1B4571A/1,False,,
CT2472/1,False,,
BK 7180/PA,False,,
CT2512/1,False,,
BK 8552/T,False,,
CF5445/0,False,,
CF6019/1,False,,
FF78/001A,False,,
CF5200/0,False,,
3000070193/0,False,,
CT0712/TT1S,False,,
BK 8250/0,False,,
CT2675/1,False,,
CF1028/0,False,,
C1B3920/1,False,,
CT2386/0,False,,
BK 8101/0,False,,
CF2008/0,False,,
BK 8475/MNH,False,,
C1B4356A/1,False,,
BK 8531/B,False,,
CEE2838/1TK,False,,
CEE3304A/1,False,,
CF5072/CI,False,,
CT2892/1,False,,
CF5321/JAN9,False,,
71400/582LB,False,,
BK 8169/11903,False,,
BK 8458/B,False,,
BK 4238/STD,False,,
BK 8297/0,False,,
CT2843/2,False,,
CT2316/01,False,,
AM0039/TT,False,,
C4T3577-42/EFP1X,False,,
C1B4312A/1RECS,False,,
CF5047/1K,False,,
CT2608/1,False,,
CT2604/3,False,,
CT3101/2,False,,
CEE3889/1,False,,
CK309T-14/0,False,,
71400/582LP,False,,
GG6028-L/0,False,,
BK 8120/6712,False,,
CEE3422/1,False,,
CF5408/0,False,,
CEE3541/1,False,,
CEE3274/1,False,,
CT4788A/1,False,,
3000137162/SL,False,,
CEE3145/1,False,,
CMJ3159/1,False,,
CT2238/1U,False,,
AM0048/0,False,,
CEE3044/2,False,,
C2B3260/1,False,,
CT2463/1,False,,
CF2013/0,False,,
C1B4166A/1,False,,
CF5380/SF1A,False,,
CK3013Q/0,False,,
CT22121/1U,False,,
CT2131/3,False,,
CF1066/0,False,,
CT2113/2KY3U,False,,
310021TUR/0000,False,,
CT2452/1,False,,
CF5335/NAT2,False,,
CT2337/1,False,,
C1B3306/9,False,,
C1B3811/1,False,,
DK-2832/03,False,,
C5T4353A/TT1,False,,
J-1042/0,False,,
SF00950/6621I,False,,
C1B3325/2,False,,
C1B3727/1,False,,
AM0016/T,False,,
C1B3953/1,False,,
CT2552/1,False,,
CF5494/0,False,,
BK 8434/T,False,,
CT2198/0,False,,
BARCELONA-490/1,False,,
CT2563/1A,False,,
CT3010/1,False,,
C1B3242/2,False,,
C5T3335/TT3,False,,
71246/BB,False,,
BK 8454/0,False,,
C1B4782A/1,False,,
CF5157/0,False,,
CF5482/0,False,,
FF 10005/0002,False,,
C1B4149A/1,False,,
C1B4101A/1,False,,
GLACIER-245/1,False,,
2140395/PD,False,,
C1B3965/4,False,,
CT2683/1,False,,
CT1511/8PK,False,,
CF5489/C,False,,
19001/01A,False,,
TN-794-01/2,False,,
C8B3709/1,False,,
CMR3898/1,False,,
TN-395/SA,False,,
BK 8246/0,False,,
C2B3615/1,False,,
C1B3585/1,False,,
CEE4721A/1,False,,
CF5410/0,False,,
C1B4125A/1P,False,,
CT1259/1,False,,
CT1769/1U,False,,
1874/0,False,,
C1B4612A/1N,False,,
CF5277/0,False,,
CEE3065/2D,False,,
AMER220011/1S,False,,
CT2543/2,False,,
C7T3446/TT1,False,,
CT2420/1,False,,
C1B4384A/1,False,,
C1B4409A/1,False,,
CT2470/1,False,,
CT2444/1,False,,
CT2654/2,False,,
CT2494/2,False,,
CEE3422/3,False,,
CK3013Q-14/0,False,,
CT22108/1,False,,
BK 8053/2,False,,
BK 5322/3813,False,,
DC3373/T499P,False,,
CT2992/4,False,,
C1B4313A/2RECV,False,,
CT2380/0,False,,
CT22107/1CL,False,,
DC3954/0,False,,
CF5490/B,False,,
BK 8388/0,False,,
C1B3194/3,False,,
DFF446R/0,False,,
2140372/I,False,,
CT3068/1,False,,
C1B4313A/3RECU,False,,
BK 8366/0,False,,
CT2483/1,False,,
601SM0654/2,False,,
CF5373/20TF,False,,
CF1034/0,False,,
3000070188/0,False,,
BK 8359/0,False,,
CT2892/2,False,,
CT22209/MVST,False,,
RIO-300/1,False,,
CF5092/1,False,,
CT2705/TT1,False,,
CT2287/01,False,,
CMJ3163/1,False,,
CEE3502/1,False,,
C1B3700/1,False,,
BK 8348/2,False,,
CF1054/0,False,,
CT22116/2,False,,
CT3018/1P,False,,
FF 25000/0003,False,,
CT1703/TT5U,False,,
CT1037/4P,False,,
C1B3906/1,False,,
C0297F/0,False,,
C5T4481A/1,False,,
CT2859/1A,False,,
MT101493-F/0,False,,
C1B3549/1,False,,
C1B4438A/1,False,,
CT22108/1AP,False,,
CF5380/SF1B,False,,
CEE4435A/2,False,,
C2B3237/3L,False,,
CT2513/1B,False,,
BK 8561/T,False,,
RB20/4,False,,
3000070287/1,False,,
CT3141/1D,False,,
CEE4143A/1,False,,
CEE3610/1L,False,,
CEE2837/18S,False,,
C1B3875/1,False,,
CT2774/1,False,,
CT22104/1AK,False,,
12636/01AB,False,,
CT3035/1,False,,
CT2876/1B,False,,
AM0008/3,False,,
BK 8485/0,False,,
C03102F/0,False,,
C1B4327A/1,False,,
CT2882/1A,False,,
CEE3264/1,False,,
C1B4420A/1,False,,
CT2390/1,False,,
C1B2946/6L,False,,
CF5087/0,False,,
CF5131/0,False,,
C1B3472/1A,False,,
CT3068/4,False,,
3000130124/0,False,,
CF5365/0,False,,
125792/0,False,,
CT2499/TT1S,False,,
FJORDSTR-480/1,False,,
BK 8270/A0,False,,
IPP525/1,False,,
CT2798/1,False,,
BK 8273/A1,False,,
CF5426-72/0,False,,
BK 8316/0,False,,
C1B3944/1,False,,
AM0002/T,False,,
AM0037/T3,False,,
CT1591/TT1M,False,,
C1B4177A/1,False,,
CT4792A/1,False,,
CT2651/1,False,,
CT22108/1S,False,,
860000/3/70PU,False,,
SK4020T/BB,False,,
BK 8308/0,False,,
BK 7054/LR,False,,
C03102F/B,False,,
CF5232/0,False,,
ML7051/582,False,,
AM0051/BLK,False,,
TN-1577-01/F,False,,
CT2859/1,False,,
CEE4144A/1,False,,
CF1068/0,False,,
C1B3912-42/1,False,,
C1B4167A/1,False,,
CF5112/0,False,,
CT4419/1,False,,
DC3983/2,False,,
CF5507/0,False,,
GG6019-GR/0,False,,
BK 8288/0,False,,
BK 6721/F,False,,
CT2329/0,False,,
CF5064/0,False,,
CT2575/0,False,,
CT2427/2,False,,
CF5400A/0,False,,
FF 10008/0011,False,,
BK 6427/BG,False,,
CMJ3177/4,False,,
C1B3605/1,False,,
CT2326/1,False,,
BK 8205/72900,False,,
BK 8378/0,False,,
C1B4472A/1,False,,
3000070281/1,False,,
CF5394/SF1A,False,,
FL2664/LU,False,,
CF5104/0,False,,
CT2403/1,False,,
2140395/I,False,,
CT22107/1C,False,,
3000070216/1,False,,
BK 8224/1,False,,
DC4006/0,False,,
BK 7257/BR,False,,
CT2292/1,False,,
CT2703/1,False,,
P-J-794/1,False,,
CT2212/2,False,,
C1B4286A/2REPV,False,,
CEE4186A/1,False,,
C1B3971/2,False,,
MK3818Q/R26,False,,
BK 6341/F2B,False,,
CT2824/1,False,,
CF5098/1,False,,
AMER220010/1C,False,,
CT1950/1A,False,,
BK 8406/P,False,,
C1B4039/1,False,,
CEE4424A/2,False,,
GG6019-BK/0,False,,
BK 8412/0,False,,
C1B4559A/1,False,,
AM0044/0,False,,
CF5362/0,False,,
C1B3402-42/1D,False,,
4000169789/0,False,,
CT2776/TT1,False,,
C1B4582A/1,False,,
CT2479/1,False,,
CT2989/1,False,,
CT2462/2,False,,
CT2494/3,False,,
2027-2.5/MVS,False,,
FLF465/1L,False,,
5475/582L,False,,
BK 7242/0,False,,
CT2606/1,False,,
C1B3530/1,False,,
CT2974/1,False,,
CT2935/1A,False,,
AM0034/Z,False,,
C1B4748A/2,False,,
CT1843/TT1,False,,
CT2836/1,False,,
CF5246/0,False,,
CF5371/0,False,,
C0407F/1,False,,
CT3066/2,False,,
C1B4613A/1,False,,
C1B4099A/1,False,,
CT2472/0,False,,
CMJ3159/8,False,,
C1B3825-OLD CREEL/1,False,,
C7T3291/TT1,False,,
GG6025/NA,False,,
C1B3670/1,False,,
AM0060/0,False,,
CT2655/1LL,False,,
C2B4111A/1,False,,
CEE4293A/2,False,,
CEE4669B/1,False,,
BK 7486/4351,False,,
BK 8474/0,False,,
BK 8495T/0,False,,
C1B4376A/1,False,,
CT2543/1,False,,
CT2319/01,False,,
CF5276/0,False,,
CT2483/1C,False,,
C1B3330/1,False,,
CEE3521/2,False,,
SF00845D/7339,False,,
C0400F/0,False,,
C1B4405A/1,False,,
CT22121/1KC,False,,
C1B3493/1,False,,
5035/48R,False,,
DC3375/0,False,,
15583/W,False,,
910000/STRW,False,,
DKQ7278/C,False,,
CT2869/1,False,,
CT2789/1,False,,
SF01035/8392S,False,,
C0331F/0,False,,
C1B3706/1,False,,
C1B3369/3,False,,
C1B4153A/1,False,,
BK 8452/0,False,,
CT22110/1LN,False,,
C0388F/0,False,,
SK5618Q/BV,False,,
C0382F/0,False,,
CT2809/1,False,,
BK 8205/0,False,,
SF00987/7985,False,,
BK 8399/0,False,,
C1B4005/1,False,,
2140373/BX,False,,
C2B3262/2,False,,
C5T3395/TT1,False,,
C1B3765/1,False,,
C1B4120A/1,False,,
FLF490B/0,False,,
80393D/0,False,,
CEE4302A/1,False,,
DC3936/1,False,,
CF5302/0,False,,
CT2347/1,False,,
BK 7486/7290,False,,
CT1703/TT5B,False,,
JL2060FR/PI,False,,
CEE2838/1TKU,False,,
CF5360/0,False,,
C4T3654/FER2,False,,
CEE3837/2,False,,
BK 8496/0,False,,
C1B4654AA/18S,False,,
C7T3334/TT1,False,,
CT2363/0,False,,
BK 8273/N,False,,
AM0042/L,False,,
FF 10005/0003,False,,
CF5403/0,False,,
BK 5323/A,False,,
CF5311/0,False,,
CF1096/1,False,,
CT1478/3A,False,,
C2B3055/2,False,,
CEE4078/1,False,,
DFF200J/0,False,,
14258/01A,False,,
CT22157/2A,False,,
CT2520/TT1,False,,
BK 8150/1,False,,
BK 5557/1L,False,,
C1B3767/1,False,,
C1B3225/1D,False,,
BK 8447/0,False,,
MK3018T/R,False,,
12637/01U,False,,
CMR4344/3D,False,,
CT1320/2KNB,False,,
SF00984/7958,False,,
C7T3499/FEC1,False,,
CT2602/CBD1W,False,,
AM0018/LC,False,,
CF5036/0,False,,
C1B3851/1,False,,
BK 8205/34180,False,,
CT2365/1,False,,
1SM0470/30G,False,,
BK 6239/0,False,,
C1B3195/1T,False,,
SK5615F/B,False,,
CT2781/3,False,,
C1B4325A/1,False,,
CT22150/1B,False,,
CEE3960/1,False,,
4000169789/B,False,,
BK 8254/0,False,,
GG6028-M/0,False,,
BK 4938/DOW,False,,
CT2389/1,False,,
CT2584/2,False,,
CT2614/2P,False,,
CEE4617A/1D,False,,
CF5262/0,False,,
C1B4434A/1,False,,
BK 8503/0,False,,
C5T4351A/2,False,,
CEE4141A/1,False,,
CT2678/1,False,,
CT3076/2,False,,
MK1004/0,False,,
CT1980/3,False,,
CF5347/0,False,,
CT2648/2,False,,
CT2396/0,False,,
CEE4627A/1O,False,,
BK 8511/0,False,,
TN-794-01/0,False,,
C2B3173/1,False,,
C1B3941/1N,False,,
CT2271/TT1,False,,
CEE4078/2A,False,,
CEE2840/18S,False,,
CEE3837/1,False,,
CT3102/1,False,,
C1B4526A/1,False,,
JL5074/AAB,False,,
PURFAB/0,False,,
SF01016-V/8004,False,,
CF5394/SF1C,False,,
CT2016/1P,False,,
C1B3642/1,False,,
C1B3166/1,False,,
C2B4079A/2L,False,,
FLF110/M,False,,
3000070294/1,False,,
FJORD-310/1,False,,
CEE4253A/1T,False,,
CT1433/1,False,,
BK 8187/0,False,,
CEE4672A/1,False,,
CEE3828/1,False,,
CT2681/2,False,,
CF5134/1,False,,
CEE3264/1D,False,,
AM0028/4L,False,,
CT2917/TT1,False,,
CT2970/3,False,,
CF5480/2END,False,,
16789/01A,False,,
CT2455/1,False,,
DC4047/PR,False,,
C0319F/1,False,,
CMJ3159/3,False,,
CT2662/1,False,,
C03102F/A72T,False,,
CF5039/0,False,,
H42014/0,False,,
C4T4633-42/EFP1,False,,
C2B3454/1,False,,
BK 8217/70830,False,,
C8B4089A/1FS,False,,
BK 8415/3,False,,
CF5427/1,False,,
BK 8507/0,False,,
C4T3603/FER1,False,,
CT1320/2KA,False,,
BK 8356/0,False,,
CT2544/1,False,,
C1B3791/1,False,,
3000070265/1,False,,
MK3818Q/R26BP,False,,
CEE3224/1,False,,
CF5139/0,False,,
CT22209/0,False,,
3000070279/0,False,,
C1B3859/2,False,,
CT2454/2,False,,
BK 8433/J,False,,
CT3122/1,False,,
CT2671/2,False,,
FLF451/AC,False,,
FF 10005/0004,False,,
5050-4/PSSBT,False,,
C1B4313A/3REC,False,,
CF5211/0,False,,
CT2923/1,False,,
DC4034/0,False,,
C1B3753/1,False,,
C1B3784/1,False,,
CT2527/1,False,,
CF5307/0,False,,
CT2272/1P,False,,
C1B3271/1,False,,
CT2509/1,False,,
CT1916/TT3S,False,,
C1B3255/2,False,,
C8B3774/1A,False,,
C1B3306/3,False,,
C1B3678/1O,False,,
CT2827/1,False,,
C2B3275/1,False,,
1942/0,False,,
C1B4094C/2M,False,,
CT0129/20,False,,
BK 8280/1,False,,
CT2238/1P,False,,
C1B4190A/1T,False,,
BK 8351/1,False,,
C1B3242/4,False,,
FAB320-40/1,False,,
12635/01AL,False,,
CT2680/2,False,,
C1B3226/2U,False,,
CEE3236/1,False,,
CT2987/1,False,,
C1B3941/1C,False,,
F18001/1,False,,
BK 8304/0,False,,
CT2880/1,False,,
SF00950/6621K,False,,
CF5192/0,False,,
CT2458/1,False,,
C1B3194/1M,False,,
C1B3197/1,False,,
C1B3547/1,False,,
CF5479/0,False,,
CT2879/1,False,,
12042/02D,False,,
CT22151/1C,False,,
CT2309/1N,False,,
DC3983/F,False,,
CF5420/0,False,,
DFF505J/F,False,,
CT22103/1NB,False,,
CF5404/0,False,,
CMR4649A/1,False,,
FL2646-1.5/U,False,,
CF5377/0,False,,
BK 8481/0,False,,
BK 6643/0,False,,
19364/R,False,,
BK 8444/0,False,,
F39988/0,False,,
BK 7149/1,False,,
CT3061/1,False,,
RPS-MP-511/0,False,,
C1B3320/1,False,,
CF5212/0,False,,
CT2238/1D,False,,
EXP2336/0,False,,
CF5088/0,False,,
C5T3294/1,False,,
C1B4273A/1,False,,
CF5300/0,False,,
C1B3901/1,False,,
1000B/AT,False,,
CT1649/2P,False,,
DC3863/1,False,,
C1B4581A/1,False,,
CEE3717/1,False,,
CT2647/2,False,,
BK 8552/0,False,,
4000296279/MM,False,,
BARCELONASTR-530/1,False,,
CEE4435A/3,False,,
CMR3158/2,False,,
BK 8169/12700,False,,
ATG-66BLK/0,False,,
C1B3768/2,False,,
GLACIER-330/1,False,,
FF78/000,False,,
FLF415/TECH,False,,
C1B3530/2,False,,
CF1038/0,False,,
71245B/PP,False,,
CT2994/1,False,,
CF1090/0,False,,
C4T3790/TT2,False,,
FF25000/0004,False,,
CEE4317A/1L,False,,
751SM0780/2,False,,
C1B3699/1,False,,
CF6020-TI/0,False,,
C03102F/B72,False,,
16436/01A,False,,
C1B4176A/1,False,,
CT22116/1DE,False,,
C1B3681/1A,False,,
BK 6727/BW,False,,
CT2984/TT1,False,,
AM0033/0,False,,
15545/01A,False,,
BK 8205/A00,False,,
DC4033/0,False,,
C1B3225/1,False,,
CT2500/TT2,False,,
C1B3390/1,False,,
DC4012/0,False,,
CT2255/TT1N,False,,
C4T3577-42/EFP1D,False,,
C1B4240A/1,False,,
CT2933/1AB,False,,
CT22211/2,False,,
CT1950/2,False,,
CT2990/2,False,,
CT2931/TT1B,False,,
BK 8180/0,False,,
CF5334/0,False,,
BK 8301/0,False,,
C1B3149/1,False,,
C1B4038/1C,False,,
CT2730/1,False,,
C1B4125A/1DD,False,,
C1B3813/1,False,,
CT2552/1T,False,,
CT1477/1P,False,,
BK 8433/MVSV,False,,
CT1259/1P,False,,
CT3059/1,False,,
C1B4266A/1,False,,
CF5363/0,False,,
CF5049N/0,False,,
BK 6342/0,False,,
C4T4456A/1,False,,
C1B4494A/1,False,,
CT1259/1B,False,,
BK 8337/0,False,,
EXP2336/B,False,,
BK 8402/0,False,,
BK 8384/0,False,,
C1B3995/1,False,,
16371/01A,False,,
CMR3638/5,False,,
CF5264-SIG/0,False,,
FF 25000/0004,False,,
BK 8174/0,False,,
CT2895/1,False,,
CT2490/2,False,,
CT2743/1,False,,
CEE4013/2,False,,
CT1577/GS1LC,False,,
CT3003/1,False,,
FF 20001/0007,False,,
BK 8207/0,False,,
CF5357/0,False,,
CT0826/9,False,,
BK 8084/B,False,,
K1120-54/CY,False,,
CT1531/3,False,,
DKQ9098/100R,False,,
CF5435/0,False,,
CT22104/1DC,False,,
C1B4695A/1,False,,
BK 8477/B,False,,
CT22121/1S,False,,
DC3911/CS,False,,
CEE2748/1UT,False,,
CEE4515B/1,False,,
641SM0693/0,False,,
BK 7454/A,False,,
CT3054/1,False,,
MK3018T/R26,False,,
BK 8187/10491,False,,
BK 8500/0,False,,
C897-17/0,False,,
CT2222/1TCL,False,,
RIO-325/1,False,,
FLF490A/0,False,,
BK 8205/23800,False,,
CT2913/2DL,False,,
CMJ3164/9,False,,
CT1519/1CP,False,,
CT3018/1,False,,
BK 8540/0,False,,
CF5086/0,False,,
BK 7257/1315B,False,,
C1B3472/1B,False,,
CF5517/0,False,,
CT2471/1,False,,
BK 8185/0,False,,
CEE3579/1,False,,
BK 8053/1,False,,
JQL9000/UI,False,,
3000250846/0,False,,
12636/01V,False,,
BK 8411/MVSV,False,,
BK 8302/1,False,,
CT2222/1CT,False,,
BK 4148C/0,False,,
CF5330/0,False,,
CT22000-4/0,False,,
18719/01A,False,,
C1B4200A/1,False,,
BK 8201/90622,False,,
BK 8211/0,False,,
CF5086/B,False,,
C878-12/0,False,,
CT2603/3,False,,
FL2646/0,False,,
CT2531/1,False,,
N723/MO,False,,
CT1477/1D,False,,
BK 8155/02,False,,
C1B4410A/1B,False,,
CT2515/1,False,,
BK 6739/0,False,,
CT2900/1,False,,
CF5316/0,False,,
BK 8334/0,False,,
CT2686/TT2S,False,,
C878-20/0,False,,
H39818/0,False,,
7901/B,False,,
C1B4121A/1,False,,
CF1076/0,False,,
CT22000/1,False,,
1SM0470/U,False,,
CT2556/1A,False,,
1945/0,False,,
CT1397/6MMPU,False,,
CF5322/0,False,,
C4T3740/EFP1,False,,
12636/01U,False,,
C1B3767/1U,False,,
12130/01X,False,,
BK 8159/01,False,,
BK 8435/1,False,,
CF5270/0,False,,
CT1433/2O,False,,
CT2983/2,False,,
CT2155/1NYL,False,,
4000296279/12,False,,
CF6020/1,False,,
CF5295/0,False,,
FF 10005/0001A,False,,
DC3863/0,False,,
FF 10005/0002A,False,,
BK 8273/UU,False,,
DC3983/FBKM,False,,
MK1001/01,False,,
BK 4359/DLRA,False,,
CT2548/1,False,,
DC3775M/0,False,,
CSP4479A/1B,False,,
CF5412A/0,False,,
C1B4605A/1R,False,,
BK 8169/B03,False,,
CF5359/0,False,,
GLACIERSTR-260/1,False,,
CF5210/0,False,,
CT2296/2,False,,
CT4402/2,False,,
C1B4614A/1,False,,
CT2442/TT1,False,,
CF5484/0,False,,
RB24/0,False,,
CT2780/1AD,False,,
CF5116/0,False,,
C1B4660A/1,False,,
FF 10006/0003,False,,
BK 8546/0,False,,
CEE3928/2,False,,
CEE4604A/1,False,,
1922/LC,False,,
C1B3225/1U,False,,
IPP525/0,False,,
CF5463/0,False,,
D6901/0,False,,
205FLX2006/9M,False,,
910001/ST2,False,,
C1B4634A/1,False,,
BK 8273T/L,False,,
CT2476/0,False,,
C1B3823/1,False,,
C1B3402/1,False,,
CT2618/TT1,False,,
FLF600/C582L,False,,
CT2432/0,False,,
3000113081/R26N,False,,
AM0037/T4,False,,
FLF401/8PDC,False,,
CT1577/GS1U,False,,
SK5618Q/BB,False,,
CEE3100/1,False,,
CT2126/1,False,,
CF5448/0,False,,
CMR3639/4A,False,,
CEE4078/1L,False,,
C1B4045/1,False,,
CEE4318A/1D,False,,
CT2591/1,False,,
690000/75NP,False,,
CEE3838/1,False,,
SK5615F/V,False,,
DC3981/0,False,,
DC3894/0,False,,
C1B3824-OLD CREEL/2,False,,
CF5169/0,False,,
CF5155/0,False,,
CF5419/0,False,,
CT22151/1UU,False,,
C4T4455A/1,False,,
CT22150/WU,False,,
DC3669/T499F,False,,
BK 8120/4801,False,,
3000070215/1,False,,
C2B3615/2,False,,
BK 4148E/0,False,,
3BB760-DB/0,False,,
CT2530/1A,False,,
CT2812/1,False,,
3000070270/0,False,,
CT22114/2,False,,
CT2467/1,False,,
CT2897/1,False,,
C1B4331A/1,False,,
C1B4509A/1,False,,
DC3969/0,False,,
CF1027/1,False,,
CMR3639/3,False,,
FLF500-18/PDC,False,,
BK 7486/4090,False,,
CEE3192/1D,False,,
C1B3198/1T,False,,
CT2740/TT1,False,,
CT2805/1,False,,
C4T3654/EFP1,False,,
BK 8557/0,False,,
CT2604/3L,False,,
BK 8497/0,False,,
CT22108/2,False,,
BK 8279/0,False,,
CT0246/L,False,,
540000/0,False,,
CEE4425A/1,False,,
CF5107/0,False,,
CT2155/1U,False,,
C4T3577-42/EFP1H,False,,
CF5081/0,False,,
CT3076/1,False,,
CEE3347/1,False,,
3000070247/0,False,,
C1B4657A/1,False,,
BK 8566/0,False,,
FLF400/C,False,,
C1B4107A/1,False,,
C1B4270A/1,False,,
C897/12,False,,
C1B4012/2,False,,
AM0012/0,False,,
C1B3338/1,False,,
CF5394/SF1B,False,,
FF 10006/0001A,False,,
CMR3729/1,False,,
C1B3516/1,False,,
C1B3171/1,False,,
CF5368/0,False,,
C1B4152A/1,False,,
C1B4661A/1,False,,
CEE4424A/1,False,,
CEE4397A/2,False,,
CT2535/1B,False,,
C1B4240A/1P,False,,
H42746/0,False,,
CEE4395A/1,False,,
CT2988/2,False,,
CT2727/2,False,,
CT2549/1,False,,
BK 8434/JB,False,,
CMR3638/6,False,,
CT2802/1,False,,
BK 8216/12322,False,,
