Style #,Customer,Order #,Roll #,Vendor Roll #,Qty (yds),Qty (lbs),Good Ea.,Bad Ea.,Processor,Received
CEE4078-2/0,CTIC - CREATIVE TICKING,D69681,6968103,6968103,26.7,51.1,0,0,Altus - Plant 3,2025-08-29 15:55:04
CEE4078-2/0,CTIC - CREATIVE TICKING,D69681,6968102,6968102,24.4,46.0,0,0,Altus - Plant 3,2025-08-29 15:55:04
CEE4078-2/0,CTIC - CREATIVE TICKING,D69681,6968101,6968101,23.2,43.7,0,0,Altus - Plant 3,2025-08-29 15:55:04
CEE4078-2/0,CTIC - CREATIVE TICKING,D69681,6968107,6968107,26.3,50.4,0,0,Altus - Plant 3,2025-08-29 15:55:04
CEE4078-2/0,CTIC - CREATIVE TICKING,D69681,6968104,6968104,26.6,51.1,0,0,Altus - Plant 3,2025-08-29 15:55:04
CEE4078-2/0,CTIC - CREATIVE TICKING,D69681,6968112,6968112,27.2,51.0,0,0,Altus - Plant 3,2025-08-29 15:55:05
CEE4078-2/0,CTIC - CREATIVE TICKING,D69681,6968108,6968108,28.5,52.4,0,0,Altus - Plant 3,2025-08-29 15:55:05
CEE4078-2/0,CTIC - CREATIVE TICKING,D69681,6968105,6968105,27.0,53.0,0,0,Altus - Plant 3,2025-08-29 15:55:04
CEE4078-2/0,CTIC - CREATIVE TICKING,D69681,6968113,6968113,26.0,48.5,0,0,Altus - Plant 3,2025-08-29 15:55:05
CEE4078-2/0,CTIC - CREATIVE TICKING,D69681,6968106,6968106,30.1,58.0,0,0,Altus - Plant 3,2025-08-29 15:55:04
CEE4078-2/0,CTIC - CREATIVE TICKING,D69681,6968111,6968111,26.0,49.1,0,0,Altus - Plant 3,2025-08-29 15:55:05
CEE4078-2/0,CTIC - CREATIVE TICKING,D69681,6968120,6968120,28.0,52.0,0,0,Altus - Plant 3,2025-08-29 15:55:05
CEE4078-2/0,CTIC - CREATIVE TICKING,D69681,6968118,6968118,27.3,50.4,0,0,Altus - Plant 3,2025-08-29 15:55:05
CEE4078-2/0,CTIC - CREATIVE TICKING,D69681,6968109,6968109,28.0,54.3,0,0,Altus - Plant 3,2025-08-29 15:55:05
CEE4078-2/0,CTIC - CREATIVE TICKING,D69681,6968115,6968115,26.8,49.5,0,0,Altus - Plant 3,2025-08-29 15:55:05
CEE4078-2/0,CTIC - CREATIVE TICKING,D69681,6968114,6968114,27.5,51.3,0,0,Altus - Plant 3,2025-08-29 15:55:05
CEE4078-2/0,CTIC - CREATIVE TICKING,D69681,6968117,6968117,26.3,48.8,0,0,Altus - Plant 3,2025-08-29 15:55:05
CEE4078-2/0,CTIC - CREATIVE TICKING,D69681,6968116,6968116,25.3,46.9,0,0,Altus - Plant 3,2025-08-29 15:55:05
CEE4078-2/0,CTIC - CREATIVE TICKING,D69681,6968119,6968119,27.4,50.3,0,0,Altus - Plant 3,2025-08-29 15:55:05
CEE4078-2/0,CTIC - CREATIVE TICKING,D69681,6968121,6968121,20.3,38.8,0,0,Altus - Plant 3,2025-08-29 15:55:05
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968916,6968916,28.5,60.0,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968918,6968918,26.0,54.0,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968922,6968922,28.0,59.0,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968919,6968919,26.0,56.0,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968921,6968921,26.0,54.0,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968923,6968923,37.0,78.0,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968902,6968902,25.3,55.2,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968901,6968901,25.0,55.0,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968912,6968912,27.7,58.0,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968909,6968909,27.7,57.6,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968914,6968914,25.0,53.6,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968915,6968915,27.0,56.0,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968917,6968917,26.8,55.0,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968903,6968903,25.4,55.0,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968904,6968904,26.0,56.0,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968905,6968905,26.6,57.0,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968906,6968906,25.0,54.8,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968907,6968907,25.5,54.3,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968911,6968911,27.0,56.5,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968920,6968920,26.0,55.0,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968908,6968908,26.0,57.0,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968910,6968910,27.5,56.0,0,0,Altus - Plant 3,2025-08-29 15:55:06
CEE4293-1/0,CTIC - CREATIVE TICKING,D69689,6968913,6968913,26.0,55.0,0,0,Altus - Plant 3,2025-08-29 15:55:06
CF5508-PFGD/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D68755,6875501,2001,14.0,23.5,0,0,South Fork Finishing,2025-08-29 08:37:44
CF5508-PFGD/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D68755,6875502,2002,18.0,28.0,0,0,South Fork Finishing,2025-08-29 08:37:53
CF5508-PFGD/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D68755,6875503,2004,25.0,40.1,0,0,South Fork Finishing,2025-08-29 08:38:00
CF5508-PFGD/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D68755,6875504,2003,23.0,36.0,0,0,South Fork Finishing,2025-08-29 08:38:12
CF5509-PFGD/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D68755,6875505,3001,28.0,31.7,0,0,South Fork Finishing,2025-08-29 08:38:23
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967231,6941723,26.0,45.0,0,0,Altus - Plant 3,2025-09-01 15:10:50
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967208,6967208,32.1,49.5,0,0,Altus - Plant 3,2025-08-29 13:05:03
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967207,6967207,30.6,47.4,0,0,Altus - Plant 3,2025-08-29 13:05:03
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967202,6967202,27.5,43.7,0,0,Altus - Plant 3,2025-08-29 13:05:03
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967204,6967204,30.6,48.5,0,0,Altus - Plant 3,2025-08-29 13:05:03
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967205,6967205,30.6,47.7,0,0,Altus - Plant 3,2025-08-29 13:05:03
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967201,6967201,27.1,45.1,0,0,Altus - Plant 3,2025-08-29 13:05:03
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967203,6967203,30.5,47.8,0,0,Altus - Plant 3,2025-08-29 13:05:03
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967206,6967206,30.5,46.8,0,0,Altus - Plant 3,2025-08-29 13:05:03
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967209,6941701,27.8,47.9,0,0,Altus - Plant 3,2025-09-01 15:03:16
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967212,6941704,27.0,46.0,0,0,Altus - Plant 3,2025-09-01 15:04:20
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967213,6941705,27.0,46.0,0,0,Altus - Plant 3,2025-09-01 15:04:36
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967214,6941706,27.9,47.0,0,0,Altus - Plant 3,2025-09-01 15:04:52
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967210,6941702,27.5,47.0,0,0,Altus - Plant 3,2025-09-01 15:03:40
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967211,6941703,27.6,47.0,0,0,Altus - Plant 3,2025-09-01 15:03:59
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967215,6941707,27.7,47.0,0,0,Altus - Plant 3,2025-09-01 15:05:10
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967216,6941708,27.4,47.0,0,0,Altus - Plant 3,2025-09-01 15:05:54
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967217,6941709,27.0,46.0,0,0,Altus - Plant 3,2025-09-01 15:06:22
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967218,6941710,27.8,46.0,0,0,Altus - Plant 3,2025-09-01 15:06:38
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967219,6941711,28.0,46.5,0,0,Altus - Plant 3,2025-09-01 15:07:30
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967220,6941712,27.0,46.0,0,0,Altus - Plant 3,2025-09-01 15:07:52
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967221,6941713,27.0,46.0,0,0,Altus - Plant 3,2025-09-01 15:08:08
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967222,6941714,27.4,46.0,0,0,Altus - Plant 3,2025-09-01 15:08:21
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967223,6941715,27.0,46.0,0,0,Altus - Plant 3,2025-09-01 15:08:35
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967224,6941716,20.0,32.0,0,0,Altus - Plant 3,2025-09-01 15:08:50
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967225,6941717,28.0,46.8,0,0,Altus - Plant 3,2025-09-01 15:09:05
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967226,6941718,28.6,48.0,0,0,Altus - Plant 3,2025-09-01 15:09:22
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967227,6941719,28.0,46.5,0,0,Altus - Plant 3,2025-09-01 15:09:49
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967228,6941720,27.0,45.8,0,0,Altus - Plant 3,2025-09-01 15:10:02
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967229,6941721,27.0,45.0,0,0,Altus - Plant 3,2025-09-01 15:10:22
CT1577-GS1/PAD,CTIC - CREATIVE TICKING,D69672,6967230,6941722,20.0,33.0,0,0,Altus - Plant 3,2025-09-01 15:10:36
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69628,6962804,6962804,168.0,49.6,0,0,Altus - Plant 3,2025-08-30 12:15:04
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69600,6960002,6960002,170.0,54.6,0,0,Altus - Plant 3,2025-08-30 12:15:03
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69600,6960004,6960004,172.0,51.6,0,0,Altus - Plant 3,2025-08-30 12:15:03
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69600,6960001,6960001,160.0,52.0,0,0,Altus - Plant 3,2025-08-30 12:15:03
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69600,6960005,6960005,171.0,51.3,0,0,Altus - Plant 3,2025-08-30 12:15:03
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69600,6960006,6960006,172.0,51.2,0,0,Altus - Plant 3,2025-08-30 12:15:03
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69600,6960003,6960003,198.0,58.4,0,0,Altus - Plant 3,2025-08-30 12:15:03
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69600,6960007,6960007,178.0,57.4,0,0,Altus - Plant 3,2025-08-30 12:15:03
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69600,6960008,6960008,172.0,52.2,0,0,Altus - Plant 3,2025-08-30 12:15:03
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69600,6960009,6960009,166.0,54.0,0,0,Altus - Plant 3,2025-08-30 12:15:03
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69600,6960010,6960010,195.0,60.0,0,0,Altus - Plant 3,2025-08-30 12:15:03
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69600,6960011,6960011,175.0,51.2,0,0,Altus - Plant 3,2025-08-30 12:15:03
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69628,6962805,6962805,167.0,50.0,0,0,Altus - Plant 3,2025-08-30 12:15:04
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69628,6962801,6962801,162.0,50.6,0,0,Altus - Plant 3,2025-08-30 12:15:04
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69628,6962802,6962802,167.0,49.2,0,0,Altus - Plant 3,2025-08-30 12:15:04
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69628,6962806,6962806,168.0,49.9,0,0,Altus - Plant 3,2025-08-30 12:15:04
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69628,6962803,6962803,168.0,52.6,0,0,Altus - Plant 3,2025-08-30 12:15:04
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69628,6962807,6962807,168.0,51.9,0,0,Altus - Plant 3,2025-08-30 12:15:04
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69713,6971301,6971301,178.0,55.0,0,0,Altus - Plant 3,2025-08-30 12:15:08
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69628,6962808,6962808,168.0,50.2,0,0,Altus - Plant 3,2025-08-30 12:15:04
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69628,6962809,6962809,168.0,50.2,0,0,Altus - Plant 3,2025-08-30 12:15:04
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69628,6962810,6962810,160.0,47.6,0,0,Altus - Plant 3,2025-08-30 12:15:04
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69713,6971302,6971302,179.0,55.8,0,0,Altus - Plant 3,2025-08-30 12:15:08
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69628,6962811,6962811,168.0,50.2,0,0,Altus - Plant 3,2025-08-30 12:15:04
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69628,6962812,6962812,70.0,22.0,0,0,Altus - Plant 3,2025-08-30 12:15:04
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69713,6971303,6971303,175.0,51.8,0,0,Altus - Plant 3,2025-08-30 12:15:08
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69685,6968506,6968506,169.0,54.4,0,0,Altus - Plant 3,2025-08-30 12:15:05
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69685,6968503,6968503,169.0,54.4,0,0,Altus - Plant 3,2025-08-30 12:15:05
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69275,6927502,6927502,165.0,52.4,0,0,Altus - Sparta Ct,2025-08-30 12:15:08
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69312,6931203,6931203,171.0,53.6,0,0,Altus - Plant 3,2025-08-30 12:15:09
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69275,6927504,6927504,164.0,51.6,0,0,Altus - Sparta Ct,2025-08-30 12:15:08
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69275,6927501,6927501,164.0,52.2,0,0,Altus - Sparta Ct,2025-08-30 12:15:08
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69312,6931202,6931202,167.0,53.8,0,0,Altus - Plant 3,2025-08-30 12:15:09
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69312,6931201,6931201,171.0,57.4,0,0,Altus - Plant 3,2025-08-30 12:15:08
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69275,6927503,6927503,164.0,52.0,0,0,Altus - Sparta Ct,2025-08-30 12:15:08
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69685,6968507,6968507,171.0,54.6,0,0,Altus - Plant 3,2025-08-30 12:15:05
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69685,6968501,6968501,157.0,49.2,0,0,Altus - Plant 3,2025-08-30 12:15:05
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69684,6968401,6968401,169.0,54.4,0,0,Altus - Plant 3,2025-08-30 12:15:04
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69685,6968505,6968505,169.0,54.4,0,0,Altus - Plant 3,2025-08-30 12:15:05
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69685,6968502,6968502,169.0,54.4,0,0,Altus - Plant 3,2025-08-30 12:15:05
CT2155-1/0,"CFAB - CREATIVE FABRIC SERVICE, LLC",D69685,6968504,6968504,169.0,54.4,0,0,Altus - Plant 3,2025-08-30 12:15:05
CT2222-1/0,CTIC - CREATIVE TICKING,D69693,6969304,6969304,25.7,32.5,0,0,Altus - Plant 3,2025-08-30 12:15:06
CT2222-1/0,CTIC - CREATIVE TICKING,D69693,6969303,6969303,40.6,51.8,0,0,Altus - Plant 3,2025-08-30 12:15:06
CT2222-1/0,CTIC - CREATIVE TICKING,D69693,6969301,6969301,22.0,28.0,0,0,Altus - Plant 3,2025-08-30 12:15:06
CT2222-1/0,CTIC - CREATIVE TICKING,D69693,6969312,6969312,35.5,44.5,0,0,Altus - Plant 3,2025-08-30 12:15:06
CT2222-1/0,CTIC - CREATIVE TICKING,D69693,6969311,6969311,35.5,44.0,0,0,Altus - Plant 3,2025-08-30 12:15:06
CT2222-1/0,CTIC - CREATIVE TICKING,D69693,6969302,6969302,40.3,51.4,0,0,Altus - Plant 3,2025-08-30 12:15:06
CT2222-1/0,CTIC - CREATIVE TICKING,D69693,6969314,6969314,35.6,44.6,0,0,Altus - Plant 3,2025-08-30 12:15:06
CT2222-1/0,CTIC - CREATIVE TICKING,D69693,6969310,6969310,35.4,44.1,0,0,Altus - Plant 3,2025-08-30 12:15:06
CT2222-1/0,CTIC - CREATIVE TICKING,D69693,6969316,6969316,35.4,43.8,0,0,Altus - Plant 3,2025-08-30 12:15:06
CT2222-1/0,CTIC - CREATIVE TICKING,D69693,6969313,6969313,35.6,44.0,0,0,Altus - Plant 3,2025-08-30 12:15:06
CT2222-1/0,CTIC - CREATIVE TICKING,D69693,6969315,6969315,35.3,43.8,0,0,Altus - Plant 3,2025-08-30 12:15:06
CT2222-1/0,CTIC - CREATIVE TICKING,D69693,6969307,6969307,40.5,51.3,0,0,Altus - Plant 3,2025-08-30 12:15:06
CT2222-1/0,CTIC - CREATIVE TICKING,D69693,6969308,6969308,40.5,50.3,0,0,Altus - Plant 3,2025-08-30 12:15:06
CT2222-1/0,CTIC - CREATIVE TICKING,D69693,6969309,6969309,35.6,45.5,0,0,Altus - Plant 3,2025-08-30 12:15:06
CT2222-1/0,CTIC - CREATIVE TICKING,D69693,6969317,6969317,40.8,49.9,0,0,Altus - Plant 3,2025-08-30 12:15:06
CT2222-1/0,CTIC - CREATIVE TICKING,D69693,6969306,6969306,32.0,40.0,0,0,Altus - Plant 3,2025-08-30 12:15:06
CT2222-1/0,CTIC - CREATIVE TICKING,D69693,906969305,6969305,8.3,11.9,0,0,Altus - Plant 3,2025-08-30 12:15:06
