Style #,Order #,Customer,Roll #,Vendor Roll #,Rack,Qty (yds),Qty (lbs),Good Ea.,Bad Ea.,Received
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359386,5685-B,UNCUT DONT SHIP,60.0,14.3,,,2024-05-30 16:26:36
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359387,5687-A,UNCUT DONT SHIP,60.0,14.1,,,2024-05-30 16:26:36
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359388,5687-B,UNCUT DONT SHIP,60.0,14.0,,,2024-05-30 16:26:36
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359389,5689-A,UNCUT DONT SHIP,60.0,14.4,,,2024-05-30 16:26:36
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359390,5689-B,UNCUT DONT SHIP,60.0,14.4,,,2024-05-30 16:26:36
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359441,941-A,UNCUT DONT SHIP,60.0,16.2,,,2024-05-30 16:26:38
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359442,941-B,UNCUT DONT SHIP,60.0,16.1,,,2024-05-30 16:26:38
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359449,949-A,UNCUT DONT SHIP,60.0,17.4,,,2024-05-30 16:26:38
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359450,949-B,UNCUT DONT SHIP,60.0,17.4,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359451,951-A,UNCUT DONT SHIP,60.0,13.2,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359452,951-B,UNCUT DONT SHIP,60.0,13.2,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359453,953-A,UNCUT DONT SHIP,60.0,13.5,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359454,953-B,UNCUT DONT SHIP,60.0,13.4,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359455,955-A,UNCUT DONT SHIP,60.0,15.7,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359456,955-B,UNCUT DONT SHIP,60.0,15.6,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359457,957-A,UNCUT DONT SHIP,60.0,18.6,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359458,957-B,UNCUT DONT SHIP,60.0,18.5,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359459,959-A,UNCUT DONT SHIP,60.0,17.8,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359460,959-B,UNCUT DONT SHIP,60.0,17.7,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359461,961-A,UNCUT DONT SHIP,60.0,13.6,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359462,961-B,UNCUT DONT SHIP,60.0,13.6,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359463,963-A,UNCUT DONT SHIP,60.0,17.0,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359464,963-B,UNCUT DONT SHIP,60.0,16.9,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359465,965-A,UNCUT DONT SHIP,60.0,17.1,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359466,965-B,UNCUT DONT SHIP,60.0,17.0,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359467,967-A,UNCUT DONT SHIP,60.0,15.3,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359468,967-B,UNCUT DONT SHIP,60.0,15.3,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359469,969-A,UNCUT DONT SHIP,60.0,16.7,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359470,969-B,UNCUT DONT SHIP,60.0,16.7,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359471,971-A,UNCUT DONT SHIP,60.0,15.3,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359472,971-B,UNCUT DONT SHIP,60.0,15.2,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359473,973-A,UNCUT DONT SHIP,60.0,14.5,,,2024-05-30 16:26:39
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359474,973-B,UNCUT DONT SHIP,60.0,14.5,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359475,975-A,UNCUT DONT SHIP,60.0,12.8,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359476,975-B,UNCUT DONT SHIP,60.0,12.7,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359477,977-A,UNCUT DONT SHIP,60.0,13.4,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359478,977-B,UNCUT DONT SHIP,60.0,13.4,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359479,979-A,UNCUT DONT SHIP,60.0,13.8,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359480,979-B,UNCUT DONT SHIP,60.0,13.8,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359481,981-A,UNCUT DONT SHIP,60.0,14.9,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359482,981-B,UNCUT DONT SHIP,60.0,14.9,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359483,983-A,UNCUT DONT SHIP,60.0,15.5,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359484,983-B,UNCUT DONT SHIP,60.0,15.4,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359485,985-A,UNCUT DONT SHIP,60.0,14.6,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359486,985-B,UNCUT DONT SHIP,60.0,14.5,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359487,987-A,UNCUT DONT SHIP,60.0,13.8,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359488,987-B,UNCUT DONT SHIP,60.0,13.8,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359489,989-A,UNCUT DONT SHIP,60.0,15.1,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359490,989-B,UNCUT DONT SHIP,60.0,15.1,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359491,991-A,UNCUT DONT SHIP,60.0,12.8,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359492,991-B,UNCUT DONT SHIP,60.0,12.7,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359493,993-A,UNCUT DONT SHIP,60.0,13.3,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359494,993-B,UNCUT DONT SHIP,60.0,13.3,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359495,995-A,UNCUT DONT SHIP,55.0,12.6,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359496,995-B,UNCUT DONT SHIP,55.0,12.5,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359497,997-A,UNCUT DONT SHIP,45.0,10.4,,,2024-05-30 16:26:40
CF5394-0/RW,D63594,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359498,997-B,UNCUT DONT SHIP,45.0,10.3,,,2024-05-30 16:26:40
CF5394-0/RW,D63595,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359509,2111-A,plant 5 scrim,60.0,15.7,,,2024-05-30 16:26:41
CF5394-0/RW,D63595,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359510,2111-B,plant 5 scrim,60.0,15.7,,,2024-05-30 16:26:41
CF5394-0/RW,D63595,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359537,2139-A,plant 5 scrim,60.0,15.3,,,2024-05-30 16:26:42
CF5394-0/RW,D63595,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359538,2139-B,plant 5 scrim,60.0,15.3,,,2024-05-30 16:26:42
CF5394-0/RW,D63595,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359551,2153-A,plant 5 scrim,60.0,15.3,,,2024-05-30 16:26:43
CF5394-0/RW,D63595,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359552,2153-B,plant 5 scrim,60.0,15.2,,,2024-05-30 16:26:43
CF5394-0/RW,D63595,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359575,2177-A,plant 5 scrim,60.0,14.2,,,2024-05-30 16:26:44
CF5394-0/RW,D63595,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359576,2177-B,plant 5 scrim,60.0,14.1,,,2024-05-30 16:26:44
CF5394-0/RW,D63595,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359582,2183-B,plant 5 scrim,60.0,13.8,,,2024-05-30 16:26:44
CF5394-0/RW,D63595,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359583,2185-A,plant 5 scrim,60.0,13.8,,,2024-05-30 16:26:44
CF5394-0/RW,D63595,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359591,2193-A,plant 5 scrim,60.0,13.9,,,2024-05-30 16:26:44
CF5394-0/RW,D63595,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359592,2193-B,plant 5 scrim,60.0,13.9,,,2024-05-30 16:26:44
CF5394-0/RW,D63595,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359593,2195-A,plant 5 scrim,60.0,13.6,,,2024-05-30 16:26:44
CF5394-0/RW,D63595,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359594,2195-B,plant 5 scrim,60.0,13.6,,,2024-05-30 16:26:44
CF5394-0/RW,D63595,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359595,2197-A,plant 5 scrim,54.0,13.0,,,2024-05-30 16:26:44
CF5394-0/RW,D63595,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359596,2197-B,plant 5 scrim,54.0,13.1,,,2024-05-30 16:26:44
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359601,9701-A,UNCUT DONT SHIP,63.0,14.5,,,2024-06-03 17:16:45
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359602,9701-B,UNCUT DONT SHIP,63.0,14.5,,,2024-06-03 17:16:45
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359603,9703-A,UNCUT DONT SHIP,60.0,14.4,,,2024-06-03 17:16:45
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359604,9703-B,UNCUT DONT SHIP,60.0,14.4,,,2024-06-03 17:16:45
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359605,9705-A,UNCUT DONT SHIP,60.0,14.3,,,2024-06-03 17:16:45
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359606,9705-B,UNCUT DONT SHIP,60.0,14.2,,,2024-06-03 17:16:45
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359607,9707-A,UNCUT DONT SHIP,47.0,12.1,,,2024-06-03 17:16:45
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359608,9707-B,UNCUT DONT SHIP,47.0,12.0,,,2024-06-03 17:16:45
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359609,9709-A,UNCUT DONT SHIP,62.0,15.9,,,2024-06-03 17:16:45
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359610,9709-B,UNCUT DONT SHIP,62.0,15.8,,,2024-06-03 17:16:45
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359611,9711-A,UNCUT DONT SHIP,53.0,13.0,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359612,9711-B,UNCUT DONT SHIP,53.0,12.9,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359613,9713-A,UNCUT DONT SHIP,57.0,14.2,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359614,9713-B,UNCUT DONT SHIP,57.0,14.1,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359615,9715-A,UNCUT DONT SHIP,61.0,14.6,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359616,9715-B,UNCUT DONT SHIP,61.0,14.6,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359617,9717-A,UNCUT DONT SHIP,55.0,14.0,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359618,9717-B,UNCUT DONT SHIP,55.0,13.9,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359619,9719-A,UNCUT DONT SHIP,60.0,14.8,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359620,9719-B,UNCUT DONT SHIP,60.0,14.7,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359621,9721-A,UNCUT DONT SHIP,53.0,13.8,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359622,9721-B,UNCUT DONT SHIP,53.0,13.8,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359623,9723-A,UNCUT DONT SHIP,55.0,14.2,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359624,9723-B,UNCUT DONT SHIP,55.0,14.1,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359625,9725-A,UNCUT DONT SHIP,62.0,15.5,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359626,9725-B,UNCUT DONT SHIP,62.0,15.5,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359627,9727-A,UNCUT DONT SHIP,67.0,17.1,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359628,9727-B,UNCUT DONT SHIP,67.0,17.1,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359629,9729-A,UNCUT DONT SHIP,60.0,15.2,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359630,9729-B,UNCUT DONT SHIP,60.0,15.1,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359631,9731-A,UNCUT DONT SHIP,59.0,15.0,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359632,9731-B,UNCUT DONT SHIP,59.0,15.0,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359633,9733-A,UNCUT DONT SHIP,65.0,14.3,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359634,9733-B,UNCUT DONT SHIP,65.0,14.3,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359635,9735-A,UNCUT DONT SHIP,53.0,12.4,,,2024-06-03 17:16:46
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359636,9735-B,UNCUT DONT SHIP,53.0,12.4,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359637,9737-A,UNCUT DONT SHIP,60.0,14.7,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359638,9737-B,UNCUT DONT SHIP,60.0,14.6,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359639,9739-A,UNCUT DONT SHIP,60.0,13.9,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359640,9739-B,UNCUT DONT SHIP,60.0,13.8,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359641,9741-A,UNCUT DONT SHIP,60.0,14.9,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359642,9741-B,UNCUT DONT SHIP,60.0,14.9,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359643,9743-A,UNCUT DONT SHIP,60.0,15.0,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359644,9743-B,UNCUT DONT SHIP,60.0,14.9,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359645,9745-A,UNCUT DONT SHIP,54.0,13.8,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359646,9745-B,UNCUT DONT SHIP,54.0,13.8,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359647,9747-A,UNCUT DONT SHIP,60.0,14.4,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359648,9747-B,UNCUT DONT SHIP,60.0,14.3,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359649,9749-A,UNCUT DONT SHIP,61.0,14.7,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359650,9749-B,UNCUT DONT SHIP,61.0,14.6,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359651,9751-A,UNCUT DONT SHIP,65.0,15.4,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359652,9751-B,UNCUT DONT SHIP,65.0,15.4,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359653,9753-A,UNCUT DONT SHIP,60.0,14.4,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359654,9753-B,UNCUT DONT SHIP,60.0,14.4,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359655,9755-A,UNCUT DONT SHIP,60.0,14.2,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359656,9755-B,UNCUT DONT SHIP,60.0,14.1,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359657,9757-A,UNCUT DONT SHIP,60.0,14.1,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359658,9757-B,UNCUT DONT SHIP,60.0,14.1,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359659,9759-A,UNCUT DONT SHIP,60.0,14.6,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359660,9759-B,UNCUT DONT SHIP,60.0,14.5,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359661,9761-A,UNCUT DONT SHIP,50.0,12.4,,,2024-06-03 17:16:47
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359662,9761-B,UNCUT DONT SHIP,50.0,12.4,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359663,9763-A,UNCUT DONT SHIP,59.0,14.6,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359664,9763-B,UNCUT DONT SHIP,59.0,14.5,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359665,9765-A,UNCUT DONT SHIP,49.0,13.0,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359666,9765-B,UNCUT DONT SHIP,49.0,13.0,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359667,9767-A,UNCUT DONT SHIP,60.0,15.2,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359668,9767-B,UNCUT DONT SHIP,60.0,15.2,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359669,9769-A,UNCUT DONT SHIP,60.0,15.0,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359670,9769-B,UNCUT DONT SHIP,60.0,14.9,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359671,9771-A,UNCUT DONT SHIP,60.0,15.2,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359672,9771-B,UNCUT DONT SHIP,60.0,15.2,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359673,9773-A,UNCUT DONT SHIP,76.0,18.6,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359674,9773-B,UNCUT DONT SHIP,76.0,18.5,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359675,9775-A,UNCUT DONT SHIP,60.0,15.5,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359676,9775-B,UNCUT DONT SHIP,60.0,15.4,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359677,9777-A,UNCUT DONT SHIP,60.0,16.2,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359678,9777-B,UNCUT DONT SHIP,60.0,16.1,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359679,9779-A,UNCUT DONT SHIP,60.0,13.1,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359680,9779-B,UNCUT DONT SHIP,60.0,13.0,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359681,9781-A,UNCUT DONT SHIP,67.0,15.9,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359682,9781-B,UNCUT DONT SHIP,67.0,15.8,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359683,9783-A,UNCUT DONT SHIP,65.0,14.4,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359684,9783-B,UNCUT DONT SHIP,65.0,14.4,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359685,9785-A,UNCUT DONT SHIP,60.0,14.0,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359686,9785-B,UNCUT DONT SHIP,60.0,14.0,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359687,9787-A,UNCUT DONT SHIP,60.0,12.5,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359688,9787-B,UNCUT DONT SHIP,60.0,12.5,,,2024-06-03 17:16:48
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359689,9789-A,UNCUT DONT SHIP,60.0,12.9,,,2024-06-03 17:16:49
CF5394-0/RW,D63596,"CFAB - CREATIVE FABRIC SERVICE, LLC",6359690,9789-B,UNCUT DONT SHIP,60.0,12.9,,,2024-06-03 17:16:49
