Style #,Order #,Customer,Roll #,Vendor Roll #,Rack,Qty (yds),Qty (lbs),Good Ea.,Bad Ea.,Received
BK8322/0,D40508,"CFAB - CREATIVE FABRIC SERVICE, LLC",4050801,4050801,302,57.9,22.4,0.0,0.0,2020-04-07 00:00:01
BK8322/0,D40508,"CFAB - CREATIVE FABRIC SERVICE, LLC",4050802,4050802,302,98.8,44.0,0.0,0.0,2020-04-07 00:00:01
BK8322/0,D40508,"CFAB - CREATIVE FABRIC SERVICE, LLC",4050803,4050803,302,107.9,46.9,0.0,0.0,2020-04-07 00:00:01
BK8321OW/0,D40539,"CFAB - CREATIVE FABRIC SERVICE, LLC",4053901,4053901,302,62.0,29.2,0.0,0.0,2020-04-15 00:00:01
BK8321OW/0,D40656,"CFAB - CREATIVE FABRIC SERVICE, LLC",204065601,4065601,SR5,64.0,29.8,0.0,0.0,2025-06-17 13:57:00
BK8321OW/0,D40656,"CFAB - CREATIVE FABRIC SERVICE, LLC",4065602,4065602,302,63.0,31.0,0.0,0.0,2020-04-15 00:00:01
BK8187-B2/0,D40679,VOOR - VOORMI LLC,804067908,4067907,216L,78.0,21.7,0.0,0.0,2020-05-12 10:40:00
BK8187-B2/0,D40679,VOOR - VOORMI LLC,804067914,4067916,216L,172.0,45.6,0.0,0.0,2020-05-12 09:03:00
BK8187-C0/0,D40680,VOOR - VOORMI LLC,804068017,4016,216L,97.0,29.4,0.0,0.0,2020-05-15 10:52:00
BK8187-C0/0,D40680,VOOR - VOORMI LLC,804068021,4020,216L,124.0,34.2,0.0,0.0,2020-05-15 12:46:00
BK8328/CC,D40785,"CFAB - CREATIVE FABRIC SERVICE, LLC",4078516,4078516,SL134,73.8,42.7,0.0,0.0,2020-04-24 00:00:01
BK8328/CC,D40785,"CFAB - CREATIVE FABRIC SERVICE, LLC",4078517,4078517,SL134,69.6,42.0,0.0,0.0,2020-04-24 00:00:01
BK8328/CC,D40785,"CFAB - CREATIVE FABRIC SERVICE, LLC",4078518,4078518,SL134,69.0,44.5,0.0,0.0,2020-04-24 00:00:01
BK8328/CC,D40785,"CFAB - CREATIVE FABRIC SERVICE, LLC",4078519,4078519,SL134,78.4,50.3,0.0,0.0,2020-04-24 00:00:01
BK8328/CC,D40785,"CFAB - CREATIVE FABRIC SERVICE, LLC",4078520,4078520,SL134,65.3,39.3,0.0,0.0,2020-04-24 00:00:01
BK8169/0,D40811,VOOR - VOORMI LLC,204081108,4081101,Y3,22.0,10.8,0.0,0.0,2025-02-14 15:11:00
BK8328/CC,D40903,"CFAB - CREATIVE FABRIC SERVICE, LLC",4090301,4090301,SL134,89.4,46.3,0.0,0.0,2020-04-27 00:00:01
BK8328/CC,D40903,"CFAB - CREATIVE FABRIC SERVICE, LLC",4090302,4090302,SL134,87.3,42.0,0.0,0.0,2020-04-27 00:00:01
BK8328/CC,D40903,"CFAB - CREATIVE FABRIC SERVICE, LLC",4090303,4090303,SL134,87.6,43.4,0.0,0.0,2020-04-27 00:00:01
BK8328/CC,D40903,"CFAB - CREATIVE FABRIC SERVICE, LLC",4090304,4090304,SL134,85.2,42.3,0.0,0.0,2020-04-27 00:00:01
BK8336-1/0,D41497,"CFAB - CREATIVE FABRIC SERVICE, LLC",4149701,4149701,222B,43.0,31.6,0.0,0.0,2021-02-17 11:15:10
BK8336-0/0,D41632,"CFAB - CREATIVE FABRIC SERVICE, LLC",4163201,4163201,222B,44.3,44.7,0.0,0.0,2021-02-17 11:14:48
BK8336-0/0,D41632,"CFAB - CREATIVE FABRIC SERVICE, LLC",4163202,4163202,222B,20.5,16.3,0.0,0.0,2021-02-17 11:14:48
BK8336-0/0,D41632,"CFAB - CREATIVE FABRIC SERVICE, LLC",4163203,4163203,222B,63.0,43.2,0.0,0.0,2021-02-17 11:14:48
BK8336-0/0,D41632,"CFAB - CREATIVE FABRIC SERVICE, LLC",4163204,4163204,222B,72.5,49.0,0.0,0.0,2021-02-17 11:14:48
BK8336-0/0,D41632,"CFAB - CREATIVE FABRIC SERVICE, LLC",4163205,4163205,222B,66.1,39.1,0.0,0.0,2021-02-17 11:14:48
BK8336-1/0,D41634,"CFAB - CREATIVE FABRIC SERVICE, LLC",4163401,4163401,222B,67.0,49.7,0.0,0.0,2021-02-17 11:15:10
BK8328/0,D41802,"CFAB - CREATIVE FABRIC SERVICE, LLC",4180212,4180212,SL100,85.0,18.5,0.0,0.0,2020-06-02 00:00:01
CF1066/0,D41865,"CFAB - CREATIVE FABRIC SERVICE, LLC",4186513,7002,707,18.2,22.5,0.0,0.0,2020-06-19 00:00:01
CF1066/0,D41865,"CFAB - CREATIVE FABRIC SERVICE, LLC",4186514,7003,707,12.8,18.3,0.0,0.0,2020-06-19 00:00:01
CF1066/0,D41865,"CFAB - CREATIVE FABRIC SERVICE, LLC",4186515,7004,707,9.2,17.2,0.0,0.0,2020-06-19 00:00:01
CF1066/0,D41865,"CFAB - CREATIVE FABRIC SERVICE, LLC",4186516,7005,707,18.3,17.5,0.0,0.0,2020-06-19 00:00:01
CF1066/0,D41865,"CFAB - CREATIVE FABRIC SERVICE, LLC",4186517,7006,707,12.2,18.3,0.0,0.0,2020-06-19 00:00:01
CF1066/0,D41865,"CFAB - CREATIVE FABRIC SERVICE, LLC",4186518,7007,707,12.9,18.2,0.0,0.0,2020-06-19 00:00:01
CF1066/0,D41865,"CFAB - CREATIVE FABRIC SERVICE, LLC",4186519,7008,707,18.3,13.0,0.0,0.0,2020-06-19 00:00:01
CF1066/0,D41865,"CFAB - CREATIVE FABRIC SERVICE, LLC",4186520,7009,707,17.3,12.0,0.0,0.0,2020-06-19 00:00:01
CF1066/0,D41865,"CFAB - CREATIVE FABRIC SERVICE, LLC",4186521,7010,707,18.8,18.2,0.0,0.0,2020-06-19 00:00:01
CF1066/0,D41865,"CFAB - CREATIVE FABRIC SERVICE, LLC",4186522,7011,707,18.1,17.6,0.0,0.0,2020-06-19 00:00:01
CF1066/0,D41865,"CFAB - CREATIVE FABRIC SERVICE, LLC",4186523,7012,707,18.2,13.0,0.0,0.0,2020-06-19 00:00:01
CF1066/0,D41865,"CFAB - CREATIVE FABRIC SERVICE, LLC",4186524,4186524,707,22.4,9.3,0.0,0.0,2020-09-30 00:00:01
CF1068/0,D41866,"CFAB - CREATIVE FABRIC SERVICE, LLC",4186603,9001,707,9.8,10.4,0.0,0.0,2020-06-19 00:00:01
CF1068/0,D41866,"CFAB - CREATIVE FABRIC SERVICE, LLC",4186604,9002,707,10.4,10.3,0.0,0.0,2020-06-19 00:00:01
CF1072/0,D42191,"CFAB - CREATIVE FABRIC SERVICE, LLC",4219101,4219101,216L,16.6,14.8,0.0,0.0,2020-09-15 00:00:01
BK8340/0,D42247,"CFAB - CREATIVE FABRIC SERVICE, LLC",4224701,4224701,SL114,55.0,43.5,0.0,0.0,2020-07-20 00:00:01
BK8340/0,D42247,"CFAB - CREATIVE FABRIC SERVICE, LLC",4224702,4224702,SL114,76.0,36.1,0.0,0.0,2020-07-20 00:00:01
BK8340/0,D42247,"CFAB - CREATIVE FABRIC SERVICE, LLC",4224703,4224703,SL114,82.0,29.9,0.0,0.0,2020-07-20 00:00:01
BK8340/0,D42247,"CFAB - CREATIVE FABRIC SERVICE, LLC",4224704,4224704,SL114,77.0,36.4,0.0,0.0,2020-07-20 00:00:01
BK8340/0,D42247,"CFAB - CREATIVE FABRIC SERVICE, LLC",4224705,4224705,SL114,78.0,41.5,0.0,0.0,2020-07-20 00:00:01
BK8313/0,D42248,"CFAB - CREATIVE FABRIC SERVICE, LLC",4224801,4224801,222B,84.1,47.7,0.0,0.0,2021-02-17 11:14:23
BK8313/0,D42248,"CFAB - CREATIVE FABRIC SERVICE, LLC",4224802,4224802,222B,83.0,47.2,0.0,0.0,2021-02-17 11:14:23
BK8328/0,D42249,"CFAB - CREATIVE FABRIC SERVICE, LLC",4224912,4224912,SL114,74.0,43.4,0.0,0.0,2020-07-20 00:00:01
BK8328/0,D42249,"CFAB - CREATIVE FABRIC SERVICE, LLC",4224913,4224913,SL114,70.0,43.3,0.0,0.0,2020-07-20 00:00:01
BK8328/0,D42249,"CFAB - CREATIVE FABRIC SERVICE, LLC",4224914,4224914,SL114,106.0,35.8,0.0,0.0,2020-07-20 00:00:01
BK8328/0,D42249,"CFAB - CREATIVE FABRIC SERVICE, LLC",4224915,4224915,SL114,57.0,36.5,0.0,0.0,2020-07-20 00:00:01
BK8328/0,D42249,"CFAB - CREATIVE FABRIC SERVICE, LLC",4224916,4224916,SL114,84.0,46.1,0.0,0.0,2020-07-20 00:00:01
BK8328/0,D42249,"CFAB - CREATIVE FABRIC SERVICE, LLC",4224917,4224917,SL114,83.0,35.7,0.0,0.0,2020-07-20 00:00:01
BK8328/0,D42249,"CFAB - CREATIVE FABRIC SERVICE, LLC",4224918,4224918,SL114,82.0,39.7,0.0,0.0,2020-07-20 00:00:01
BK8328/0,D42249,"CFAB - CREATIVE FABRIC SERVICE, LLC",4224919,4224919,SL114,80.0,37.9,0.0,0.0,2020-07-20 00:00:01
BK8328/CCWW,D42256,"CFAB - CREATIVE FABRIC SERVICE, LLC",4225618,927504,SL114,84.6,39.5,0.0,0.0,2020-07-09 00:00:01
BK8328/CCWW,D42256,"CFAB - CREATIVE FABRIC SERVICE, LLC",4225619,927505,SL114,89.7,37.0,0.0,0.0,2020-07-09 00:00:01
BK8328/CCWW,D42256,"CFAB - CREATIVE FABRIC SERVICE, LLC",4225620,927506,SL114,90.6,39.4,0.0,0.0,2020-07-09 00:00:01
CF1084/0,D42270,"CFAB - CREATIVE FABRIC SERVICE, LLC",104227002,4227002,813,16.0,23.1,0.0,0.0,2020-07-07 09:23:00
CF1084/0,D42270,"CFAB - CREATIVE FABRIC SERVICE, LLC",4227003,4227003,813,53.6,75.5,0.0,0.0,2020-07-06 00:00:01
CF1074/0,D42279,"CFAB - CREATIVE FABRIC SERVICE, LLC",4227901,4227901,216L,19.0,25.2,0.0,0.0,2020-09-15 00:00:01
BK8328/CCWW,D42622,"CFAB - CREATIVE FABRIC SERVICE, LLC",4262204,29929024,PALLET1,76.2,45.8,0.0,0.0,2020-08-07 00:00:01
BK8328/CCWW,D42622,"CFAB - CREATIVE FABRIC SERVICE, LLC",4262206,29929026,PALLET1,76.7,44.9,0.0,0.0,2020-08-07 00:00:01
BK8328/CCWW,D42622,"CFAB - CREATIVE FABRIC SERVICE, LLC",4262210,29929030,PALLET1,77.5,44.3,0.0,0.0,2020-08-07 00:00:01
BK8328/CCWW,D42622,"CFAB - CREATIVE FABRIC SERVICE, LLC",4262211,29929031,PALLET1,78.5,45.2,0.0,0.0,2020-08-07 00:00:01
BK8328/CCWW,D42622,"CFAB - CREATIVE FABRIC SERVICE, LLC",4262215,29929035,PALLET1,78.8,45.1,0.0,0.0,2020-08-07 00:00:01
CF1060/0,D42898,"CFAB - CREATIVE FABRIC SERVICE, LLC",4289801,4289801,135B,111.0,42.2,0.0,0.0,2020-09-24 00:00:01
CF1060/0,D42898,"CFAB - CREATIVE FABRIC SERVICE, LLC",4289802,4289802,135B,109.0,46.2,0.0,0.0,2020-09-24 00:00:01
CF1060/0,D42898,"CFAB - CREATIVE FABRIC SERVICE, LLC",4289803,4289803,135B,111.0,42.0,0.0,0.0,2020-09-24 00:00:01
CF1060/0,D42898,"CFAB - CREATIVE FABRIC SERVICE, LLC",4289804,4289804,135B,111.0,44.2,0.0,0.0,2020-09-24 00:00:01
CF1060/0,D42898,"CFAB - CREATIVE FABRIC SERVICE, LLC",4289805,4289805,135B,81.0,30.6,0.0,0.0,2020-09-24 00:00:01
CF1060/0,D42898,"CFAB - CREATIVE FABRIC SERVICE, LLC",4289806,4289806,135B,118.0,46.8,0.0,0.0,2020-09-24 00:00:01
CF1060/0,D42898,"CFAB - CREATIVE FABRIC SERVICE, LLC",4289807,4289807,135B,115.0,45.0,0.0,0.0,2020-09-24 00:00:01
CF1060/0,D42898,"CFAB - CREATIVE FABRIC SERVICE, LLC",4289808,4289808,135B,130.0,53.2,0.0,0.0,2020-09-24 00:00:01
BK8205-A00/RW,D42942,VOOR - VOORMI LLC,804294204,811202004,Y2002,54.5,45.4,0.0,0.0,2020-09-02 09:30:00
BK8205-A00/RW,D42942,VOOR - VOORMI LLC,804294207,811202007,Y2002,57.9,48.6,0.0,0.0,2020-09-02 08:53:00
BK8205-A00/RW,D42942,VOOR - VOORMI LLC,804294213,811202011,Y2002,48.7,43.2,0.0,0.0,2020-09-01 13:31:00
BK8205-A00/RW,D42942,VOOR - VOORMI LLC,804294215,811202018,Y2002,52.3,45.9,0.0,0.0,2020-09-01 12:51:00
BK8205-A00/RW,D42942,VOOR - VOORMI LLC,804294216,811202019,Y2002,39.3,34.4,0.0,0.0,2020-09-01 14:39:00
BK8205-A00/RW,D42942,VOOR - VOORMI LLC,804294217,811202020,Y2002,67.1,58.0,0.0,0.0,2020-09-01 11:06:00
BK8205-A00/RW,D42942,VOOR - VOORMI LLC,804294223,811202026,Y2002,59.0,49.2,0.0,0.0,2020-08-28 15:03:00
BK8205-A00/RW,D42942,VOOR - VOORMI LLC,804294224,811202027,Y2002,29.0,26.3,0.0,0.0,2020-09-01 09:26:00
BK8205-A00/RW,D42942,VOOR - VOORMI LLC,804294227,811202030,Y2002,32.0,30.0,0.0,0.0,2020-09-01 08:53:00
BK8205-A00/RW,D42942,VOOR - VOORMI LLC,804294228,811202031,Y2002,15.4,14.4,0.0,0.0,2020-09-01 09:38:00
BK8205-A00/RW,D42942,VOOR - VOORMI LLC,804294232,811202014,Y2002,95.1,83.0,0.0,0.0,2020-08-31 14:37:00
BK8205-A00/RW,D42942,VOOR - VOORMI LLC,804294234,811202016,Y2002,33.3,29.5,0.0,0.0,2020-09-01 08:53:00
BK8205-A00/RW,D42942,VOOR - VOORMI LLC,804294244,811202047,3042B,54.7,47.7,0.0,0.0,2020-08-31 09:34:00
BK8205-A00/RW,D42942,VOOR - VOORMI LLC,804294245,811202051,3042B,102.8,90.3,0.0,0.0,2020-08-29 12:48:00
BK8205-A00/RW,D42942,VOOR - VOORMI LLC,804294246,811202050,3042B,39.3,35.1,0.0,0.0,2020-08-31 08:35:00
BK8205-A00/RW,D42942,VOOR - VOORMI LLC,804294248,811202044,3042B,48.3,41.4,0.0,0.0,2020-08-29 13:26:00
BK8205-A00/RW,D42942,VOOR - VOORMI LLC,804294250,811202042,3042B,30.0,25.6,0.0,0.0,2020-08-29 11:39:00
BK8205-A00/RW,D42942,VOOR - VOORMI LLC,804294251,811202049,3042B,32.0,30.5,0.0,0.0,2020-08-29 11:26:00
BK8378/0,D42985,"CFAB - CREATIVE FABRIC SERVICE, LLC",4298503,4298503,216L,20.0,8.5,0.0,0.0,2020-10-22 00:00:01
BK8378/0,D42985,"CFAB - CREATIVE FABRIC SERVICE, LLC",204298507,4298507,216L,24.0,11.7,0.0,0.0,2020-10-23 12:38:00
BK8378/0,D42985,"CFAB - CREATIVE FABRIC SERVICE, LLC",804298509,4298509,216L,82.0,39.6,0.0,0.0,2020-10-23 11:55:00
BK8378/0,D42985,"CFAB - CREATIVE FABRIC SERVICE, LLC",804298510,4298510,216L,96.0,47.1,0.0,0.0,2020-10-23 12:14:00
BK8378/0,D42985,"CFAB - CREATIVE FABRIC SERVICE, LLC",204298511,4298511,216L,26.0,12.4,0.0,0.0,2020-10-23 12:33:00
BK8378/0,D42985,"CFAB - CREATIVE FABRIC SERVICE, LLC",104298512,4298512,216L,20.0,9.7,0.0,0.0,2020-10-23 12:43:00
BK8378/0,D42985,"CFAB - CREATIVE FABRIC SERVICE, LLC",204298512,4298512,216L,46.0,20.4,0.0,0.0,2020-10-23 12:43:00
CT2730-1/0,D43095,CTIC - CREATIVE TICKING,4309501,4309501,813,17.4,31.8,0.0,0.0,2020-08-24 00:00:01
BK8169-A22/ALTRW,D43179,VOOR - VOORMI LLC,804317904,4317904,813,52.0,21.0,0.0,0.0,2020-10-08 15:00:00
CT2731-1/0,D43402,CTIC - CREATIVE TICKING,4340201,4340201,216L,15.0,17.8,0.0,0.0,2020-10-01 00:00:01
CT2731-1/0,D43402,CTIC - CREATIVE TICKING,4340202,4340202,216L,16.2,18.4,0.0,0.0,2020-10-01 00:00:01
CF1055/0,D43747,"CFAB - CREATIVE FABRIC SERVICE, LLC",4374701,4374701,A3,33.1,53.8,0.0,0.0,2020-10-05 00:00:01
CT2773-1/0,D43843,CTIC - CREATIVE TICKING,4384301,4384301,216L,7.0,15.1,0.0,0.0,2020-10-07 00:00:01
CT1243-TT3/0,D43961,CTIC - CREATIVE TICKING,4396110,4396110,302,35.9,59.2,0.0,0.0,2020-10-19 00:00:01
CT1243-TT3/0,D43961,CTIC - CREATIVE TICKING,4396111,4396111,302,36.4,59.6,0.0,0.0,2020-10-19 00:00:01
CT1243-TT3/0,D43961,CTIC - CREATIVE TICKING,4396112,4396112,302,13.2,23.2,0.0,0.0,2020-10-19 00:00:01
CT22157-2/0,D44128,CTIC - CREATIVE TICKING,4412813,4412813,6020,22.3,45.5,12.0,0.0,2023-01-20 11:36:33
CT22157-2/0,D44128,CTIC - CREATIVE TICKING,4412814,4412814,2362A,14.6,30.2,9.0,3.0,2023-01-20 11:36:33
CT22157-2/0,D44128,CTIC - CREATIVE TICKING,4412818,4412818,6020,22.0,45.5,12.0,0.0,2023-01-20 11:36:33
CT1243-TT3/0,D44130,CTIC - CREATIVE TICKING,4413001,4413001,146B,31.5,51.5,0.0,0.0,2020-10-27 00:00:01
CT1243-TT3/0,D44130,CTIC - CREATIVE TICKING,4413002,4413002,146B,31.9,53.5,0.0,0.0,2020-10-27 00:00:01
CT1243-TT3/0,D44130,CTIC - CREATIVE TICKING,104413003,4413003,146B,25.0,41.3,0.0,0.0,2021-01-04 11:01:00
CT1243-TT3/0,D44130,CTIC - CREATIVE TICKING,4413004,4413004,146B,31.0,49.7,0.0,0.0,2020-10-27 00:00:01
CT1243-TT3/0,D44130,CTIC - CREATIVE TICKING,4413005,4413005,146B,31.5,48.6,0.0,0.0,2020-10-27 00:00:01
CT1243-TT3/0,D44130,CTIC - CREATIVE TICKING,4413006,4413006,146B,30.4,51.0,0.0,0.0,2020-10-27 00:00:01
CT1243-TT3/0,D44130,CTIC - CREATIVE TICKING,4413007,4413007,146B,31.9,54.0,0.0,0.0,2020-10-27 00:00:01
CT1243-TT3/0,D44130,CTIC - CREATIVE TICKING,4413008,4413008,146B,27.2,43.5,0.0,0.0,2020-10-27 00:00:01
CT1243-TT3/0,D44130,CTIC - CREATIVE TICKING,104413009,4413009,146B,24.0,37.8,0.0,0.0,2021-01-04 11:51:00
CT1243-TT3/0,D44130,CTIC - CREATIVE TICKING,4413010,4413010,146B,32.2,54.2,0.0,0.0,2020-10-27 00:00:01
CT1243-TT3/0,D44130,CTIC - CREATIVE TICKING,104413011,4413011,146B,25.0,39.6,0.0,0.0,2021-01-04 12:43:00
CT1243-TT3/0,D44130,CTIC - CREATIVE TICKING,4413012,4413012,146B,31.7,50.3,0.0,0.0,2020-10-27 00:00:01
CT1243-TT3/0,D44130,CTIC - CREATIVE TICKING,4413013,4413013,146B,31.7,52.4,0.0,0.0,2020-10-27 00:00:01
CT1243-TT3/0,D44130,CTIC - CREATIVE TICKING,4413014,4413014,146B,28.8,48.0,0.0,0.0,2020-10-27 00:00:01
CT1243-TT3/0,D44130,CTIC - CREATIVE TICKING,4413015,4413015,146B,32.0,53.7,0.0,0.0,2020-10-27 00:00:01
CT1243-TT3/0,D44130,CTIC - CREATIVE TICKING,4413017,4413017,146B,35.7,57.7,0.0,0.0,2020-10-27 00:00:01
CT1243-TT3/0,D44130,CTIC - CREATIVE TICKING,4413019,4413019,146B,31.7,51.8,0.0,0.0,2020-10-27 00:00:01
CT1243-TT3/0,D44130,CTIC - CREATIVE TICKING,4413021,4413021,146B,31.4,50.9,0.0,0.0,2020-10-27 00:00:01
CT1243-TT3/0,D44130,CTIC - CREATIVE TICKING,4413022,4413022,146B,23.9,37.2,0.0,0.0,2020-10-27 00:00:01
CT1243-TT3/0,D44341,CTIC - CREATIVE TICKING,4434110,4434110,A6,357.0,57.9,0.0,0.0,2020-11-09 00:00:01
CT1243-TT3/0,D44341,CTIC - CREATIVE TICKING,4434111,4434111,A6,34.8,56.9,0.0,0.0,2020-11-09 00:00:01
CT1243-TT3/0,D44341,CTIC - CREATIVE TICKING,4434112,4434112,A6,36.5,61.5,0.0,0.0,2020-11-09 00:00:01
CT1243-TT3/0,D44341,CTIC - CREATIVE TICKING,4434113,4434113,A6,57.4,90.7,0.0,0.0,2020-11-09 00:00:01
CT1243-TT3/0,D44341,CTIC - CREATIVE TICKING,4434114,4434114,A6,33.4,56.5,0.0,0.0,2020-11-09 00:00:01
CT1243-TT3/0,D44341,CTIC - CREATIVE TICKING,4434115,4434115,A6,35.6,60.3,0.0,0.0,2020-11-09 00:00:01
CT1243-TT3/0,D44341,CTIC - CREATIVE TICKING,4434116,4434116,A6,33.4,56.6,0.0,0.0,2020-11-09 00:00:01
CT1243-TT3/0,D44341,CTIC - CREATIVE TICKING,4434117,4434117,A6,33.3,56.6,0.0,0.0,2020-11-09 00:00:01
CT1243-TT3/0,D44341,CTIC - CREATIVE TICKING,4434118,4434118,A6,33.5,53.6,0.0,0.0,2020-11-09 00:00:01
CT1243-TT3/0,D44341,CTIC - CREATIVE TICKING,104434119,4434119,A6,18.0,33.1,0.0,0.0,2020-11-12 10:50:00
BK8187-A0/0,D44355,VOOR - VOORMI LLC,804435501,5001,2059B,124.0,35.0,0.0,0.0,2020-12-12 07:13:00
BK8187-A0/0,D44355,VOOR - VOORMI LLC,804435502,5002,2059B,117.0,33.1,0.0,0.0,2020-12-14 11:43:00
BK8187-A0/0,D44355,VOOR - VOORMI LLC,804435503,5003,2059B,168.0,47.1,0.0,0.0,2020-12-08 13:48:00
BK8187-A0/0,D44355,VOOR - VOORMI LLC,804435504,5004,2059B,122.0,34.6,0.0,0.0,2020-12-14 10:38:00
BK8187-A0/0,D44355,VOOR - VOORMI LLC,804435505,5005,2059B,99.0,28.2,0.0,0.0,2020-12-08 14:10:00
BK8187-A0/0,D44355,VOOR - VOORMI LLC,804435507,5007,2059B,128.0,36.5,0.0,0.0,2020-12-08 14:41:00
BK8187-A0/0,D44355,VOOR - VOORMI LLC,804435510,5010,2059B,138.0,38.9,0.0,0.0,2020-12-14 13:17:00
BK8187-A0/0,D44355,VOOR - VOORMI LLC,804435515,5015,2059B,110.0,30.5,0.0,0.0,2020-12-14 13:04:00
BK8187-A0/0,D44355,VOOR - VOORMI LLC,804435521,5021,2059B,129.0,36.2,0.0,0.0,2020-12-15 08:21:00
BK8187-A0/0,D44355,VOOR - VOORMI LLC,804435522,5022,2059B,124.0,35.2,0.0,0.0,2020-12-11 09:07:00
BK8187-A0/0,D44355,VOOR - VOORMI LLC,804435526,5026,2059B,69.0,19.1,0.0,0.0,2020-12-15 08:47:00
BK8187-A0/0,D44355,VOOR - VOORMI LLC,804435527,5027,2059B,59.0,16.8,0.0,0.0,2020-12-12 07:53:00
BK8187-A0/0,D44356,VOOR - VOORMI LLC,804435601,5028,2059B,104.6,30.0,0.0,0.0,2020-12-09 15:46:00
BK8187-A0/0,D44356,VOOR - VOORMI LLC,804435602,5029,2059B,117.0,33.4,0.0,0.0,2020-12-10 10:30:00
BK8187-A0/0,D44356,VOOR - VOORMI LLC,804435603,5030,2059B,121.0,31.5,0.0,0.0,2020-12-09 15:17:00
BK8187-A0/0,D44356,VOOR - VOORMI LLC,804435604,5031,2059B,117.0,33.1,0.0,0.0,2020-12-10 10:47:00
BK8187-A0/0,D44356,VOOR - VOORMI LLC,804435605,5032,2059B,128.0,36.5,0.0,0.0,2020-12-10 13:12:00
BK8187-A0/0,D44356,VOOR - VOORMI LLC,804435607,5034,2059B,127.0,36.3,0.0,0.0,2020-12-10 14:47:00
BK8187-A0/0,D44356,VOOR - VOORMI LLC,804435609,5036,2059B,127.0,35.9,0.0,0.0,2020-12-10 09:09:00
BK8187-A0/0,D44356,VOOR - VOORMI LLC,804435610,5037,2059B,125.0,35.3,0.0,0.0,2020-12-09 14:59:00
BK8187-A0/0,D44356,VOOR - VOORMI LLC,804435611,5038,2059B,126.0,33.8,0.0,0.0,2020-12-10 10:47:00
BK8187-A0/0,D44356,VOOR - VOORMI LLC,804435612,5039,2059B,141.0,40.6,0.0,0.0,2020-12-10 12:30:00
BK8187-A0/0,D44356,VOOR - VOORMI LLC,804435613,5040,2059B,127.0,35.4,0.0,0.0,2020-12-10 12:56:00
BK8187-A0/0,D44356,VOOR - VOORMI LLC,804435614,5041,2059B,129.5,35.8,0.0,0.0,2020-12-10 14:16:00
BK8187-A0/0,D44356,VOOR - VOORMI LLC,804435615,5042,2059B,122.5,35.1,0.0,0.0,2020-12-10 15:18:00
BK8187-A0/0,D44356,VOOR - VOORMI LLC,804435616,5043,2059B,132.0,36.3,0.0,0.0,2020-12-10 15:37:00
BK8187-A0/0,D44356,VOOR - VOORMI LLC,804435618,5045,2059B,120.0,32.6,0.0,0.0,2020-12-10 08:22:00
BK8187-A0/0,D44356,VOOR - VOORMI LLC,804435621,5048,2059B,129.0,36.2,0.0,0.0,2020-12-10 13:35:00
BK8187-A0/0,D44356,VOOR - VOORMI LLC,804435622,5049,2059B,130.0,36.2,0.0,0.0,2020-12-10 14:35:00
CT2646-1/0,D44455,"CFAB - CREATIVE FABRIC SERVICE, LLC",4445501,B1556003,813,99.0,58.0,0.0,0.0,2025-06-30 10:18:34
CT2646-1/0,D44455,"CFAB - CREATIVE FABRIC SERVICE, LLC",4445502,B1556004,813,83.0,48.6,0.0,0.0,2025-06-30 10:18:34
CT1243-TT3/0,D44465,CTIC - CREATIVE TICKING,4446501,4446501,110B,31.7,55.4,0.0,0.0,2020-11-13 00:00:01
CT1243-TT3/0,D44465,CTIC - CREATIVE TICKING,4446502,4446502,110B,47.3,47.1,0.0,0.0,2020-11-13 00:00:01
CT1243-TT3/0,D44465,CTIC - CREATIVE TICKING,4446503,4446503,110B,32.2,55.4,0.0,0.0,2020-11-13 00:00:01
CT1243-TT3/0,D44465,CTIC - CREATIVE TICKING,4446504,4446504,110B,31.1,55.5,0.0,0.0,2020-11-13 00:00:01
CT1243-TT3/0,D44465,CTIC - CREATIVE TICKING,4446505,4446505,110B,32.5,54.6,0.0,0.0,2020-11-13 00:00:01
CT1243-TT3/0,D44465,CTIC - CREATIVE TICKING,4446506,4446506,110B,29.5,44.8,0.0,0.0,2020-11-13 00:00:01
CT1243-TT3/0,D44465,CTIC - CREATIVE TICKING,4446507,4446507,110B,31.4,52.0,0.0,0.0,2020-11-13 00:00:01
CT1243-TT3/0,D44465,CTIC - CREATIVE TICKING,4446508,4446508,110B,31.5,51.3,0.0,0.0,2020-11-13 00:00:01
CT1243-TT3/0,D44465,CTIC - CREATIVE TICKING,4446509,4446509,110B,28.6,40.3,0.0,0.0,2020-11-13 00:00:01
CT1243-TT3/0,D44465,CTIC - CREATIVE TICKING,4446511,4446511,110B,31.7,51.3,0.0,0.0,2020-11-13 00:00:01
CT1243-TT3/0,D44465,CTIC - CREATIVE TICKING,4446512,4446512,110B,31.2,51.2,0.0,0.0,2020-11-13 00:00:01
CT1243-TT3/0,D44465,CTIC - CREATIVE TICKING,4446513,4446513,110B,31.5,41.3,0.0,0.0,2020-11-13 00:00:01
CT1243-TT3/0,D44465,CTIC - CREATIVE TICKING,4446514,4446514,110B,32.0,51.5,0.0,0.0,2020-11-13 00:00:01
CT1243-TT3/0,D44465,CTIC - CREATIVE TICKING,4446515,4446515,110B,31.6,51.0,0.0,0.0,2020-11-13 00:00:01
CT1243-TT3/0,D44465,CTIC - CREATIVE TICKING,4446516,4446516,110B,31.6,51.0,0.0,0.0,2020-11-13 00:00:01
