bom_style,mapped_to,match_type
PURFAB/0,PURFAB,base_code
CF5152/0,CF5152,base_code
BK 8415/3LC,,unmapped
BK 8299/0,,unmapped
ATG-65C/NC,,unmapped
C4T4458A/1,C4T4458A,base_code
C1B3315/2,C1B3315,base_code
CT2238/1D,CT2238,base_code
CMR4620A/1,CMR4620A,base_code
CT2513/1B,CT2513,base_code
C591-12/0,,unmapped
C7T4341T/1,,unmapped
F42466/0,F42466,base_code
CF5384/0,CF5384,base_code
CT3121/1,CT3121,base_code
BK 8297/0,,unmapped
MK3018T/R26V,,unmapped
191456/0,,unmapped
CF5270/C,CF5270,base_code
BK 8023/N,BK8023,base_code
CEE3300/1,CEE3300,base_code
C1B4221A/1,C1B4221A,base_code
C1B4545A/1,C1B4545A,base_code
C1B4200A/2,C1B4200A,base_code
CT2428/2,,unmapped
CT2983/1A,CT2983,base_code
CEE3270/3,CEE3270,base_code
CT2113/2KY3D,CT2113,base_code
CT1377/1M,CT1377,base_code
CT2472/1,,unmapped
CF1036/0,,unmapped
CT2560/1,,unmapped
5050/48A,,unmapped
CEE3422/3,CEE3422,base_code
BK 8363/0,,unmapped
CT2320/01,,unmapped
2140390/BC,2140390,base_code
BK 7486/4801,,unmapped
CMR3751/1,CMR3751,base_code
JB38/2,JB38,base_code
CT2794/TT1,CT2794,base_code
C1B4043/1,C1B4043,base_code
CEE3462A/1,,unmapped
FF 25000/0006,FF25000,base_code
BK 7257/0,,unmapped
BK 8187/15321,BK8187,base_code
BK 8433/0,,unmapped
CEE4397A/4,CEE4397A,base_code
CF5042/1K,CF5042,base_code
CEE4617A/1D,CEE4617A,base_code
C0332F//1IV,,unmapped
CT2591/1,CT2591,base_code
BK 8558/0,,unmapped
C4T4131/TT1V,,unmapped
FLF415/C,,unmapped
CF5407/0,CF5407,base_code
CEE4720A/1,CEE4720A,base_code
C5T3335/TT2,C5T3335,base_code
BK 6673/B,,unmapped
CF5011/0,CF5011,base_code
SK5620K/B,,unmapped
AM0037/T5,,unmapped
C1B3867/2,C1B3867,base_code
C1B4038/1,C1B4038,base_code
4000323344/0,,unmapped
CT2341/1,,unmapped
C5T4445A/1,C5T4445A,base_code
C1B4781A/1,C1B4781A,base_code
C1B4057/1D,C1B4057,base_code
16779/01A,,unmapped
BK 8164/01,,unmapped
C1B3974/1,C1B3974,base_code
C1B3785/1,C1B3785,base_code
C1B3708/1,C1B3708,base_code
CT2618/TT2,,unmapped
C1B3299/1S,C1B3299,base_code
C1B4438-42/1,C1B4438-42,base_code
CT2938/1AK,CT2938,base_code
DC3994/0,,unmapped
690000/75NP,,unmapped
CT2822/1,CT2822,base_code
FLF201/30PDM,,unmapped
C1B3309/1,C1B3309,base_code
CF5063/0,CF5063,base_code
BK 8525/0,,unmapped
CF5029/0,CF5029,base_code
C1B3707/1,,unmapped
CT2913/1,CT2913,base_code
C4T3900/EFP1,C4T3900,base_code
AM0028/6L,,unmapped
SF01016/8004,,unmapped
CT2737/TT3,CT2737,base_code
C1B3749/1,C1B3749,base_code
840000/0,,unmapped
CT2271/TT1,,unmapped
C1B3320/1,,unmapped
BK 8435/0,,unmapped
FLF109/TECH,,unmapped
BK 8137/0,,unmapped
C1B3349/1,C1B3349,base_code
BK 8199/4610,,unmapped
16668/01A,,unmapped
71246/AKSA,71246,base_code
CEE4206A/1,CEE4206A,base_code
BK 4988/3315J,,unmapped
CT2780/1A,CT2780,base_code
DC3976/0,,unmapped
BK 8187/0490,BK8187,base_code
CEE4496A/1,CEE4496A,base_code
BK 8434/MVSV,,unmapped
CF5076/0,CF5076,base_code
CT2587/TT1P,,unmapped
FF 20000/0001,FF20000,base_code
CT22112/1CL,CT22112,base_code
CF5193/C,CF5193,base_code
CT22116/1AK,CT22116,base_code
CT22112/1A,CT22112,base_code
BK 8491/0,,unmapped
AMER220010/1U,,unmapped
C1B3903/2,C1B3903,base_code
DC3703/0,,unmapped
CF5229/0,,unmapped
BK 6342/0,,unmapped
3000070251/0,,unmapped
4000306817/0,,unmapped
C1B4508A/1,,unmapped
CEE3156/1,CEE3156,base_code
CF5506/0,CF5506,base_code
BK 8298/0,,unmapped
CEE4518A/1,CEE4518A,base_code
CF5265/0,CF5265,base_code
CT2370/1,,unmapped
GG6028-H/0,,unmapped
CMR4421A/1,CMR4421A,base_code
BK 8187/13661,BK8187,base_code
CT2678/1,,unmapped
16998/01B,16998,base_code
C1B4616A/1,C1B4616A,base_code
BK 8372/0,,unmapped
DK-2832/03,,unmapped
CF5149/0,CF5149,base_code
13164/01A,,unmapped
CT3012/3B,CT3012,base_code
J229/U,,unmapped
CT2339/1,,unmapped
80393D/0,80393D,base_code
3000244776/0,,unmapped
BK 8437/0,,unmapped
C1B4629A/1,C1B4629A,base_code
C1B4313A/2REPV,C1B4313A,base_code
CT2369/1,,unmapped
C1B3693/1,,unmapped
BK 8169/11811,BK8169,base_code
CT2990/4,,unmapped
CT2429/0,,unmapped
BK 8053/2,,unmapped
C0313F/BT,,unmapped
CT3772/1,CT3772,base_code
CT2556/1B,CT2556,base_code
H39397-TH/0,,unmapped
BK 8110/M,,unmapped
CF5195/1P,CF5195,base_code
180001/20ST2,180001,base_code
FLF450/PDC,,unmapped
CMJ3177/7,CMJ3177,base_code
CMR4649A/1,CMR4649A,base_code
C1B4434-42/1,C1B4434-42,base_code
15584/01C,,unmapped
860000/3/CS1,,unmapped
CF5459/0,CF5459,base_code
BK 6341/F2BB,,unmapped
CT2899/1,CT2899,base_code
CT2889/1,CT2889,base_code
CF5430/0,CF5430,base_code
CEE4161/1,CEE4161,base_code
SF01021/8127,,unmapped
CF1077/0,CF1077,base_code
CEE4078/1M,CEE4078,base_code
CT2603/2,,unmapped
BARCELONA-290/1,,unmapped
CEE2840/18S,CEE2840,base_code
C1B3338/3,C1B3338,base_code
CF5124/0,CF5124,base_code
MK3018PCTD/30F,,unmapped
AM0020/1,,unmapped
CF5461/2,CF5461,base_code
BK 8110/S,,unmapped
1874/B,1874,base_code
CF5292/0,CF5292,base_code
CF5017/5,CF5017,base_code
C1B3194/2,C1B3194,base_code
C2B3251/1,C2B3251,base_code
C1B3230/2,C1B3230,base_code
BK 8281/0,,unmapped
C1B4039/1O,C1B4039,base_code
CEE4783A/1,CEE4783A,base_code
C1B4028/1,C1B4028,base_code
CMJ3177/4,CMJ3177,base_code
DFF505J/F,DFF505J,base_code
C1B4654AA/12S,C1B4654AA,base_code
BK 7242/0,,unmapped
CT2490/2,CT2490,base_code
CEE3105/3,CEE3105,base_code
DC3930/0,,unmapped
C1B4101A/1,C1B4101A,base_code
CT2602/1,,unmapped
C1B3865/1,C1B3865,base_code
CF5117/0,CF5117,base_code
C4T3384/TT1,C4T3384,base_code
C1B3306/15,C1B3306,base_code
C1B3357/1,,unmapped
CEE3224/2,CEE3224,base_code
CEE3065/2,CEE3065,base_code
CEE4349A/1,CEE4349A,base_code
CEE4611A/1,,unmapped
CF5012/LHS,CF5012,base_code
CEE3264/1D,CEE3264,base_code
BK 8165/01,,unmapped
CT2614/2D,CT2614,base_code
CT22210/2C,CT22210,base_code
C8B3709/2,C8B3709,base_code
CT2936/1B,CT2936,base_code
CT1433/1UN,CT1433,base_code
CT1195/1KU,,unmapped
CT3088/1R,CT3088,base_code
CF5051/0,CF5051,base_code
C1B4004/1,C1B4004,base_code
BK 8443/12,,unmapped
CT1320/2KUI,CT1320,base_code
DC4042/0,,unmapped
FLF250/M,,unmapped
CT3150/1,CT3150,base_code
C1B4033/1D,C1B4033,base_code
CT2825/1,CT2825,base_code
C1B3910/1,C1B3910,base_code
C2B3494/1H,C2B3494,base_code
CT2397/2,,unmapped
CF5439/BKT2,CF5439,base_code
3000070235/0,,unmapped
CEE2748/18S,CEE2748,base_code
CT22156/1NC,CT22156,base_code
CT2350/1PD,,unmapped
C1B3280/1,C1B3280,base_code
CT2983/3,CT2983,base_code
CF5096/0,,unmapped
CMR4344/3P,CMR4344,base_code
CEE4268A/1,CEE4268A,base_code
BK 8434/T,,unmapped
CF5481/0,,unmapped
FF78/005,,unmapped
CF5022/0,CF5022,base_code
CT1320/2KNI,CT1320,base_code
CF5089/ECO,CF5089,base_code
CMR3951/1,CMR3951,base_code
CEE3520/1,,unmapped
BK 7507/NU,,unmapped
BK 8306/1,BK8306,base_code
CT2936/1U,CT2936,base_code
C1B3856/1,C1B3856,base_code
13865/01L,,unmapped
CT2483/1C,,unmapped
CEE4275A/1,CEE4275A,base_code
CEE4519A/2,,unmapped
C1B3799/2TD,C1B3799,base_code
CT2552/1,CT2552,base_code
CEE2748/1UU,CEE2748,base_code
CF5486/0,,unmapped
CF5463/0,CF5463,base_code
CT2992/1,,unmapped
C1B3897/2,C1B3897,base_code
CT2505/TT2C,CT2505,base_code
BK 8242/0,,unmapped
3000070190/0,,unmapped
C1B3402/1,C1B3402,base_code
C1B4205A/1,C1B4205A,base_code
CT2562/1,,unmapped
CT2968/1,CT2968,base_code
BK 8169/A22,BK8169,base_code
CT2363/0,,unmapped
4000306817/12,,unmapped
BK 8120/4661,BK8120,base_code
CSP3427/2,CSP3427,base_code
CT2441/1,,unmapped
C1B3866/1,C1B3866,base_code
CF1052/1,,unmapped
CF5509/0,CF5509,base_code
CT2892/2,CT2892,base_code
C1B3786/1,C1B3786,base_code
CT22150/1U,CT22150,base_code
CT2595/1,,unmapped
DC3945/01,,unmapped
BK 8120/09730,BK8120,base_code
C1B3798/1,C1B3798,base_code
C1B4338A/2,C1B4338A,base_code
CT22157/2AP,CT22157,base_code
C1B3194/1,C1B3194,base_code
C0332F//1IVL,,unmapped
C1B3306/6,C1B3306,base_code
C1B3991/1,C1B3991,base_code
BK 8467/0,,unmapped
FF 25000/0002A,FF25000,base_code
CEE4502A/1,,unmapped
C1B4117A/1,C1B4117A,base_code
ATG-65C/NCL,,unmapped
CF5380/SF1A,CF5380,base_code
RIOSTR-410/1,,unmapped
CF5352/0,CF5352,base_code
CT2309/1C,CT2309,base_code
BK 8201/67122,,unmapped
C2B3723/1T,C2B3723,base_code
DC3863/0,,unmapped
CEE4046/1,CEE4046,base_code
C1B3216/1,C1B3216,base_code
H42746/0,H42746,base_code
CT2969/1,CT2969,base_code
CEE2746/1U,CEE2746,base_code
C2B4196/1P,C2B4196,base_code
CT22150/WC,CT22150,base_code
CT3059/1,CT3059,base_code
RB24/0,RB24,base_code
CF5382/0,CF5382,base_code
BK 8149/1,,unmapped
C4T3603/FER1,C4T3603,base_code
CT2524J/1,,unmapped
C1B4313A/1RECD,C1B4313A,base_code
FJORD-280/1,,unmapped
BK 8454/0,,unmapped
CT1478/3A,CT1478,base_code
CEE3521/2,,unmapped
CEE4558A/1,CEE4558A,base_code
C5T4353-42/TT1C,C5T4353-42,base_code
C1B4715A/1,C1B4715A,base_code
C2B3592/1,C2B3592,base_code
CEE2839/1TK,CEE2839,base_code
CF5093/0,CF5093,base_code
BK 8548/F48,,unmapped
C1B3646/1,C1B3646,base_code
SP100R/WHT,,unmapped
CT1721/1M,,unmapped
CEE2747/1U,CEE2747,base_code
CT1577/GS1U,CT1577,base_code
C8B3888/1,C8B3888,base_code
C2B3262/2,C2B3262,base_code
CF5412A/0,CF5412A,base_code
CT2681/2,CT2681,base_code
CT1002/UU,,unmapped
FLF200/30PD,,unmapped
C1B3690/1,C1B3690,base_code
14891/01H,,unmapped
CF1034/0,CF1034,base_code
DC3901/0,,unmapped
CT22104/1NN,CT22104,base_code
CT2155/1N,CT2155,base_code
CT2991/3,,unmapped
CF5353/0,CF5353,base_code
CF5008/0,CF5008,base_code
CF5144/1,,unmapped
CT2864/1,CT2864,base_code
CT1259/1B,CT1259,base_code
CT2491/1,,unmapped
CEE3610/1D,CEE3610,base_code
16789/01A,,unmapped
SP00137-V/5837,,unmapped
1SM0470/U,1SM0470,base_code
CT3140/1V,CT3140,base_code
CSP3265/100M,CSP3265,base_code
C1B3297/2,C1B3297,base_code
BK 4802/P,,unmapped
BK 8384/L,,unmapped
CMR3373/3,CMR3373,base_code
CEE4687A/1,CEE4687A,base_code
CT3062/1,CT3062,base_code
DKQ7278/CC,,unmapped
CT2993/TT1,CT2993,base_code
C1B3753/1,C1B3753,base_code
DC3863/2,,unmapped
CF5092/1,CF5092,base_code
BK 8477/MM,,unmapped
C1B4589A/1,C1B4589A,base_code
CF1071/0,,unmapped
MFTRIALA/1,,unmapped
2140395/BC2,2140395,base_code
BK 8307/0,,unmapped
J229/0,,unmapped
BK 8334/1,,unmapped
FF 10008/0008,FF10008,base_code
BARCELONA-460/1,,unmapped
CF5480/1,CF5480,base_code
C1B4723A/1,C1B4723A,base_code
C1B3400/1,C1B3400,base_code
CT2624/2,,unmapped
CT1916/TT4,CT1916,base_code
CT2996/2,CT2996,base_code
16373/01A,,unmapped
CT22108/2,CT22108,base_code
BK 8342/0,,unmapped
CEE4048C/2,CEE4048C,base_code
CT2456/1,,unmapped
BK 8128/0,,unmapped
CF5260/0,CF5260,base_code
CT22104/1A,CT22104,base_code
BARCELONA-415/1,,unmapped
CT2511/TT1,,unmapped
CT3480/1,CT3480,base_code
BK 8196/0,,unmapped
C1B4038/1TDU,C1B4038,base_code
CEE4763A/1,CEE4763A,base_code
CMJ3159/7,CMJ3159,base_code
CT2999/2,CT2999,base_code
JB38/1,JB38,base_code
C1B4312A/1REPV,C1B4312A,base_code
BK 8187/D3,BK8187,base_code
CT0826/9,,unmapped
BK 8227/0,,unmapped
BK 8443/0,,unmapped
BK 8405/N,,unmapped
AM0018/TDC,,unmapped
DC4035/0,,unmapped
6500I/1,,unmapped
C1B3920/1,C1B3920,base_code
CT2499/TT2,CT2499,base_code
C5T4352A/TT1,C5T4352A,base_code
C1B3206/1,C1B3206,base_code
BK 8480/0,,unmapped
CT22210/2P,CT22210,base_code
BK 4938/DLRB,,unmapped
CT3018/1A,CT3018,base_code
C1B4328A/1,C1B4328A,base_code
CT2900/1,CT2900,base_code
CF5056/0,CF5056,base_code
CF5035/1,CF5035,base_code
CEE3050/1CG,CEE3050,base_code
DC3894/0,,unmapped
C8B4089A/1FS,C8B4089A,base_code
CF5034/LN15,CF5034,base_code
CT2440/1,,unmapped
JL-OW-03/0,,unmapped
DC3983/SP,,unmapped
CT2553/1,,unmapped
19474/0,,unmapped
CT1769/1C,,unmapped
CT1649/2C,CT1649,base_code
C1B3343/1,,unmapped
BK 5425/0,BK5425,base_code
BK 8507/0,,unmapped
CT2454/2,,unmapped
C1B4190A/1,C1B4190A,base_code
CEE2749/1UT,CEE2749,base_code
SP100R/TEAL,,unmapped
H41168/0,,unmapped
CT3969/0,CT3969,base_code
CF8040/BLK1,CF8040,base_code
CT3023/4,CT3023,base_code
BK 8399/0,,unmapped
C1B3313/2,C1B3313,base_code
BK 8223/12322,,unmapped
CT2648/2,,unmapped
CF5087/1,CF5087,base_code
C1B4042/1,C1B4042,base_code
CF5160/0,CF5160,base_code
BK 8241/0,,unmapped
CT1906/3,CT1906,base_code
CT22120/2A,CT22120,base_code
BK 8477/0,,unmapped
3000070210/0,,unmapped
C1B4654AA/18S,C1B4654AA,base_code
C1B3233/1,C1B3233,base_code
CT3055/1,CT3055,base_code
C8B3779/1,C8B3779,base_code
CT4416/1,CT4416,base_code
CEE4501A/1,CEE4501A,base_code
FF 10008/0005B,FF10008,base_code
BK 4988/3315,,unmapped
CF5428C/0,CF5428C,base_code
3000070172/0,,unmapped
CEE4442A/1,CEE4442A,base_code
CT2931/TT1,CT2931,base_code
DC3714/1,,unmapped
CT3083/1,,unmapped
CF5428B/0,CF5428B,base_code
CT2654/2,,unmapped
C1B4645A/1,C1B4645A,base_code
CEE3960/1,CEE3960,base_code
C1B2946/6,C1B2946,base_code
C1B4746A/1,C1B4746A,base_code
CEE4296A/1,CEE4296A,base_code
C0390F/0,,unmapped
C1B3881/1,C1B3881,base_code
BK 8333/1,,unmapped
CT3081/1,,unmapped
C4T3381/TT1,C4T3381,base_code
C1B4331A/1,C1B4331A,base_code
CF1005/2,CF1005,base_code
17414/01A,,unmapped
C1B4313A/3REC,C1B4313A,base_code
CT2944/1A,CT2944,base_code
15584/01A,,unmapped
CF5337/0,CF5337,base_code
BK 4631/K,,unmapped
CT3080/1,CT3080,base_code
C1B4660A/1,C1B4660A,base_code
5025/48O,,unmapped
C2B3723/1,C2B3723,base_code
AM0057/0,,unmapped
12999/01,,unmapped
CT22150/1AB,CT22150,base_code
FF 25002/0004,FF25002,base_code
CF5106/0,CF5106,base_code
CF3326/0,CF3326,base_code
C1B3316/1,C1B3316,base_code
CT2804/1,CT2804,base_code
C1B3588/1,C1B3588,base_code
BK 8268/1,,unmapped
BK 8544/0,,unmapped
BK 6340/F2BB,,unmapped
BK 8428/0,,unmapped
CT22152/1L,CT22152,base_code
CT22102/1AK,CT22102,base_code
C4T3770/EFP1,C4T3770,base_code
CT2398/1,,unmapped
C1B4240A/1,C1B4240A,base_code
CF5154/0,CF5154,base_code
CT2238/1B,CT2238,base_code
CF5068/0,CF5068,base_code
BK 4938/DOW,,unmapped
CEE4593A/1,CEE4593A,base_code
CF2009/0,CF2009,base_code
C1B3882/1,C1B3882,base_code
CMR3782/1,CMR3782,base_code
CT22104/1,CT22104,base_code
FF 25002/0007,FF25002,base_code
5050/48,,unmapped
CEE4078/1,CEE4078,base_code
C1B3225-42/1B,C1B3225-42,base_code
CT1838/1D,,unmapped
AMER220001/2KK,AMER220001,base_code
CF5245/0,CF5245,base_code
CT22116/1D,CT22116,base_code
DFF446R/LP,DFF446R,base_code
CT3040/2,CT3040,base_code
BK 8288/0,,unmapped
CEE4754A/1,CEE4754A,base_code
DFF3793R/N,DFF3793R,base_code
C1B4109A/1,C1B4109A,base_code
C0319F/2624S,,unmapped
CT2711/1D,CT2711,base_code
C1B4571A/1A,C1B4571A,base_code
CF5420/0,,unmapped
CEE4424A/2,CEE4424A,base_code
BK 8328/1,BK8328,base_code
CF5308/0,CF5308,base_code
CT22150/1BB,CT22150,base_code
CMJ3163/7,CMJ3163,base_code
CT2789/1,CT2789,base_code
2140395/I,2140395,base_code
C03102F/A72T,,unmapped
AM0043/0,,unmapped
CF5394/SF1C,CF5394,base_code
3000070250/0,,unmapped
GR3092/0,,unmapped
BK 8475/B,,unmapped
C1B3630/1,C1B3630,base_code
CF5410/MVS,CF5410,base_code
C1B4695A/1,C1B4695A,base_code
CT2859/1,CT2859,base_code
TN-647-01/K,,unmapped
CT2383/0,,unmapped
BK 8247/0,,unmapped
C1B4099A/1,C1B4099A,base_code
C1B4506A/1,C1B4506A,base_code
CT1037/4U,CT1037,base_code
C1B3368/1,C1B3368,base_code
CT2609/CBD,,unmapped
BK 8415/1,,unmapped
BK 8331/0,,unmapped
CEE3837/2,CEE3837,base_code
CF5464/0,CF5464,base_code
CT1950/1,CT1950,base_code
CT2920/1,CT2920,base_code
CT2616/1P,CT2616,base_code
CT2583/1,,unmapped
DC3973/0,,unmapped
CEE4492A/1,CEE4492A,base_code
H39396/0,H39396,base_code
BK 8362/0,,unmapped
BK 8468/0,,unmapped
CT2988/2,,unmapped
C1B4488A/1,C1B4488A,base_code
C1B3472/1A,C1B3472,base_code
RB20/3,RB20,base_code
C1B4641A/1,C1B4641A,base_code
71246/BB,71246,base_code
8956C/0,8956C,base_code
C2B3237/1,C2B3237,base_code
DC3987/0,,unmapped
CEE3453/1,CEE3453,base_code
CF5146/0,CF5146,base_code
CT2604/1,CT2604,base_code
C1B3306/4,C1B3306,base_code
CF5215/0,CF5215,base_code
C1B3217/3,C1B3217,base_code
C1B4656A/3,C1B4656A,base_code
CF5492/0,,unmapped
AM0058/0,,unmapped
TN-647-01/S,,unmapped
C1B3194/1A,C1B3194,base_code
C1B4035/1,C1B4035,base_code
C2B3173/3,C2B3173,base_code
FF 10008/0012A,FF10008,base_code
CF5165/0,CF5165,base_code
MK3018T/R,,unmapped
C1B4014/1A,C1B4014,base_code
CT1950/2,CT1950,base_code
CEE3108/1,CEE3108,base_code
FJORDSTR-375/1,,unmapped
C1B3819/1,C1B3819,base_code
205FLX2006/M,205FLX2006,base_code
CF2010/0,CF2010,base_code
CT22121/1CS,CT22121,base_code
CF5331/0,CF5331,base_code
AM0020/0,,unmapped
CT2628/TT2,,unmapped
CT2997/3,CT2997,base_code
C1B4095A/1REP,C1B4095A,base_code
TN-1577-01/0,,unmapped
BK 8336/0,BK8336,base_code
BK 8389/0,,unmapped
PFR-J-648/0,,unmapped
C0408F/0,,unmapped
CEE3421/1,CEE3421,base_code
C1B4125A/1T,C1B4125A,base_code
SP00137/5837S,,unmapped
CMJ3163/2,CMJ3163,base_code
C1B3768/1,C1B3768,base_code
CF5140/4,CF5140,base_code
CF5275/0,CF5275,base_code
C1B4608A/1,C1B4608A,base_code
CT2904/2,CT2904,base_code
3000137165/0,,unmapped
CT2534/1,,unmapped
BK 8443/1S,,unmapped
C1B4138A/1,C1B4138A,base_code
CT3117/1,CT3117,base_code
C4T4132/TT1,,unmapped
CMJ3159/3,CMJ3159,base_code
CT2791/1,CT2791,base_code
BK 8535/0,,unmapped
CT3003/5,CT3003,base_code
BK 8565/0,,unmapped
C1B4761A/2,C1B4761A,base_code
CF5393/0,CF5393,base_code
CT22108/1DE,CT22108,base_code
CEE3610/1UU,CEE3610,base_code
CT2965/1,CT2965,base_code
CT2866/2,CT2866,base_code
C1B4711A/1,C1B4711A,base_code
CT2882/1A,CT2882,base_code
CT22003-1/40,,unmapped
CT2650/1,,unmapped
BK 8489/0,,unmapped
CT2844/1,CT2844,base_code
3000070218/1,,unmapped
CT2977/1,CT2977,base_code
C1B4581A/1,C1B4581A,base_code
CT2775/2,CT2775,base_code
CT2725/1,CT2725,base_code
BK 8169/12700,BK8169,base_code
CF5111/0,CF5111,base_code
CF6017/4,CF6017,base_code
C1B3771/1,C1B3771,base_code
CT2890/2M,CT2890,base_code
CT3076/4,CT3076,base_code
CT1254/2LF,,unmapped
AMER220001/1CS,AMER220001,base_code
DC3911/CS,,unmapped
C2B4080A/2SS,C2B4080A,base_code
AM0029/0,,unmapped
CMJ3163/3,CMJ3163,base_code
12637/01U,,unmapped
C1B3973/1P,C1B3973,base_code
CT22151/1A,CT22151,base_code
CEE4354A/1,CEE4354A,base_code
C1B3299/1T,C1B3299,base_code
BK 8337/0,,unmapped
1942/0,1942,base_code
CF5303/0,CF5303,base_code
BK 7180/0,,unmapped
BK 6342/AB,,unmapped
5050/AF,,unmapped
CT2579/1,,unmapped
BK 8520/0,,unmapped
CEE2749/18S,CEE2749,base_code
CF5102/1,,unmapped
DC3775M/0,,unmapped
C1B4322A/1V,C1B4322A,base_code
CT0129/20,,unmapped
C1B4240A/3,C1B4240A,base_code
CT2653/3,CT2653,base_code
BK 8294/0,,unmapped
CT2691/1T,CT2691,base_code
1SM0824-60/0,1SM0824-60,base_code
5050/48U,,unmapped
CT3077/1,,unmapped
5205/P,,unmapped
P-L-2026/0,,unmapped
BK 8053/0,,unmapped
BK 8271A/1,,unmapped
C1B4166A/1,C1B4166A,base_code
CMJ3164/7,CMJ3164,base_code
CF5465/0,CF5465,base_code
BK 8191/0,,unmapped
1874/0,1874,base_code
3000245472/0,,unmapped
C632/02,,unmapped
C2B3173/2,C2B3173,base_code
CF5234/0,CF5234,base_code
C1B3912/1V,C1B3912,base_code
CT2739/1,CT2739,base_code
G5628/0,,unmapped
CT2312/01,,unmapped
DC3964/0,,unmapped
CT2957/2,,unmapped
CT2191/TT1S,CT2191,base_code
BK 8208/0,,unmapped
C1B3194/1M,C1B3194,base_code
BK 6394/M,,unmapped
BK 8434/0,,unmapped
CT2155/1NYL,CT2155,base_code
CT2774/2,CT2774,base_code
BK 4148A/0,,unmapped
BK 8375/0,,unmapped
C1B4284A/1,C1B4284A,base_code
3000070216/1,,unmapped
CT2007/TT1,CT2007,base_code
C1B3292/2,,unmapped
5205/PA,,unmapped
C4T3432/TT1,C4T3432,base_code
3000113081/R26N,,unmapped
CT2535/1,CT2535,base_code
AM0014/0,,unmapped
3000070294/0,,unmapped
FLF101/18PDC,,unmapped
CT3288/WTTS3,CT3288,base_code
CF5315/0,CF5315,base_code
CT2295/1,,unmapped
CF5162/0,CF5162,base_code
C1B3699/1,C1B3699,base_code
CT22108/1A,CT22108,base_code
CF1034/1,CF1034,base_code
C7T4365A/1,C7T4365A,base_code
CF5230/0,CF5230,base_code
C1B3851/1,C1B3851,base_code
CT1863/0,,unmapped
SF00845D/7339D,,unmapped
CF5158/0,CF5158,base_code
12636/01W,,unmapped
C5T4474/TT1,C5T4474,base_code
C5T3241/TT1,C5T3241,base_code
C5T3294/1,C5T3294,base_code
C1B3204/1,C1B3204,base_code
P-MM-9548-V2D/0,,unmapped
CEE3933/1,CEE3933,base_code
CEE3224/1,CEE3224,base_code
4000296279/12,,unmapped
C2B4017/1,C2B4017,base_code
C1B3475/1,C1B3475,base_code
CEE3236/1,CEE3236,base_code
D09023/1,,unmapped
RPS-MP-511/0,,unmapped
AM0007/0,,unmapped
CEE3649A/1,CEE3649A,base_code
CT3111/5,CT3111,base_code
3 SYSTEM TEMPLATE/0,,unmapped
AM0054/0,,unmapped
BK 8319/0,,unmapped
CF5115-HVY/1,CF5115-HVY,base_code
CT2776/TT1M,CT2776,base_code
BK 8273/C,,unmapped
CT2781/4,CT2781,base_code
CT22151/1PU,CT22151,base_code
CT2921/2,CT2921,base_code
DC3966/0,,unmapped
SF00844D/7318,,unmapped
C1B3226/2C,C1B3226,base_code
BK 8477/MNH,,unmapped
C1B3195/1T,C1B3195,base_code
C1B4137A/1D,C1B4137A,base_code
C5T4423A/1,C5T4423A,base_code
CEE4435A/2,CEE4435A,base_code
C03102F/BE,,unmapped
C5T3295/1,C5T3295,base_code
FF25000/0006,FF25000,base_code
C4T3358/TT1,C4T3358,base_code
CS-M-9955/0,,unmapped
CT2238/1U,CT2238,base_code
TTNA2/0,,unmapped
BK 8358/0,,unmapped
AM0022/0,,unmapped
CEE4627A/1O,CEE4627A,base_code
CF5278/0,CF5278,base_code
CT2222/1CT,CT2222,base_code
CEE4517A/1,CEE4517A,base_code
BARCELONASTR-500/1,,unmapped
C1B4094C/2M,C1B4094C,base_code
CEE4278A/1,CEE4278A,base_code
BK 8433/MM,,unmapped
CT2521/1,,unmapped
C7T3290/TT3,,unmapped
C1B4661A/1,C1B4661A,base_code
BK 8205/23800,BK8205,base_code
13089/01D,,unmapped
CT2604/2,CT2604,base_code
12130/01W,,unmapped
C1B4202A/1,,unmapped
CT2866/2T,CT2866,base_code
CEE3462/2,CEE3462,base_code
C1B4495A/1,C1B4495A,base_code
CT2872/1,CT2872,base_code
FF 10008/0009A,FF10008,base_code
CMJ3163/6,CMJ3163,base_code
AM0031/S,,unmapped
CT2513/3C,CT2513,base_code
CT1683/1,CT1683,base_code
BK 8382/0,,unmapped
FL2646 2624/01,,unmapped
C1B4654AA/12SK,C1B4654AA,base_code
CT22104/1CL,CT22104,base_code
CT2356/2,,unmapped
KBDU600K/S,KBDU600K,base_code
CF5419/0,CF5419,base_code
C1B4378A/1L,C1B4378A,base_code
3000113081/R26NV,,unmapped
C1B4139A/1,C1B4139A,base_code
CEE3274/3,CEE3274,base_code
C1B4312A/2RECD,C1B4312A,base_code
FF 25000/0005,FF25000,base_code
C1B4582A/1,C1B4582A,base_code
CT3065/2D,CT3065,base_code
C1B3131/1,C1B3131,base_code
CT3014/1,CT3014,base_code
CT22150/WN,CT22150,base_code
C1B4410A/1,C1B4410A,base_code
BK 8187/15350,BK8187,base_code
CT2291/3,,unmapped
C1B3912/1PU,C1B3912,base_code
CF5281/0,CF5281,base_code
CT2399/1,,unmapped
C1B4398A/1,C1B4398A,base_code
C1B3472/1,C1B3472,base_code
CF5253/0,CF5253,base_code
CEE4435A/1,CEE4435A,base_code
BK 8438/0,,unmapped
CT2601/3,,unmapped
