Document,Invoice Date,Customer,fStyle#,Yds_ordered,UOM,Unit Price,Line Price,1st Invoice,Sales Rep,Commission,Selling Co,PO#
S2506139,06-10-25,SEALY INC,CT2155-1,1439,yds, $1.61 ," $2,316.79 ",INV0009603,House,,CT,415-309471-1
S2506143,06-10-25,Serta Simmons Bedding Company,700094133,76,yds, $3.50 , $264.25 ,INV0009605,Julia Dibrell,,CT,L8309-066
S2506120,06-10-25,Paramount Industrial Co Inc,CT2155-1,457,yds, $1.33 , $607.81 ,INV0009606,House,,CT,40998
S2506126,06-10-25,Serta Simmons Bedding Company,50000182,41,yds, $4.99 , $203.09 ,INV0009602,Julia Dibrell,,CT,L8269-051
S2506130,06-10-25,Serta Simmons Bedding Company,50000175,44,yds, $5.68 , $247.08 ,INV0009602,Julia Dibrell,,CT,L8269-051
S2506128,06-10-25,Serta Simmons Bedding Company,700094133,181,yds, $3.50 , $633.15 ,INV0009602,Julia Dibrell,,CT,L8269-051
S2506152,06-10-25,Hemingway Sewing Solutions,CEE2839-1,121,each, $23.62 ," $2,858.02 ",INV0009597,House,,CT,Purple
S2506153,06-10-25,Hemingway Sewing Solutions,CEE3050-1,119,each, $23.62 ," $2,810.78 ",INV0009597,House,,CT,Purple
S2506115,06-11-25,Southerland Inc,C1B3299-1,60,yds, $12.59 , $755.40 ,INV0009624,Julia Dibrell,,CT,39338
S2506170,06-11-25,Serta Simmons Bedding Company,70005413,72,yds, $5.69 , $410.82 ,INV0009611,Julia Dibrell,,CT,L8308-151
S2506141,06-11-25,Serta Simmons Bedding Company,50000183,41,yds, $5.48 , $223.58 ,INV0009618,Julia Dibrell,,CT,L8262-066
S2506104,06-11-25,Southerland Inc,C1B3402-1,185,yds, $14.97 ," $2,767.95 ",INV0009623,Julia Dibrell,,CT,39311
S2506119,06-11-25,Southerland Inc,C1B3198-1,157,yds, $15.51 ," $2,441.27 ",INV0009624,Julia Dibrell,,CT,39338
S2506118,06-11-25,Southerland Inc,C1B3912-1FS,253,yds, $13.50 ," $3,414.15 ",INV0009624,Julia Dibrell,,CT,39338
S2506068,06-11-25,Serta Simmons Bedding Company,50000183,41,yds, $5.48 , $223.04 ,INV0009617,Julia Dibrell,,CT,L8263-033
S2506177,06-11-25,Serta Simmons Bedding Company,50000173,51,yds, $3.66 , $185.56 ,INV0009620,Julia Dibrell,,CT,L8349-051
S2505423,06-11-25,Jonathan Stevens,C8B3774-1,283,yds, $9.85 ," $2,789.52 ",INV0009625,Julia Dibrell,,CT,16208
S2506155,06-11-25,Serta Simmons Bedding Company,50000183,82,yds, $5.48 , $449.36 ,INV0009613,Julia Dibrell,,CT,L8306-052
S2506159,06-11-25,Serta Simmons Bedding Company,70005413,46,yds, $5.69 , $259.46 ,INV0009615,Julia Dibrell,,CT,L8265-069
S2506002,06-11-25,Serta Simmons Bedding Company,50000183,57,yds, $5.48 , $310.72 ,INV0009619,Julia Dibrell,,CT,L8269-050
S2506171,06-11-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $234.85 ,INV0009611,Julia Dibrell,,CT,L8308-151
S2506102,06-11-25,Serta Simmons Bedding Company,50000183,41,yds, $5.48 , $224.68 ,INV0009615,Julia Dibrell,,CT,L8265-068
S2506166,06-11-25,SEALY INC,CT2155-1,492,yds, $1.61 , $792.12 ,INV0009627,House,,CT,415-310056-1
S2506167,06-11-25,SEALY INC,CT2155-1,489,yds, $1.61 , $787.29 ,INV0009626,House,,CT,415-310149-1
S2506163,06-11-25,SEALY INC,CT2155-1,484,yds, $1.61 , $779.24 ,INV0009628,House,,CT,415-310005-1
S2506161,06-11-25,Serta Simmons Bedding Company,70005413,61,yds, $5.69 , $344.81 ,INV0009610,Julia Dibrell,,CT,L8462-049
S2506116,06-11-25,Southerland Inc,C1B4338-1,379,yds, $13.50 ," $5,121.90 ",INV0009624,Julia Dibrell,,CT,39338
S2506089,06-11-25,Serta Simmons Bedding Company,50000183,41,yds, $5.48 , $224.68 ,INV0009614,Julia Dibrell,,CT,L8346-048
S2506087,06-11-25,Serta Simmons Bedding Company,50000183,65,yds, $5.48 , $356.20 ,INV0009616,Julia Dibrell,,CT,L8309-065
S2506160,06-11-25,Serta Simmons Bedding Company,50000182,41,yds, $4.99 , $203.09 ,INV0009610,Julia Dibrell,,CT,L8462-049
S2506157,06-11-25,Serta Simmons Bedding Company,70005413,868,yds, $5.69 ," $4,936.07 ",INV0009613,Julia Dibrell,,CT,L8306-052
S2506156,06-11-25,Serta Simmons Bedding Company,50000173,51,yds, $3.66 , $184.83 ,INV0009613,Julia Dibrell,,CT,L8306-052
S2506154,06-11-25,Serta Simmons Bedding Company,50000182,40,yds, $4.99 , $201.10 ,INV0009613,Julia Dibrell,,CT,L8306-052
S2506105,06-11-25,Southerland Inc,CT2266-TT1,351,yds, $9.00 ," $3,158.10 ",INV0009623,Julia Dibrell,,CT,39311
S2506106,06-11-25,Serta Simmons Bedding Company,50000183,41,yds, $5.48 , $224.68 ,INV0009612,Julia Dibrell,,CT,L8348-063
S2506117,06-11-25,Southerland Inc,CEE3466-1,36,yds, $16.85 , $606.60 ,INV0009624,Julia Dibrell,,CT,39338
S2506114,06-11-25,Southerland Inc,C1B3225-1,466,yds, $13.85 ," $6,447.18 ",INV0009624,Julia Dibrell,,CT,39338
S2506180,06-12-25,Serta Simmons Bedding Company,50000182,39,yds, $4.99 , $192.61 ,INV0009621,Julia Dibrell,,CT,L8263-035
S2504364,06-12-25,SALT LAKE MATTRESS AND MFG (Serta),CEE4617-1CS35,646,yds, $7.95 ," $5,134.90 ",INV0009629,House,,CT,22205
S2506176,06-12-25,SEALY INC,CT2155-1,482,yds, $1.61 , $776.02 ,INV0009632,House,,CT,415-310504-1
S2506178,06-12-25,Serta Simmons Bedding Company,70005413,916,yds, $5.69 ," $5,210.90 ",INV0009621,Julia Dibrell,,CT,L8263-035
S2506164,06-12-25,SALT LAKE MATTRESS AND MFG (Serta),C1B4014-1,61,yds, $9.95 , $606.95 ,INV0009629,House,,CT,22366
S2506181,06-12-25,Serta Simmons Bedding Company,700094134,65,yds, $3.85 , $251.41 ,INV0009621,Julia Dibrell,,CT,L8263-035
S2506186,06-12-25,Serta Simmons Bedding Company,70005413,91,yds, $5.69 , $517.79 ,INV0009622,Julia Dibrell,,CT,L8307-077
S2506214,06-12-25,Serta Simmons Bedding Company,70005413,274,yds, $5.69 ," $1,557.92 ",INV0009638,Julia Dibrell,,CT,L8346-049
S2506169,06-12-25,Serta Restokraft Mattress Co Inc,50000173,101,yds, $3.58 , $361.22 ,INV0009631,Julia Dibrell,,CT,50471
S2506183,06-12-25,Serta Simmons Bedding Company,700094134,65,yds, $3.85 , $251.41 ,INV0009609,Julia Dibrell,,CT,L8348-064
S2506210,06-12-25,Serta Simmons Bedding Company,700094134,65,yds, $3.85 , $251.02 ,INV0009637,Julia Dibrell,,CT,L8359-036
S2506174,06-12-25,KING KOIL MANUFACTURING WEST,CT2155-1,2131,yds, $1.33 ," $2,834.23 ",INV0009630,Julia Dibrell,,CT,27694
S2506184,06-12-25,Serta Simmons Bedding Company,700094133,75,yds, $3.50 , $263.90 ,INV0009609,Julia Dibrell,,CT,L8348-064
S2506217,06-13-25,Serta Simmons Bedding Company,700094134,66,yds, $3.85 , $252.56 ,INV0009643,Julia Dibrell,,CT,L8346-049
S2506221,06-13-25,Serta Simmons Bedding Company,70005413,48,yds, $5.69 , $271.98 ,INV0009644,Julia Dibrell,,CT,L8265-070
S2506212,06-13-25,Serta Simmons Bedding Company,50000173,41,yds, $3.66 , $148.96 ,INV0009642,Julia Dibrell,,CT,L8307-078
S2506211,06-13-25,Serta Simmons Bedding Company,700094134,65,yds, $3.85 , $250.63 ,INV0009642,Julia Dibrell,,CT,L8307-078
S2506248,06-13-25,Moonlight Slumber,CT2819-1,320,yds, $7.55 ," $2,415.24 ",INV0009639,House,,CT,P12756
S2506261,06-16-25,JEFFCO FIBRES INC,CMR4067-3,1016,yds, $5.80 ," $5,891.06 ",INV0009648,Julia Dibrell,,CT,2034955
S2506262,06-16-25,JEFFCO FIBRES INC,C1B4313-2,247,yds, $12.25 ," $3,030.65 ",INV0009648,Julia Dibrell,,CT,2034955
S2506244,06-16-25,Serta Simmons Bedding Company,70005413,228,yds, $5.69 ," $1,294.47 ",INV0009651,Julia Dibrell,,CT,L8806-002
S2506250,06-16-25,Serta Simmons Bedding Company,50000176,32,yds, $5.68 , $178.92 ,INV0009650,Julia Dibrell,,CT,L8314-051
S2506245,06-16-25,Serta Simmons Bedding Company,700094133,76,yds, $3.50 , $264.25 ,INV0009649,Julia Dibrell,,CT,L8308-153
S2506253,06-16-25,Serta Simmons Bedding Company,50000182,39,yds, $4.99 , $196.61 ,INV0009650,Julia Dibrell,,CT,L8314-051
S2506251,06-16-25,Serta Simmons Bedding Company,700094134,66,yds, $3.85 , $252.56 ,INV0009650,Julia Dibrell,,CT,L8314-051
S2506246,06-16-25,Serta Simmons Bedding Company,70005413,180,yds, $5.69 ," $1,021.35 ",INV0009649,Julia Dibrell,,CT,L8308-153
S2506252,06-16-25,Serta Simmons Bedding Company,50000175,45,yds, $5.68 , $257.87 ,INV0009650,Julia Dibrell,,CT,L8314-051
S2506249,06-16-25,Serta Simmons Bedding Company,70005413,82,yds, $5.69 , $468.29 ,INV0009650,Julia Dibrell,,CT,L8314-051
S2506223,06-16-25,Corsicana Bedding,CT2155-1,5025,yds, $1.33 ," $6,683.25 ",INV0009647,Julia Dibrell,,CT,212606-023
S2506263,06-16-25,JEFFCO FIBRES INC,C1B4312-1,1011,yds, $12.25 ," $12,387.20 ",INV0009648,Julia Dibrell,,CT,2034955
S2506274,06-16-25,JEFFCO FIBRES INC,CT22150-1,259,yds, $3.90 ," $1,010.10 ",INV0009648,Julia Dibrell,,CT,2034955
S2506204,06-17-25,SEALY INC,CT2155-1,6546,yds, $1.33 ," $8,706.18 ",INV0009654,House,,CT,610-067516-1
S2506281,06-17-25,Serta Simmons Bedding Company,50000174,90,yds, $4.07 , $364.67 ,INV0009660,Julia Dibrell,,CT,L8269-052
S2505451,06-17-25,Paramount Industrial Co Inc,C1B4014-1,273,yds, $9.95 ," $2,717.35 ",INV0009664,House,,CT,B705-012
S2506282,06-17-25,Serta Simmons Bedding Company,70005413,522,yds, $5.69 ," $2,969.61 ",INV0009660,Julia Dibrell,,CT,L8269-052
S2506280,06-17-25,Serta Simmons Bedding Company,50000173,81,yds, $3.66 , $296.83 ,INV0009660,Julia Dibrell,,CT,L8269-052
S2506288,06-17-25,SEALY INC,CT2155-1,456,yds, $1.61 , $734.16 ,INV0009663,House,,CT,415-311504-1
S2506289,06-17-25,Serta Simmons Bedding Company,70005413,88,yds, $5.69 , $501.29 ,INV0009658,Julia Dibrell,,CT,L8309-067
S2506272,06-17-25,Serta Simmons Bedding Company,70005413,80,yds, $5.69 , $455.77 ,INV0009661,Julia Dibrell,,CT,L8265-071
S2506275,06-17-25,Serta Simmons Bedding Company,70005413,137,yds, $5.69 , $778.39 ,INV0009662,Julia Dibrell,,CT,L8308-154
S2506019,06-17-25,Serta Simmons Bedding Company,50000176,64,yds, $5.68 , $365.79 ,INV0009659,Julia Dibrell,,CT,L8308-141
S2506278,06-17-25,Prana Sleep,C1B3987-1,1014,yds, $13.75 ," $13,945.25 ",INV0009656,Julia Dibrell,,CT,232-047
S2506279,06-17-25,Prana Sleep,C1B4584-1,310,yds, $6.99 ," $2,169.70 ",INV0009655,Julia Dibrell,,CT,240-011
S2506298,06-18-25,Serta Simmons Bedding Company,50000175,45,yds, $5.68 , $257.87 ,INV0009666,Julia Dibrell,,CT,L8306-053
S2506303,06-18-25,Serta Simmons Bedding Company,70005413,137,yds, $5.69 , $778.39 ,INV0009669,Julia Dibrell,,CT,L8308-155
S2506301,06-18-25,Serta Simmons Bedding Company,50000173,41,yds, $3.66 , $148.60 ,INV0009669,Julia Dibrell,,CT,L8308-155
S2506302,06-18-25,Serta Simmons Bedding Company,700094134,68,yds, $3.85 , $260.26 ,INV0009669,Julia Dibrell,,CT,L8308-155
S2506319,06-18-25,Serta Simmons Bedding Company,700094133,70,yds, $3.50 , $246.05 ,INV0009667,Julia Dibrell,,CT,L8262-067
S2506299,06-18-25,Serta Simmons Bedding Company,700094134,77,yds, $3.85 , $296.45 ,INV0009666,Julia Dibrell,,CT,L8306-053
S2506300,06-18-25,Serta Simmons Bedding Company,70005413,214,yds, $5.69 ," $1,217.09 ",INV0009666,Julia Dibrell,,CT,L8306-053
S2506305,06-18-25,Serta Simmons Bedding Company,50000182,41,yds, $4.99 , $203.09 ,INV0009668,Julia Dibrell,,CT,L8265-072
S2506016,06-18-25,Serta Simmons Bedding Company,50000176,84,yds, $5.68 , $477.12 ,INV0009670,Julia Dibrell,,CT,L8308-145
S2506001,06-18-25,Serta Simmons Bedding Company,50000176,63,yds, $5.68 , $356.14 ,INV0009676,Julia Dibrell,,CT,L8269-050
S2506322,06-18-25,Serta Simmons Bedding Company,50000182,40,yds, $4.99 , $199.60 ,INV0009667,Julia Dibrell,,CT,L8262-067
S2506334,06-18-25,SEALY INC,CT2155-1,456,yds, $1.61 , $734.16 ,INV0009682,House,,CT,415-311858-1
S2506021,06-18-25,Serta Simmons Bedding Company,50000176,59,yds, $5.68 , $332.85 ,INV0009671,Julia Dibrell,,CT,L8308-146
S2506347,06-18-25,Sealy Mattress Co of NJ Inc,CT2155-1,497,yds, $1.61 , $800.17 ,INV0009678,House,,CT,444-004682-1
S2506352,06-18-25,Serta Simmons Bedding Company,50000175,40,yds, $5.68 , $227.77 ,INV0009673,Julia Dibrell,,CT,L8262-068
S2506255,06-18-25,Southerland Inc,C1B3472-1,125,yds, $15.76 ," $1,970.00 ",INV0009679,Julia Dibrell,,CT,40078
S2506259,06-18-25,Southerland Inc,C1B3912-1FS,516,yds, $13.50 ," $6,968.70 ",INV0009680,Julia Dibrell,,CT,39984
S2506258,06-18-25,Southerland Inc,C1B3225-1,1108,yds, $13.85 ," $15,351.34 ",INV0009680,Julia Dibrell,,CT,39984
S2506340,06-18-25,Serta Simmons Bedding Company,50000173,46,yds, $3.66 , $166.53 ,INV0009665,Julia Dibrell,,CT,L8308-156
S2506257,06-18-25,Southerland Inc,C1B3472-1,50,yds, $15.76 , $794.30 ,INV0009680,Julia Dibrell,,CT,39984
S2506260,06-18-25,Southerland Inc,CT2155-1,3124,yds, $1.33 ," $4,154.92 ",INV0009680,Julia Dibrell,,CT,39984
S2506336,06-18-25,Hemingway Sewing Solutions,CEE3050-1,234,each, $23.62 ," $5,527.08 ",INV0009652,House,,CT,Purple
S2506304,06-18-25,Serta Simmons Bedding Company,70005413,85,yds, $5.69 , $485.36 ,INV0009668,Julia Dibrell,,CT,L8265-072
S2506339,06-18-25,Serta Simmons Bedding Company,50000174,40,yds, $4.07 , $162.80 ,INV0009665,Julia Dibrell,,CT,L8308-156
S2506337,06-18-25,Serta Simmons Bedding Company,50000182,40,yds, $4.99 , $199.60 ,INV0009665,Julia Dibrell,,CT,L8308-156
S2506317,06-18-25,Carpenter Co - Fogelsville,CT1916-WSTT3,122,yds, $11.75 ," $1,438.20 ",INV0009681,House,,CT,4502782798
S2506332,06-18-25,Serta Simmons Bedding Company,70005413,273,yds, $5.69 ," $1,553.37 ",INV0009672,Julia Dibrell,,CT,L8349-052
S2506256,06-18-25,Southerland Inc,CT2266-TT1,361,yds, $9.00 ," $3,252.60 ",INV0009679,Julia Dibrell,,CT,40078
S2506333,06-18-25,Serta Simmons Bedding Company,50000173,127,yds, $3.66 , $462.99 ,INV0009672,Julia Dibrell,,CT,L8349-052
S2506311,06-18-25,Crypton Inc,(Greige) C4T4131/TT1L,749,yds, $10.36 ," $7,763.78 ",INV0009677,Julia Dibrell,,CT,AP_PO082288
S2506320,06-18-25,Serta Simmons Bedding Company,700094134,66,yds, $3.85 , $252.18 ,INV0009667,Julia Dibrell,,CT,L8262-067
S2506018,06-18-25,Serta Simmons Bedding Company,50000176,33,yds, $5.68 , $186.30 ,INV0009675,Julia Dibrell,,CT,L8314-048
S2506335,06-18-25,Hemingway Sewing Solutions,CEE2839-1,296,each, $23.62 ," $6,991.52 ",INV0009652,House,,CT,Purple
S2506296,06-18-25,Serta Simmons Bedding Company,50000182,40,yds, $4.99 , $199.60 ,INV0009674,Julia Dibrell,,CT,L8462-050
S2506353,06-19-25,Serta Simmons Bedding Company,70005413,67,yds, $5.69 , $380.09 ,INV0009686,Julia Dibrell,,CT,L8348-066
S2503362,06-19-25,Lebanon Apparel Corporation,CT0246,2155,yds, $10.50 ," $22,627.50 ",INV0009693,House,,CT,4213
S2506361,06-19-25,Serta Simmons Bedding Company,70005413,91,yds, $5.69 , $515.51 ,INV0009687,Julia Dibrell,,CT,L8308-157
S2506360,06-19-25,Serta Simmons Bedding Company,50000175,45,yds, $5.68 , $257.30 ,INV0009687,Julia Dibrell,,CT,L8308-157
S2506362,06-19-25,Serta Simmons Bedding Company,50000174,40,yds, $4.07 , $162.80 ,INV0009687,Julia Dibrell,,CT,L8308-157
S2506354,06-19-25,Serta Simmons Bedding Company,70005413,410,yds, $5.69 ," $2,331.76 ",INV0009685,Julia Dibrell,,CT,L8263-036
S2506355,06-19-25,Serta Simmons Bedding Company,50000182,37,yds, $4.99 , $183.13 ,INV0009685,Julia Dibrell,,CT,L8263-036
S2506351,06-19-25,Pleasant Mattress Inc.,CT3085-1FI,124,yds, $5.28 , $654.72 ,INV0009688,Julia Dibrell,,CT,152199
S2506010,06-20-25,Brentwood / Silver Rest,C1B4654-1SC,5355,yds, $11.00 ," $58,901.70 ",INV0009700,Tim Scorziell,2,CT,65640
S2506367,06-20-25,Serta Simmons Bedding Company,50000182,51,yds, $4.99 , $253.49 ,INV0009699,Julia Dibrell,,CT,L8309-068
S2506365,06-20-25,Serta Simmons Bedding Company,50000173,46,yds, $3.66 , $166.53 ,INV0009699,Julia Dibrell,,CT,L8309-068
S2506366,06-20-25,Serta Simmons Bedding Company,700094134,65,yds, $3.85 , $251.79 ,INV0009699,Julia Dibrell,,CT,L8309-068
S2506368,06-20-25,Serta Simmons Bedding Company,700094133,71,yds, $3.50 , $246.75 ,INV0009699,Julia Dibrell,,CT,L8309-068
S2506364,06-20-25,Serta Simmons Bedding Company,70005413,219,yds, $5.69 ," $1,246.68 ",INV0009702,Julia Dibrell,,CT,L8346-050
S2506363,06-20-25,Serta Simmons Bedding Company,70005413,215,yds, $5.69 ," $1,221.64 ",INV0009703,Julia Dibrell,,CT,L8462-052
S2506369,06-20-25,Serta Simmons Bedding Company,70005413,93,yds, $5.69 , $530.31 ,INV0009699,Julia Dibrell,,CT,L8309-068
S2506371,06-20-25,Paramount Industrial Co Inc,C1B3195-1,266,yds, $11.04 ," $2,936.64 ",INV0009701,Julia Dibrell,,CT,41067
S2506370,06-20-25,Paramount Industrial Co Inc,CT2155-1,501,yds, $1.33 , $666.33 ,INV0009701,Julia Dibrell,,CT,41067
S2506390,06-23-25,Serta Simmons Bedding Company,70005413,221,yds, $5.69 ," $1,254.64 ",INV0009718,Julia Dibrell,,CT,L8462-053
S2506374,06-23-25,JEFFCO FIBRES INC,CT22150-1,450,yds, $3.90 ," $1,755.00 ",INV0009707,Julia Dibrell,,CT,2035001
S2506394,06-23-25,Serta Simmons Bedding Company,70005413,140,yds, $5.69 , $794.89 ,INV0009708,Julia Dibrell,,CT,L8308-158
S2506216,06-23-25,Serta Simmons Bedding Company,70009236,40,yds, $5.95 , $239.19 ,INV0009720,Julia Dibrell,,CT,L8346-049
S2506306,06-23-25,Serta Simmons Bedding Company,70009236,40,yds, $5.95 , $239.19 ,INV0009719,Julia Dibrell,,CT,L8348-065
S2506392,06-23-25,JEFFCO FIBRES INC,CT4183-BLR,201,yds, $6.75 ," $1,356.75 ",INV0009711,Julia Dibrell,,CT,2035007
S2506295,06-23-25,Precision Textiles,CSP4479-1,503,yds, $9.83 ," $4,948.42 ",INV0009713,Julia Dibrell,,CT,PO-62819
S2506321,06-23-25,Serta Simmons Bedding Company,70009236,59,yds, $5.95 , $351.05 ,INV0009721,Julia Dibrell,,CT,L8262-067
S2506388,06-23-25,Serta Simmons Bedding Company,700094134,60,yds, $3.85 , $231.77 ,INV0009717,Julia Dibrell,,CT,L8346-051
S2506389,06-23-25,Serta Simmons Bedding Company,70009236,80,yds, $5.95 , $476.59 ,INV0009717,Julia Dibrell,,CT,L8346-051
S2506386,06-23-25,Serta Simmons Bedding Company,70005413,74,yds, $5.69 , $418.21 ,INV0009716,Julia Dibrell,,CT,L8262-069
S2506379,06-23-25,Serta Simmons Bedding Company,50000183,46,yds, $5.48 , $249.34 ,INV0009714,Julia Dibrell,,CT,L8307-079
S2506384,06-23-25,Serta Simmons Bedding Company,70005413,91,yds, $5.69 , $517.22 ,INV0009715,Julia Dibrell,,CT,L8314-052
S2506385,06-23-25,Serta Simmons Bedding Company,50000173,91,yds, $3.66 , $334.16 ,INV0009715,Julia Dibrell,,CT,L8314-052
S2506331,06-24-25,Serta Simmons Bedding Company,50000183,46,yds, $5.48 , $249.89 ,INV0009730,Julia Dibrell,,CT,L8349-052
S2506396,06-24-25,Serta Simmons Bedding Company,70005413,618,yds, $5.69 ," $3,515.28 ",INV0009732,Julia Dibrell,,CT,L8269-053
S2506042,06-24-25,MIDWEST SLEEP,C1B4014-1,123,yds, $10.45 ," $1,283.26 ",INV0009725,Julia Dibrell,,CT,25-00175
S2506398,06-24-25,Serta Simmons Bedding Company,50000174,92,yds, $4.07 , $372.81 ,INV0009732,Julia Dibrell,,CT,L8269-053
S2506397,06-24-25,Serta Simmons Bedding Company,50000183,46,yds, $5.48 , $249.34 ,INV0009732,Julia Dibrell,,CT,L8269-053
S2506400,06-24-25,Serta Simmons Bedding Company,70005413,83,yds, $5.69 , $469.99 ,INV0009728,Julia Dibrell,,CT,L8309-069
S2506312,06-24-25,Crypton Inc,(Greige) C4T4131/TT1L,1059,yds, $10.36 ," $10,972.28 ",INV0009722,Julia Dibrell,,CT,AP_PO082288
S2506309,06-24-25,Serta Simmons Bedding Company,50000183,46,yds, $5.48 , $250.98 ,INV0009729,Julia Dibrell,,CT,L8308-153
S2506445,06-24-25,Serta Simmons Bedding Company,70005413,810,yds, $5.69 ," $4,611.18 ",INV0009731,Julia Dibrell,,CT,L8306-054
S2506446,06-24-25,Serta Simmons Bedding Company,70005413,81,yds, $5.69 , $458.04 ,INV0009727,Julia Dibrell,,CT,L8462-054
S2506514,06-25-25,BROOKLYN BEDDING,CEE4317-1FI,307,yds, $8.75 ," $2,688.00 ",INV0009737,Julia Dibrell,,CT,41497
S2506447,06-25-25,Hemingway Sewing Solutions,CEE2839-1,170,each, $23.62 ," $4,015.40 ",INV0009739,House,,CT,Purple
S2506448,06-25-25,Hemingway Sewing Solutions,CEE3050-1,282,each, $23.62 ," $6,660.84 ",INV0009739,House,,CT,Purple
S2506511,06-25-25,Serta Restokraft Mattress Co Inc,50000175,108,yds, $5.60 , $604.24 ,INV0009734,Julia Dibrell,,CT,50488
S2506513,06-25-25,Serta Restokraft Mattress Co Inc,50000173,137,yds, $3.58 , $490.10 ,INV0009734,Julia Dibrell,,CT,50488
S2506517,06-25-25,BROOKLYN BEDDING,CEE4078-2,307,yds, $10.50 ," $3,219.30 ",INV0009737,Julia Dibrell,,CT,41497
S2506508,06-25-25,Serta Simmons Bedding Company,700094133,71,yds, $3.50 , $248.50 ,INV0009735,Julia Dibrell,,CT,L8262-071
S2506515,06-25-25,BROOKLYN BEDDING,C1B3194-1,301,yds, $3.98 ," $1,198.78 ",INV0009737,Julia Dibrell,,CT,41497
S2506516,06-25-25,BROOKLYN BEDDING,CEE4638-1CE,317,yds, $9.50 ," $3,009.60 ",INV0009737,Julia Dibrell,,CT,41497
S2506507,06-25-25,Paramount Industrial Co Inc,CT3085-1FI,536,yds, $4.25 ," $2,279.70 ",INV0009736,Julia Dibrell,,CT,B716-009
S2506512,06-25-25,Serta Restokraft Mattress Co Inc,50000174,51,yds, $3.99 , $202.69 ,INV0009734,Julia Dibrell,,CT,50488
S2506538,06-25-25,Southerland Inc,C1B4338-1,269,yds, $13.50 ," $3,631.50 ",INV0009733,Julia Dibrell,,CT,40937
S2506276,06-25-25,Serta Simmons Bedding Company,70005413,131,yds, $5.69 , $744.25 ,INV0009738,Julia Dibrell,,CT,L8539-003
S2506391,06-26-25,JEFFCO FIBRES INC,CT22150-1,1506,yds, $3.90 ," $5,873.40 ",INV0009749,Julia Dibrell,,CT,2035001
S2506375,06-26-25,JEFFCO FIBRES INC,CMR4067-3,829,yds, $5.80 ," $4,809.36 ",INV0009749,Julia Dibrell,,CT,2035001
S2506376,06-26-25,JEFFCO FIBRES INC,C1B4312-1,1039,yds, $12.25 ," $12,721.62 ",INV0009749,Julia Dibrell,,CT,2035001
S2506437,06-26-25,Serta Simmons Bedding Company,80004073,406,yds, $5.69 ," $2,307.29 ",INV0009751,Julia Dibrell,,CT,L8538-003
S2506387,06-26-25,Reliefmart/Ultrabed,CT2913-1KY3,103,yds, $10.02 ," $1,036.07 ",INV0009743,Tim Scorziell,2,CT,18636
S2506547,06-26-25,Serta Simmons Bedding Company,70005413,103,yds, $5.69 , $588.35 ,INV0009745,Julia Dibrell,,CT,L8462-055
S2506532,06-26-25,Serta Simmons Bedding Company,700094133,141,yds, $3.50 , $492.10 ,INV0009742,Julia Dibrell,,CT,L8308-160
S2506531,06-26-25,Serta Simmons Bedding Company,700094134,66,yds, $3.85 , $252.18 ,INV0009741,Julia Dibrell,,CT,l8265-074
S2506534,06-26-25,Serta Simmons Bedding Company,70005413,136,yds, $5.69 , $773.84 ,INV0009742,Julia Dibrell,,CT,L8308-160
S2506541,06-26-25,Serta Simmons Bedding Company,50000182,50,yds, $4.99 , $251.00 ,INV0009747,Julia Dibrell,,CT,L8263-037
S2506545,06-26-25,Serta Simmons Bedding Company,70005413,45,yds, $5.69 , $257.19 ,INV0009744,Julia Dibrell,,CT,L8307-080
S2506546,06-26-25,Royal Sleep LLC,CT2155-1,565,yds, $1.33 , $751.45 ,INV0009746,Julia Dibrell,,CT,B478-042
S2506543,06-26-25,Serta Simmons Bedding Company,700094134,65,yds, $3.85 , $251.02 ,INV0009747,Julia Dibrell,,CT,L8263-037
S2506542,06-26-25,Serta Simmons Bedding Company,70005413,1112,yds, $5.69 ," $6,325.00 ",INV0009747,Julia Dibrell,,CT,L8263-037
S2506533,06-26-25,Serta Simmons Bedding Company,700094134,66,yds, $3.85 , $252.95 ,INV0009742,Julia Dibrell,,CT,L8308-160
S2506539,06-26-25,Serta Simmons Bedding Company,700094133,70,yds, $3.50 , $246.40 ,INV0009740,Julia Dibrell,,CT,L8348-068
S2506536,06-26-25,KING KOIL MANUFACTURING WEST,CT2155-1,2065,yds, $1.33 ," $2,746.45 ",INV0009748,Julia Dibrell,,CT,27777
S2506561,06-26-25,Serta Simmons Bedding Company,70005413,127,yds, $5.69 , $720.35 ,INV0009752,Julia Dibrell,,CT,L8262-070
S2506540,06-26-25,Serta Simmons Bedding Company,70005413,91,yds, $5.69 , $514.94 ,INV0009740,Julia Dibrell,,CT,L8348-068
