Style,KO,Yarn,Percentage,This Week,Week 37,Week 38,Week 39,Week 40,Week 41,Week 42,Week 43,Week 44,Later,Total
C1B4033/1B,K2507069,12526,12.5,281.914781286071,25.2102187139294,,,,,,,,,307.125
C1B4033/1B,K2507069,18376,39.0,879.57411761254,78.6558823874598,,,,,,,,,958.23
C1B4033/1B,K2507069,18763,24.9,561.574244321853,50.2187556781474,,,,,,,,,611.793
C1B4033/1B,K2507069,18865,7.7,173.659505272219,15.5294947277805,,,,,,,,,189.189
C1B4033/1B,K2507069,18894,15.9,358.595601795882,32.0673982041182,,,,,,,,,390.663
C1B4038/1C,K2507067,12526,25.9,553.619072914221,288.130927085779,,,,,,,,,841.75
C1B4038/1C,K2507067,18376,41.0,876.385404999346,456.114595000654,,,,,,,,,1332.5
C1B4038/1C,K2507067,18893,16.3,348.416636621691,181.333363378309,,,,,,,,,529.75
C1B4038/1C,K2507067,18894,16.8,359.104263511927,186.895736488073,,,,,,,,,546.0
C1B4125A/1CO,K2508001,18233,16.2,346.518,,,,,,,,,,346.518
C1B4125A/1CO,K2508001,18358,8.4,179.676,,,,,,,,,,179.676
C1B4125A/1CO,K2508001,18372,26.2,560.418,,,,,,,,,,560.418
C1B4125A/1CO,K2508001,18894,8.4,179.676,,,,,,,,,,179.676
C1B4125A/1CO,K2508001,19020,40.8,872.712,,,,,,,,,,872.712
C1B4125A/1CO,K2508031,18233,16.2,52.164,,,,,,,,,,52.164
C1B4125A/1CO,K2508031,18358,8.4,27.048,,,,,,,,,,27.048
C1B4125A/1CO,K2508031,18372,26.2,84.364,,,,,,,,,,84.364
C1B4125A/1CO,K2508031,18894,8.4,27.048,,,,,,,,,,27.048
C1B4125A/1CO,K2508031,19020,40.8,131.376,,,,,,,,,,131.376
C1B4125A/1T,K2508075,18233,16.2,402.141998590926,491.506887166687,483.351114242388,,,,,,,,1377.0
C1B4125A/1T,K2508075,18293,8.4,208.518073343443,254.855422975319,250.626503681238,,,,,,,,714.0
C1B4125A/1T,K2508075,18373,26.2,650.377800190263,794.906200232543,781.715999577195,,,,,,,,2227.0
C1B4125A/1T,K2508075,18894,8.4,208.518073343443,254.855422975319,250.626503681238,,,,,,,,714.0
C1B4125A/1T,K2508075,19020,40.8,1012.80207052529,1237.86919730869,1217.32873216601,,,,,,,,3468.0
C1B4139A/1B,K2508077,12526,28.5,68.115,,,,,,,,,,68.115
C1B4139A/1B,K2508077,18832,44.4,106.116,,,,,,,,,,106.116
C1B4139A/1B,K2508077,18894,18.2,43.498,,,,,,,,,,43.498
C1B4139A/1B,K2508077,19003,8.9,21.271,,,,,,,,,,21.271
C1B4312A/2RECA,K2507078,12526,15.9,447.641518886985,547.117411972982,213.466169140033,,,,,,,,1208.2251
C1B4312A/2RECA,K2507078,18594,27.9,785.484174650747,960.036213462025,374.572711887228,,,,,,,,2120.0931
C1B4312A/2RECA,K2507078,18872,8.2,230.859148105238,282.161181017513,110.08947087725,,,,,,,,623.1098
C1B4312A/2RECA,K2507078,18927,31.7,892.467682309272,1090.79383393355,425.589783757173,,,,,,,,2408.8513
C1B4312A/2RECA,K2507078,18929,0.6,16.8921327881881,20.6459400744521,8.05532713735974,,,,,,,,45.5934
C1B4312A/2RECA,K2507078,18961,10.8,304.058390187386,371.626921340139,144.995888472475,,,,,,,,820.6812
C1B4312A/2RECA,K2507078,19003,4.9,137.952417770203,168.608510608026,65.7851716217712,,,,,,,,372.3461
C1B4312A/2RECA,K2508013,12526,15.9,447.641518886985,547.117411972982,547.117411972982,141.281757167051,,,,,,,1683.1581
C1B4312A/2RECA,K2508013,18594,27.9,785.484174650747,960.036213462025,960.036213462025,247.909498425203,,,,,,,2953.4661
C1B4312A/2RECA,K2508013,18872,8.2,230.859148105238,282.161181017513,282.161181017513,72.8622898597372,,,,,,,868.0438
C1B4312A/2RECA,K2508013,18927,31.7,892.467682309272,1090.79383393355,1090.79383393355,281.674949823618,,,,,,,3355.7303
C1B4312A/2RECA,K2508013,18929,0.6,16.8921327881881,20.6459400744521,20.6459400744521,5.3313870629076,,,,,,,63.5154
C1B4312A/2RECA,K2508013,18961,10.8,304.058390187386,371.626921340139,371.626921340139,95.9649671323367,,,,,,,1143.2772
C1B4312A/2RECA,K2508013,19003,4.9,137.952417770203,168.608510608026,168.608510608026,43.5396610137454,,,,,,,518.7091
C1B4313A/3REC,K2507077,18594,26.0,1.04,,,,,,,,,,1.04
C1B4313A/3REC,K2507077,18865,4.7,0.188,,,,,,,,,,0.188
C1B4313A/3REC,K2507077,18872,9.0,0.36,,,,,,,,,,0.36
C1B4313A/3REC,K2507077,18927,30.1,1.204,,,,,,,,,,1.204
C1B4313A/3REC,K2507077,18929,0.6,0.024,,,,,,,,,,0.024
C1B4313A/3REC,K2507077,18961,11.8,0.472,,,,,,,,,,0.472
C1B4313A/3REC,K2507077,19066,17.8,0.712,,,,,,,,,,0.712
C1B4313A/3RECU,K2508083,12526,17.8,745.648158564511,911.347749356625,911.347749356625,911.347749356625,497.540593365613,,,,,,3977.232
C1B4313A/3RECU,K2508083,18594,26.0,1089.14899565603,1331.18210580181,1331.18210580181,1331.18210580181,726.744686938536,,,,,,5809.44
C1B4313A/3RECU,K2508083,18872,9.0,377.013113880933,460.793805854473,460.793805854473,460.793805854473,251.565468555647,,,,,,2010.96
C1B4313A/3RECU,K2508083,18927,30.1,1260.89941420179,1541.09928402441,1541.09928402441,1541.09928402441,841.346733724999,,,,,,6725.544
C1B4313A/3RECU,K2508083,18929,0.6,25.1342075920622,30.7195870569649,30.7195870569649,30.7195870569649,16.7710312370431,,,,,,134.064
C1B4313A/3RECU,K2508083,18961,11.8,494.30608264389,604.151878786976,604.151878786976,604.151878786976,329.830280995182,,,,,,2636.592
C1B4313A/3RECU,K2508083,19003,4.7,196.88462613782,240.636765279558,240.636765279558,240.636765279558,131.373078023505,,,,,,1050.168
C1B4338A/1KD,K2508041,18673,13.5,236.25,,,,,,,,,,236.25
C1B4338A/1KD,K2508041,18763,33.2,581.0,,,,,,,,,,581.0
C1B4338A/1KD,K2508041,18929,0.6,10.5,,,,,,,,,,10.5
C1B4338A/1KD,K2508041,18973,47.4,829.5,,,,,,,,,,829.5
C1B4338A/1KD,K2508041,19003,5.3,92.75,,,,,,,,,,92.75
C1B4374A/1H,K2508073,12526,8.1,222.75,,,,,,,,,,222.75
C1B4374A/1H,K2508073,18233,11.6,319.0,,,,,,,,,,319.0
C1B4374A/1H,K2508073,18673,13.2,363.0,,,,,,,,,,363.0
C1B4374A/1H,K2508073,18763,16.2,445.5,,,,,,,,,,445.5
C1B4374A/1H,K2508073,18929,0.7,19.25,,,,,,,,,,19.25
C1B4374A/1H,K2508073,18973,50.2,1380.5,,,,,,,,,,1380.5
C1B4546A/2D,K2508064,18233,12.2,95.892,,,,,,,,,,95.892
C1B4546A/2D,K2508064,18312,26.2,205.932,,,,,,,,,,205.932
C1B4546A/2D,K2508064,18414,55.5,436.23,,,,,,,,,,436.23
C1B4546A/2D,K2508064,18865,5.5,43.23,,,,,,,,,,43.23
C1B4546A/2D,K2508064,18929,0.6,4.716,,,,,,,,,,4.716
C1B4571A/1N,K2507045,18646,7.4,228.240540223626,278.960660273321,278.960660273321,103.924939229732,,,,,,,890.0868
C1B4571A/1N,K2507045,18712,8.0,246.746529971488,301.579092187374,301.579092187374,112.351285653765,,,,,,,962.256
C1B4571A/1N,K2507045,18763,35.3,1088.76906349919,1330.71774427679,1330.71774427679,495.750047947236,,,,,,,4245.9546
C1B4571A/1N,K2507045,18929,0.7,21.5903213725052,26.3881705663952,26.3881705663952,9.83073749470442,,,,,,,84.1974
C1B4571A/1N,K2507045,18954,6.9,212.818882100408,260.11196701161,260.11196701161,96.9029838763721,,,,,,,829.9458
C1B4571A/1N,K2507045,18993,3.9,120.2889333611,147.019807441345,147.019807441345,54.7712517562103,,,,,,,469.0998
C1B4571A/1N,K2507045,19046,37.8,1165.87735411528,1424.96121058534,1424.96121058534,530.859824714038,,,,,,,4546.6596
C1B4571A/1N,K2507046,18646,7.4,228.240540223626,278.960660273321,278.960660273321,91.4633392297322,,,,,,,877.6252
C1B4571A/1N,K2507046,18712,8.0,246.746529971488,301.579092187374,301.579092187374,98.8792856537647,,,,,,,948.784
C1B4571A/1N,K2507046,18763,35.3,1088.76906349919,1330.71774427679,1330.71774427679,436.304847947236,,,,,,,4186.5094
C1B4571A/1N,K2507046,18929,0.7,21.5903213725052,26.3881705663952,26.3881705663952,8.65193749470441,,,,,,,83.0186
C1B4571A/1N,K2507046,18954,6.9,212.818882100408,260.11196701161,260.11196701161,85.283383876372,,,,,,,818.3262
C1B4571A/1N,K2507046,18993,3.9,120.2889333611,147.019807441345,147.019807441345,48.2036517562103,,,,,,,462.5322
C1B4571A/1N,K2507046,19046,37.8,1165.87735411528,1424.96121058534,1424.96121058534,467.204624714037,,,,,,,4483.0044
C1B4571A/1N,K2507047,18646,7.4,228.240540223626,278.960660273321,255.945999503053,,,,,,,,763.1472
C1B4571A/1N,K2507047,18712,8.0,246.746529971488,301.579092187374,276.698377841138,,,,,,,,825.024
C1B4571A/1N,K2507047,18763,35.3,1088.76906349919,1330.71774427679,1220.93159222402,,,,,,,,3640.4184
C1B4571A/1N,K2507047,18929,0.7,21.5903213725052,26.3881705663952,24.2111080610996,,,,,,,,72.1896
C1B4571A/1N,K2507047,18954,6.9,212.818882100408,260.11196701161,238.652350887982,,,,,,,,711.5832
C1B4571A/1N,K2507047,18993,3.9,120.2889333611,147.019807441345,134.890459197555,,,,,,,,402.1992
C1B4571A/1N,K2507047,19046,37.8,1165.87735411528,1424.96121058534,1307.39983529938,,,,,,,,3898.2384
C1B4571A/1N,K2507048,18646,7.4,228.240540223626,278.960660273321,278.960660273321,278.960660273321,70.4740789564114,,,,,,1135.5966
C1B4571A/1N,K2507048,18712,8.0,246.746529971488,301.579092187374,301.579092187374,301.579092187374,76.1881934663909,,,,,,1227.672
C1B4571A/1N,K2507048,18763,35.3,1088.76906349919,1330.71774427679,1330.71774427679,1330.71774427679,336.180403670449,,,,,,5417.1027
C1B4571A/1N,K2507048,18929,0.7,21.5903213725052,26.3881705663952,26.3881705663952,26.3881705663952,6.6664669283092,,,,,,107.4213
C1B4571A/1N,K2507048,18954,6.9,212.818882100408,260.11196701161,260.11196701161,260.11196701161,65.7123168647623,,,,,,1058.8671
C1B4571A/1N,K2507048,18993,3.9,120.2889333611,147.019807441345,147.019807441345,147.019807441345,37.1417443148655,,,,,,598.4901
C1B4571A/1N,K2507048,19046,37.8,1165.87735411528,1424.96121058534,1424.96121058534,1424.96121058534,359.989214128696,,,,,,5800.7502
C1B4584A/1E,K2508067,18358,10.9,188.788,,,,,,,,,,188.788
C1B4584A/1E,K2508067,18414,56.5,978.58,,,,,,,,,,978.58
C1B4584A/1E,K2508067,18929,0.7,12.124,,,,,,,,,,12.124
C1B4584A/1E,K2508067,19003,5.3,91.796,,,,,,,,,,91.796
C1B4584A/1E,K2508067,19030,26.6,460.712,,,,,,,,,,460.712
C1B4612A/1,K2507071,12526,8.1,79.461,,,,,,,,,,79.461
C1B4612A/1,K2507071,18233,22.0,215.82,,,,,,,,,,215.82
C1B4612A/1,K2507071,18452,46.2,453.222,,,,,,,,,,453.222
C1B4612A/1,K2507071,18673,23.7,232.497,,,,,,,,,,232.497
C1B4613A/1,K2507072,12526,15.9,316.887,,,,,,,,,,316.887
C1B4613A/1,K2507072,18233,19.7,392.621,,,,,,,,,,392.621
C1B4613A/1,K2507072,18372,22.4,446.432,,,,,,,,,,446.432
C1B4613A/1,K2507072,18452,42.0,837.06,,,,,,,,,,837.06
C1B4771A/1,K2507104,14148,13.0,0.481,,,,,,,,,,0.481
C1B4771A/1,K2507104,18233,11.8,0.4366,,,,,,,,,,0.4366
C1B4771A/1,K2507104,18763,28.8,1.0656,,,,,,,,,,1.0656
C1B4771A/1,K2507104,18929,0.5,0.0185,,,,,,,,,,0.0185
C1B4771A/1,K2507104,19033,45.9,1.6983,,,,,,,,,,1.6983
C1B4798A/1,K2508017,18372,60.31,21.7116,,,,,,,,,,21.7116
C1B4798A/1,K2508017,18373,30.82,11.0952,,,,,,,,,,11.0952
C1B4798A/1,K2508017,18865,8.87,3.1932,,,,,,,,,,3.1932
C2B3237/3B,K2508080,18086,17.3,302.75,,,,,,,,,,302.75
C2B3237/3B,K2508080,18229,6.4,112.0,,,,,,,,,,112.0
C2B3237/3B,K2508080,18414,48.0,840.0,,,,,,,,,,840.0
C2B3237/3B,K2508080,18646,27.7,484.75,,,,,,,,,,484.75
C2B3237/3B,K2508080,18929,0.6,10.5,,,,,,,,,,10.5
CEE2746/1L,K2508086,12526,12.1,,,,,220.583314304069,21.416685695931,,,,,242.0
CEE2746/1L,K2508086,18233,6.3,,,,,114.84916364592,11.1508363540798,,,,,126.0
CEE2746/1L,K2508086,18375,28.0,,,,,510.440727315201,49.5592726847988,,,,,560.0
CEE2746/1L,K2508086,18646,6.3,,,,,114.84916364592,11.1508363540798,,,,,126.0
CEE2746/1L,K2508086,18737,10.2,,,,,185.946264950538,18.0537350494625,,,,,204.0
CEE2746/1L,K2508086,18763,24.2,,,,,441.166628608138,42.8333713918619,,,,,484.0
CEE2746/1L,K2508086,18904,12.3,,,,,224.229319499178,21.7706805008224,,,,,246.0
CEE2746/1L,K2508086,18929,0.6,,,,,10.9380155853257,1.06198441467426,,,,,12.0
CEE2748/1D,K2508087,12526,12.1,,,,,258.084946040028,405.562058062902,32.10299589707,,,,695.75
CEE2748/1D,K2508087,18233,6.3,,,,,134.374806615883,211.160410396387,16.7147829877307,,,,362.25
CEE2748/1D,K2508087,18375,28.0,,,,,597.221362737256,938.49071287283,74.2879243899141,,,,1610.0
CEE2748/1D,K2508087,18646,6.3,,,,,134.374806615883,211.160410396387,16.7147829877307,,,,362.25
CEE2748/1D,K2508087,18737,10.2,,,,,217.559210711429,341.878759689388,27.0620295991831,,,,586.5
CEE2748/1D,K2508087,18763,24.2,,,,,516.169892080057,811.124116125803,64.20599179414,,,,1391.5
CEE2748/1D,K2508087,18904,12.3,,,,,262.350812916723,412.26556315485,32.6336239284266,,,,707.25
CEE2748/1D,K2508087,18929,0.6,,,,,12.797600630084,20.1105152758464,1.59188409406959,,,,34.5
CEE2750/1L,K2508088,12526,12.1,,,,,,,60.5,,,,60.5
CEE2750/1L,K2508088,18233,6.3,,,,,,,31.5,,,,31.5
CEE2750/1L,K2508088,18375,28.0,,,,,,,140.0,,,,140.0
CEE2750/1L,K2508088,18646,6.3,,,,,,,31.5,,,,31.5
CEE2750/1L,K2508088,18737,10.2,,,,,,,51.0,,,,51.0
CEE2750/1L,K2508088,18763,24.2,,,,,,,121.0,,,,121.0
CEE2750/1L,K2508088,18904,12.3,,,,,,,61.5,,,,61.5
CEE2750/1L,K2508088,18929,0.6,,,,,,,3.0,,,,3.0
CEE2837/1CL,K2508029,12526,11.7,234.0,,,,,,,,,,234.0
CEE2837/1CL,K2508029,18233,6.2,124.0,,,,,,,,,,124.0
CEE2837/1CL,K2508029,18375,30.1,602.0,,,,,,,,,,602.0
CEE2837/1CL,K2508029,18646,6.2,124.0,,,,,,,,,,124.0
CEE2837/1CL,K2508029,18737,9.9,198.0,,,,,,,,,,198.0
CEE2837/1CL,K2508029,18763,23.4,468.0,,,,,,,,,,468.0
CEE2837/1CL,K2508029,18904,11.9,238.0,,,,,,,,,,238.0
CEE2837/1CL,K2508029,18929,0.6,12.0,,,,,,,,,,12.0
CEE2838/1IN ,K2508027,12526,12.1,319.682977967358,390.723639737882,390.723639737882,390.255242556879,,,,,,,1491.3855
CEE2838/1IN ,K2508027,18233,6.3,166.446509189616,203.434622342864,203.434622342864,203.190746124656,,,,,,,776.5065
CEE2838/1IN ,K2508027,18438,28.0,739.76226306496,904.153877079396,904.153877079396,903.069982776248,,,,,,,3451.14
CEE2838/1IN ,K2508027,18646,6.3,166.446509189616,203.434622342864,203.434622342864,203.190746124656,,,,,,,776.5065
CEE2838/1IN ,K2508027,18737,10.2,269.484824402236,329.370340936066,329.370340936066,328.975493725633,,,,,,,1257.201
CEE2838/1IN ,K2508027,18763,24.2,639.365955934716,781.447279475763,781.447279475763,780.510485113757,,,,,,,2982.771
CEE2838/1IN ,K2508027,18904,12.3,324.966994132108,397.18188171702,397.18188171702,396.705742433852,,,,,,,1516.0365
CEE2838/1IN ,K2508027,18929,0.6,15.8520484942491,19.3747259374156,19.3747259374156,19.3514996309196,,,,,,,73.953
CEE2839/1CL,K2508028,12526,12.1,419.751229354835,513.029280322576,219.03059032259,,,,,,,,1151.8111
CEE2839/1CL,K2508028,18233,6.3,218.548160738468,267.114418680349,114.040720581183,,,,,,,,599.7033
CEE2839/1CL,K2508028,18438,28.0,971.325158837634,1187.17519413489,506.847647027481,,,,,,,,2665.348
CEE2839/1CL,K2508028,18646,6.3,218.548160738468,267.114418680349,114.040720581183,,,,,,,,599.7033
CEE2839/1CL,K2508028,18737,10.2,353.839879290852,432.470963577708,184.637357131439,,,,,,,,970.9482
CEE2839/1CL,K2508028,18763,24.2,839.502458709669,1026.05856064515,438.06118064518,,,,,,,,2303.6222
CEE2839/1CL,K2508028,18904,12.3,426.689266203675,521.509103137825,222.6509306585,,,,,,,,1170.8493
CEE2839/1CL,K2508028,18929,0.6,20.8141105465207,25.4394684457476,10.8610210077317,,,,,,,,57.1146
CEE2840/1ICG,K2508026,12526,11.3,308.857712823821,319.309287176179,,,,,,,,,628.167
CEE2840/1ICG,K2508026,18233,6.0,163.995245747161,169.544754252839,,,,,,,,,333.54
CEE2840/1ICG,K2508026,18438,30.3,828.175991023165,856.201008976835,,,,,,,,,1684.377
CEE2840/1ICG,K2508026,18646,5.9,161.261991651375,166.719008348625,,,,,,,,,327.981
CEE2840/1ICG,K2508026,18737,11.3,308.857712823821,319.309287176179,,,,,,,,,628.167
CEE2840/1ICG,K2508026,18763,23.7,647.781220701287,669.701779298713,,,,,,,,,1317.483
CEE2840/1ICG,K2508026,18904,10.9,297.924696440676,308.006303559324,,,,,,,,,605.931
CEE2840/1ICG,K2508026,18929,0.6,16.3995245747161,16.9544754252839,,,,,,,,,33.354
CEE2841/1D,K2508025,12526,12.1,331.823502051465,61.426497948535,,,,,,,,,393.25
CEE2841/1D,K2508025,18233,6.3,172.767608506135,31.9823914938653,,,,,,,,,204.75
CEE2841/1D,K2508025,18375,28.0,767.856037805043,142.143962194957,,,,,,,,,910.0
CEE2841/1D,K2508025,18646,6.3,172.767608506135,31.9823914938653,,,,,,,,,204.75
CEE2841/1D,K2508025,18737,10.2,279.718985200409,51.7810147995914,,,,,,,,,331.5
CEE2841/1D,K2508025,18763,24.2,663.64700410293,122.85299589707,,,,,,,,,786.5
CEE2841/1D,K2508025,18904,12.3,337.308188035787,62.4418119642132,,,,,,,,,399.75
CEE2841/1D,K2508025,18929,0.6,16.4540579529652,3.04594204703479,,,,,,,,,19.5
CEE3050/1CU,K2508089,12526,11.7,208.452474814197,254.775246995129,254.775246995129,254.775246995129,254.775246995129,254.775246995129,254.775246995129,113.262743215028,,,1850.3667
CEE3050/1CU,K2508089,18233,6.2,110.461995200685,135.009105245282,135.009105245282,135.009105245282,135.009105245282,135.009105245282,135.009105245282,60.0195733276223,,,980.5362
CEE3050/1CU,K2508089,18438,27.4,488.170752983674,596.653142535601,596.653142535601,596.653142535601,596.653142535601,596.653142535601,596.653142535601,265.247791802716,,,4333.3374
CEE3050/1CU,K2508089,18646,6.2,110.461995200685,135.009105245282,135.009105245282,135.009105245282,135.009105245282,135.009105245282,135.009105245282,60.0195733276223,,,980.5362
CEE3050/1CU,K2508089,18737,10.1,179.946153472084,219.934187576992,219.934187576992,219.934187576992,219.934187576992,219.934187576992,219.934187576992,97.7738210659651,,,1597.3251
CEE3050/1CU,K2508089,18763,25.8,459.664431641562,561.812083117464,561.812083117464,561.812083117464,561.812083117464,561.812083117464,561.812083117464,249.758869653653,,,4080.2958
CEE3050/1CU,K2508089,18904,12.0,213.797410065843,261.30794563603,261.30794563603,261.30794563603,261.30794563603,261.30794563603,261.30794563603,116.166916117978,,,1897.812
CEE3050/1CU,K2508089,18929,0.6,10.6898705032921,13.0653972818015,13.0653972818015,13.0653972818015,13.0653972818015,13.0653972818015,13.0653972818015,5.80834580589891,,,94.8906
CEE3267/3CEL,K2508074,18307,10.1,51.3585,,,,,,,,,,51.3585
CEE3267/3CEL,K2508074,18358,12.0,61.02,,,,,,,,,,61.02
CEE3267/3CEL,K2508074,18430,25.2,128.142,,,,,,,,,,128.142
CEE3267/3CEL,K2508074,18605,10.3,52.3755,,,,,,,,,,52.3755
CEE3267/3CEL,K2508074,18763,42.4,215.604,,,,,,,,,,215.604
CEE3466/1L,K2508056,18307,8.8,161.514815159221,197.406996305715,103.078188535064,,,,,,,,462.0
CEE3466/1L,K2508056,18594,30.5,559.795666176847,684.194703105035,357.259630718119,,,,,,,,1601.25
CEE3466/1L,K2508056,18646,10.9,200.058123322217,244.515484060488,127.676392617295,,,,,,,,572.25
CEE3466/1L,K2508056,18763,39.0,715.80429445564,874.871915445782,456.823790098578,,,,,,,,2047.5
CEE3466/1L,K2508056,18894,10.1,185.374958307743,226.569393487241,118.305648205016,,,,,,,,530.25
CEE3466/1L,K2508056,18929,0.7,12.8477693876653,15.702829251591,8.1994013607437,,,,,,,,36.75
CEE4078/2A,K2505010,12526,11.6,175.498614879881,15.4953851201187,,,,,,,,,190.994
CEE4078/2A,K2505010,18208,10.1,152.804828473,13.4916715269999,,,,,,,,,166.2965
CEE4078/2A,K2505010,18594,38.5,582.473851109951,51.4286488900492,,,,,,,,,633.9025
CEE4078/2A,K2505010,18646,10.7,161.882343035753,14.2931569642474,,,,,,,,,176.1755
CEE4078/2A,K2505010,18763,23.1,349.48431066597,30.8571893340295,,,,,,,,,380.3415
CEE4078/2A,K2505010,18929,0.7,10.5904336565446,0.935066343455439,,,,,,,,,11.5255
CEE4078/2A,K2505010,19003,5.3,80.1847119709802,7.07978802901975,,,,,,,,,87.2645
CEE4078/2A,K2508009,12526,11.6,175.498614879881,214.49830707541,151.641878044708,,,,,,,,541.6388
