Yarn_ID,BOM_Count,Affected_Styles,Style_List,Total_Percentage,Avg_Percentage
18359.0,21,20,"C1B4439A/1, CT1104/1, CT1397/6MMP, CT2338/1, CT2393/1",6.71,0.31952380952380954
8884.0,21,21,"1000B/AT, BK 5323/BW, BK 5338/B, 2377192/5V, 2377192/5VF",6.65,0.3166666666666667
18873.0,21,20,"C4T4454A/1, C4T4455A/1, C4T4456A/1, C4T4457A/1, C4T4458A/1",10.15,0.48333333333333334
10703.0,21,10,"3000070216/1, 3000070217/1, 3000070296/1, 3000070296/2, 3000070209/0",4.56,0.21714285714285714
14705.0,21,21,"4000296279/M, 4000306817/M, 4000306818/M, BK 8425/0, BK 8429/0",16.34,0.7780952380952381
18366.0,21,20,"BK 8336/1, CEE3040/2, CT2788/1, CT3005/4, CT3061/3",5.950000000000001,0.2833333333333334
18522.0,21,19,"BK 8313/1, BK 8314/0, BK 8317/0, BK 8328/0, BK 8328/1",12.360000000000001,0.5885714285714286
18507.0,21,21,"CT22102/1LD, CT22103/1NN, CT22104/1A, CT22111/1LN, CT22114/1N",5.180000000000001,0.2466666666666667
18415.0,21,14,"BK 8187/0490, BK 8187/15350, BK 8187/30410, BK 8187/A0, CF5481/0",7.489999999999998,0.3566666666666666
18153.0,21,19,"C1B4328A/1, CEE3347/2, CT2957/1, CT3040/1, CT3059/2",2.53,0.12047619047619047
18785.0,21,18,"C1B4428A/1L, CEE3933/2, CEE4128/1, CEE4128A/1, CEE4142A/1L",4.050000000000001,0.1928571428571429
18866.0,21,21,"C1B3548/1D, C1B4373A/2, C1B4383A/1, C1B4429-42/1, C1B4429A/1",2.3,0.10952380952380951
18776.0,20,17,"C1B3907/1, C1B4338A/2, CEE3837/2, CEE4129A/1, CEE4784A/1",4.820000000000001,0.24100000000000005
18622.0,20,20,"C1B3354/1, C1B3973/1, C1B3973/1P, C1B4239A/1, C1B4743A/1",2.1599999999999997,0.10799999999999998
8985.0,20,10,"BK 3785/ALT, BK 4867/01, BK 4988/3315B, BK 6159/B, BK 8531/B",4.610000000000001,0.23050000000000007
18941.0,20,16,"CEE4302A/1, CEE4395A/1, CEE4407A/1, CEE4407A/1M, CEE4502A/1",5.36,0.268
19003.0,20,16,"CT2155/1AT, CT4785/1, CT1916/TT3A, C1B3799/2A, C1B4014/1AT",2.81,0.1405
6887.0,20,20,"BK 6342/0, BK 6342/B, BK 4359/DLRA, BK 6340/F2A, BK 6340/F2B",1.2500000000000002,0.06250000000000001
18419.0,20,17,"CF5121/0, BK 8201/90622, BK 8205/67122, BK 8205/90622, CF5103/0",4.04,0.202
11734.0,20,20,"CT2782/1, CT2904/2, CSP3265/1, CSP3265/100M, CSP3287/1",3.8300000000000005,0.19150000000000003
18599.0,20,19,"2040072-20/0, CF5040/0, CF5044/0, CF5382/0, CT2436/3L",0.8800000000000001,0.044000000000000004
18399.0,19,17,"CT2222/1TLD, CT2478/2, CT2521/1, CT2623/1B, CT2709/1",6.7700000000000005,0.35631578947368425
12920.0,19,16,"BK 7990/0, BK 8165/01, BK 8166/01, BK 8388/0, BK 8389/0",12.13,0.638421052631579
1571.0,19,19,"BK 8216/08300, BK 7385/76100, BK 8223/08300, 7902/C, BK 7385/72900",0.9700000000000002,0.05105263157894738
18405.0,19,11,"CT2451/1, CT2473/1, CT2556/1, CT2556/1B, CT2556/1K",2.8699999999999997,0.15105263157894736
18287.0,19,19,"AMER220001/1CS, amer220001/2CS, amer220001/2KK, amer220001/2NK, amer220001/2S",5.3100000000000005,0.2794736842105263
13244.0,19,12,"7901/B, 860000/3/70PU, ATG-66BLK/0, ATG-66BLK/C, BK 7507/NU",7.239999999999998,0.3810526315789473
18182.0,19,13,"BK 8337/0, C1B4117A/2, C1B4121A/1, CT2253/0, CT2563/2",4.77,0.25105263157894736
18416.0,19,16,"BK 8169/A22, BK 8205/90622, BK 7385/67122, BK 8120/6712, BK 8169/11722",4.4,0.23157894736842108
18379.0,19,19,"AMER220010/1C, CT22121/1C, AMER220001/1C, CT22108/2C, CT22107/2C",3.74,0.1968421052631579
18391.0,18,18,"C1B3216/1, CEE3267/3, C1B3171/1, C1B3369/2, C1B3369/3",6.77,0.37611111111111106
13649.0,18,18,"13388/01A, 16131/01A, 16699/01A, 16700/01A, 17034/01A",2.53,0.14055555555555554
11490.0,18,10,"DC3998/0, DC4008/0, DC4013/0, DC4019/0, DC4021/0",5.930000000000001,0.3294444444444445
13011.0,18,11,"C0331F/34, C0354F/0, C0385F/0, C03056F/0, C03102F/0",4.87,0.27055555555555555
18927.0,18,18,"C1B4313A/3REC, C1B4312A/2RECU, C1B4400A/1REPD, C1B4313A/2RECS, C1B4312A/2RECA",5.539999999999999,0.3077777777777777
12066.0,18,18,"CMR4649A/1, CT2408/1, CT2441/1, CT1259/1, CT1259/1P",0.36,0.02
18756.0,18,17,"C8B4087A/1FS, C8B4089A/1FS, C8B4250A/1, CEE3422/3, CEE4178A/2",4.55,0.25277777777777777
18767.0,18,18,"125791/0, 125792/0, 125792/1, C1B3199-42/1P, CF5252/0",13.620000000000001,0.7566666666666667
18019.0,18,17,"3009OW/0, BK 8435/1, BK 8436/1, CF5115-HVY/1, CF5117-HVY/0",13.76,0.7644444444444445
13700.0,18,15,"3000070143/0, 3000070207/1, 3000070208/0, 3000070210/0, 3000070247/0",10.11,0.5616666666666666
14632.0,17,14,"am0008/1, am0008/3, AM0009/0, AM0012/0, AM0025/0",8.73,0.5135294117647059
18623.0,17,17,"C1B2953/1, C1B2976/5, C1B3209/2, C1B3968/1, C1B4012/3",2.4499999999999997,0.14411764705882352
14328.0,17,17,"3000113081/R26, 3000113081/R26V, BK 8297/0, BK 8298/0, BK 8300/0",8.52,0.5011764705882352
11921.0,17,16,"C1B3368/1, C1B3370/1, C1B3378/1, CT2557/CBD1, CT2672/2",3.2199999999999998,0.18941176470588234
13878.0,17,11,"5035/48, GM-9900-000PK/1, 5000/50CU, 5000/CUA, 5030/48",4.81,0.2829411764705882
12425.0,17,11,"BK 6394/M, BK 8274/0, BK 8274/1, BK 8301/0, FLF200/30PD",7.2,0.4235294117647059
18444.0,17,14,"CEE4371A/1, CF5428A/0, CF5428B/0, CF5428C/0, CT1727/4",6.27,0.36882352941176466
11967.0,17,17,"C1B4545A/1D, C1B4545A/1O, CF1003M/0, CT22120/3, CT2320/01",4.29,0.2523529411764706
18774.0,17,13,"2027-2.9/MVS1, CF5243/0, CF5365/0, CF5402/0, CF5403/0",10.52,0.6188235294117647
18771.0,17,13,"1552/0, 1945/0, 2094/C, AM0044/0, CF5255/0",11.569999999999999,0.6805882352941176
18090.0,17,17,"C4T3570/EFP1, C4T3570/FEC1, C4T3571/FEC1, C4T3654/EFP1, C4T3654/FER2",4.32,0.25411764705882356
18732.0,17,16,"CF5251/0, CF5311/0, CF5328/0, CF5334/0, CF5361/0",6.789999999999999,0.3994117647058823
18558.0,17,13,"8865C/0, CF5007/0, CF5008/0, CF5113-HVY/0, CF5331/0",11.04,0.6494117647058824
18804.0,17,12,"CF5329/0, CF5400A/0, CF5400C/0, CF5432/0, CF5433/0",7.050000000000001,0.4147058823529412
18899.0,17,17,"C1B4313A/2RECS, C1B4240A/1P, C1B4240A/2B, C1B4240A/2M, C1B4312A/1RECD",2.39,0.14058823529411765
18532.0,17,17,"BK 8374/0, BK 8375/0, BK 8376/0, CF1098/0, BK 8373/0",3.9499999999999997,0.23235294117647057
18627.0,16,16,"CSP3256/100M test, CSP3265/100M, CSP3287/1, CSP3305/1, CSP3323/1",4.26,0.26625
13254.0,16,14,"12636/01V, 12636/01Y, 13089/01A, 15544/01A, 15545/01A",7.119999999999999,0.44499999999999995
18396.0,16,16,"CT2512/1, CT2887/1, CT2802/1, CF1055/1, CT2490/2",3.2,0.2
13575.0,16,16,"DC3863/0, CF5294/0, CF5402/0, CF5449/0, DC4007/0",1.63,0.101875
12755.0,16,16,"5000/50CU, 5000/CUA, 5025/48, 5025/48OO, 5035/48R",4.33,0.270625
18886.0,16,10,"C1B3941/1D, CEE4435A/2, CEE4435A/3, CEE4435A/4, CEE4435A/5",2.54,0.15875
18472.0,16,13,"AM0014/0, AM0014/L, AM0014/LD, AM0015/0, BarcelonaSTR-415/1",3.8,0.2375
14241.0,16,16,"3000070205/1, 3000070156/1, 3000070287/1, 3000123129/1, 3000070136/0",0.92,0.0575
12463.0,16,16,"13000/01, CT22000-3/1N, CT2408/1, CT2441/1, CT1587/1SV",7.4399999999999995,0.46499999999999997
18903.0,16,12,"1853/LU, CF5261/STR, CF5411/U, CF5469/0, CF5517/0",9.530000000000001,0.5956250000000001
14762.0,16,16,"BK 6341/F2AB, BK 6342/BB, BK 6340/F2AB, BK 6340/F2BB, BK 6341/F2BB",0.92,0.0575
18510.0,16,15,"CF1096/1, CF5039/0, CF5042/0, CF5047/0, CF5145/0",14.09,0.880625
8437.0,16,14,"BK 5322/3813B, BK 6340/F2B, BK 6342/B, BK 6342/BB, BK 5323/BW",4.540000000000001,0.28375000000000006
14553.0,16,12,"FF 25000/0002A, FF 25000/0005, FF 25002/0008A, FF25000/0002A, FF25000/0005",5.88,0.3675
18659.0,16,13,"CF5051/0, CF5052/0, CF5053/0, CF5075/0, CF5076/0",12.879999999999999,0.8049999999999999
14270.0,15,14,"CF2001/0, CF2008/0, CF2011/0, CF5230/0, CF5241/0",10.4,0.6933333333333334
9536.0,15,15,"BK 8127/B, BK 8171/0, SF00222/6124C, SF00370/6621D, SF00370/6621I",10.190000000000001,0.6793333333333335
18547.0,15,13,"C1B3634/1, CT1591/TT1M, CT2739/1M, C1B3325/2, C1B3641/1",4.0,0.26666666666666666
18274.0,15,14,"BK 8333/1, BK 8160/01, CT2465/0, CT2474/0, BK 7486/4091",3.5900000000000003,0.23933333333333334
18423.0,15,15,"C1B3555/1, CEE3552/1, CEE3559/1, CEE3596/1, CEE3933/1",2.5500000000000003,0.17
18133.0,15,12,"C1B3992/1, C7T4345A/1, CT1531/3, CT2513/2, CEE3347/1",3.4999999999999996,0.2333333333333333
10027.0,15,11,"17511/01S, 751SM0780/1, 751SM0780/2, BK 8071/1, 18720/01A",5.770000000000001,0.38466666666666677
11896.0,15,11,"1SM0470/U, 1SM0824-60/0, 1SM0824-65/0, 641SM0693/0, 701SM0824/0",6.630000000000001,0.44200000000000006
14187.0,15,12,"FF 25002/0003, FF25000/0003,  FF 10006/0001,  FF 10006/0001A, 12637/01U",5.510000000000001,0.3673333333333334
18409.0,15,9,"5050/48, CT2666/1, CT2673/1, 5050/48NAT, 5050/NAT",3.0099999999999993,0.20066666666666663
18282.0,15,15,"CF5346/0, CF5513/0, BK 8548-KD/2, BK 8548-KD/3, CF5167/0",5.450000000000001,0.3633333333333334
18314.0,15,15,"AMER220001/1C, CT2378/1, CT2429/1, AMER220001/1, AMER220001/1CS",1.69,0.11266666666666666
12539.0,15,13,"CF5201/0, CF5206/0, CT2379/0, CT2384/0, CT2575/0",7.630000000000001,0.5086666666666667
13407.0,15,15," FF 10006/0003,  FF 10006/0003B, 15583/01A, 15583/W, 15584/01C",1.7400000000000004,0.11600000000000003
18893.0,15,15,"C1B3917/1D, C1B3917/1N, C1B3941/1C, C1B4760A/3, CT2890-42/2L",2.1999999999999997,0.14666666666666664
18563.0,15,11,"C1B3225/1A, C1B3749/1A, C1B4025/1, C1B4025/2, CMR3372/1",3.2500000000000004,0.2166666666666667
18872.0,15,14,"C1B4240A/1, C1B4240A/2, C1B4240A/2P, C1B4240A/3, C1B4284A/1",2.65,0.17666666666666667
14501.0,15,10,"C0336F/B, C0336F/BC, C0239F/0, C0313F/BB, C0313F/BBC1",4.8500000000000005,0.32333333333333336
18404.0,14,13,"C1B3166/1, CT22000-3/1N, CT2809/1, CT2940/1, C1B3226/2N",3.3500000000000005,0.23928571428571432
18974.0,14,14,"CF5321/JAN9, CF5321/NOV12, CF5427/1, CF5321/DEC4, CF5321/F1925",2.25,0.16071428571428573
18373.0,14,12,"BK 8276/1, C1B4616A/1, CT2266/TT1DE, C1B4619A/1, C1B4798A/1",2.9799999999999995,0.21285714285714283
18726.0,14,14,"C1B3964/1H, C1B4645A/1, CF5162/0, C1B3958/1, C1B3744A/1",5.9799999999999995,0.4271428571428571
18719.0,14,13,"CEE4071B/1OB, CEE4227A/1, C1B3680/1O, C1B3678/1A, C1B3679/1A",2.8600000000000003,0.20428571428571432
18961.0,14,14,"C1B4652A/1, C1B4312A/1RECD, C1B4312A/1RECS, C1B4313A/1RECO, C1B4313A/2RECO",1.5100000000000005,0.10785714285714289
13430.0,14,9,"DC3777/75, DC3979/0, DC4043/0, DC4047/0, DC4048/0",4.11,0.2935714285714286
18915.0,14,6,"AM0052/0, AM0052/T, CEE4611A/1, CEE4611B/1, CEE4611C/1",3.469999999999999,0.24785714285714278
13567.0,14,14,"12042/02D, 12042EE/02, 12130/01X, 12635/01AJ, 13164/01A",2.58,0.1842857142857143
18077.0,14,12,"CT2400/2, CT2470/1, CT2546/1, CT2547/1, CT2579/1",3.9599999999999995,0.2828571428571428
13793.0,14,11,"BK 8161/01, BK 8167/0, FLF300/20PDC, FLF500-18/PDC, FLF600/C",7.329999999999999,0.5235714285714285
7726.0,14,14,"CF5195/1P, CF5283/0, CF5514/0, CT2860/1, CT2941/CTT1",5.6000000000000005,0.4
14734.0,14,14,"19001/01E3, 19001/01A, 19001/01B, 19001/01D, 19001/01D1",0.8400000000000001,0.060000000000000005
18326.0,14,13,"C1B3284/1, C1B3286/1, CT2543/1, C1B3283/1, CF1054/0",4.549999999999999,0.3249999999999999
18852.0,14,9,"C1B4190A/0, C1B4190A/1, C1B4190A/1T, CEE4191A/1T, C1B4072A/1",2.97,0.21214285714285716
18653.0,13,10,"C1B3282/1, C1B3409/1, C2B3047/1, C1B3351/1, C1B3410/1",2.58,0.19846153846153847
18993.0,13,8,"C1B4661A/1, CF5092/BLK, CF5502/0, CT4787A/1, CT4790A/1",5.1,0.3923076923076923
14585.0,13,7,"16768/01AE, FF 25002/0006, 16768/01B, FF 10008/0005, FF 10008/0005A",3.45,0.2653846153846154
18940.0,13,12,"CEE4422A/3, CEE4425A/1, CEE4436A/1, CEE4499A/1, CEE4422A/2",3.2800000000000002,0.25230769230769234
10159.0,13,13,"CT1430/1C, CT2786/1L, CT3261/1, CT2508/1, CT2624/1",1.89,0.1453846153846154
14848.0,13,10,"AM0040/U, AM0043/0, AM0043/OW, AM0046/0, AM0051/0",9.98,0.7676923076923077
18609.0,13,13,"C5T4366A/1, C1B3240/1, C5T4351A/1, CT2996/2, C2B4182A/1",3.14,0.24153846153846154
14144.0,13,13,"BK 8362/0, SK4020T/0, SK4020T/V, SK5615F/0, SK5615F/V",3.5300000000000002,0.27153846153846156
4026.0,12,10,"BK 8291/0, BK 8440/0, BK 8443/1, BK 8446/2, SF00844D/7318D",6.82,0.5683333333333334
18305.0,12,10,"CF5027/0, CF5146/0, CF5147/0, CF5209/0, CF5213/0",6.549999999999999,0.5458333333333333
4004.0,12,8,"BK 8325/0, BK 8380/0, BK 8383/0, BK 8386/0, 2377192/5V",1.44,0.12
18733.0,12,12,"C1B3987C/1, C1B3987C/1B, C1B3987C/1DL, C2B4079A/2L, C2B4080A/2SS",1.11,0.09250000000000001
10136.0,12,12,"CF5026/LHS, CF5041/0, CT2552/1T, BK 8227/0, BK 8227/1",0.5800000000000001,0.04833333333333334
18790.0,12,9,"707904/0, CF5442/0, CF5493/NAT, H39818/0, H41168/0",7.26,0.605
12510.0,12,12,"2040072/0, BK 8156/1, 2040072-20/0, BK 8155/1, BK 8156/02",3.62,0.3016666666666667
11712.0,12,7,"BK 8206/0, BK 8228/0, CF5431/0, BK 8161/01, BK 8207/0",4.9,0.4083333333333334
18433.0,12,10,"CF2012/0, CF5015/0, CF8040/GLD, C4T3788/XFP1, CF2013/0",5.87,0.4891666666666667
18593.0,12,12,"C1B3678/1O, C1B3679/1A, C1B3680/1A, C1B3680/1O, C1B3681/1A",1.6400000000000003,0.1366666666666667
13578.0,12,12,"CF5158/0, CF5160/0, CF5270/0, CF5279/0, 3000070245/1",7.07,0.5891666666666667
10102.0,12,10,"3000070192/0, CF5061/0, CF5071/0, CF5258/0, CF5335/NAT",3.46,0.28833333333333333
14349.0,12,12,"C0382F/0, CF5499/0, CF5500/SLT, CF5500/TUB, CF5501/SLT",0.7500000000000002,0.06250000000000001
12134.0,12,12,"C1B3901/1, C2B3302/2, CEE4435A/5, C1B3364/1, CEE4278A/1",1.11,0.09250000000000001
13250.0,12,8,"13089/01A, 15584/01D, FF 10005/0001, FF 10008/0013, FF 25000/0002",4.28,0.3566666666666667
14308.0,12,3,"1631/L, 1631/LN, CF5349/0",1.9800000000000002,0.165
18474.0,12,11,"AM0022/0, AM0023/0, CF5193/A, CF5211/0, CF5277/0",4.92,0.41
11267.0,12,12,"CT1430/1, CT1495/3L, CT0523/1, CT1478/3A, CT1478/3N",3.51,0.2925
18987.0,12,12,"CT2936/1M, C1B3199/1S, C2B4079A/2L, CT1259/1P, C1B3472/1L",5.33,0.44416666666666665
18543.0,11,10,"CT3081/1, CT3082/1, CT3083/1, CT3084/1, CT3102/1",2.72,0.24727272727272728
10676.0,11,7,"AM0031/S, BK 7242/0, CF5107/0, CT2155/1NYL, 7901/B",5.28,0.48000000000000004
18358.0,11,11,"C1B3669/1, C1B4584A/1, C1B4584A/1D, C1B4584A/1U, C1B3907/1",1.04,0.09454545454545454
11344.0,11,8,"CF5108/1, CF5153/0, CT0246/L, C1B3515/1, CT0246/0",5.32,0.48363636363636364
18528.0,11,9,"BK 8348/2, CF1081/0, CF5092/1UU, CF5180/0, M32 GOWN TRIAL/KFTF",5.78,0.5254545454545455
12174.0,11,6,"DC3373/T499P, DC3904/0, DC3983/1, DC3983/2, DC3373/P499L",3.8899999999999997,0.3536363636363636
18905.0,11,11,"CEE4397A/4, CEE4422A/3, CEE4436A/1, CEE4504A/1, CEE4518A/1",2.7600000000000002,0.2509090909090909
12936.0,11,9,"C03102F/T, CT2472/1, CT2472/7, CT2472/5, CT2490/2A",1.77,0.16090909090909092
19066.0,11,10,"C1B4312A/2REC, C4T4131/TT1L, CT22150/1BB, C1B4313A/2RECS, C1B4313A/3REC",2.11,0.1918181818181818
12885.0,11,11,"BK 4359/D, BK 4359/DLRA, BK 4938/DOW, BK 4359/LR, BK 4938/DLRA",4.5200000000000005,0.41090909090909095
12567.0,11,10,"CF5185/0, DKQ4278R/0, DKQ7278/0, DKQ7278/C, JL5074/C",2.2,0.2
18333.0,11,11,"CT2293-2/1, CT2293/1, CT2520/TT2, CT1397/6D, CT1397/6MM",1.6799999999999997,0.1527272727272727
7996.0,11,11,"BK 8293/0, CF5117/0, CF5125/0, CF5264/0, CF5265/0",7.619999999999999,0.6927272727272726
13248.0,11,11,"3000070267/0, 3000070267/1, 3000070268/0, 3000070268/1, 3000070268/2",6.0,0.5454545454545454
18760.0,11,6,"C1B4011/1, CEE4161/1, CEE3828/1, C1B4073/1, CEE4046/1",1.6199999999999999,0.14727272727272725
18888.0,11,8,"C1B4362A/1, CEE4532A/1, CEE4533A/1, C1B4350A/1C, C1B4350A/1L",1.8799999999999997,0.17090909090909087
11689.0,11,10,"CT1433/1UN, CT1531/6, CT1577/GS1P, CT2513/1, CT1377/1KP",3.900000000000001,0.3545454545454546
18855.0,11,11,"C1B4229A/2REP, C1B4094C/2REP, C1B4285A/1REPV, C1B4312A/1REPV, C1B4230A/2REP",3.44,0.31272727272727274
12445.0,11,11,"C1B3945/1K, CT0822/1U, CT2238/1, CT2238/1C, CT2238/1CN",5.109999999999999,0.4645454545454545
4016.0,11,11,"BK 3785R/J, BK 5323/C, CF5130/0, BK 5323/B, BK 8416/0",3.11,0.2827272727272727
10153.0,11,7,"721SM0627/0, BK 5425/0, BK 5425/1, 721SM0627/1, BK 8276/1",2.4499999999999997,0.2227272727272727
14338.0,10,6,"DC3669/T499F, DC3983/F, DC4005/F, DC4031/F, DC3373/F499L",4.37,0.437
14674.0,10,10,"19001/01E, 19001/01E1, 19001/01E2, FF 10008/0005A, FF 10008/0005C",2.8,0.27999999999999997
12625.0,10,10,"CT3068/3, CT2491/1, CSP3265/2 , CT2491/1N, CT2782/1",1.01,0.101
18846.0,10,6,"CEE4539A/1, CEE4150A/1, CEE4492A/1, CEE4512A/1, CEE4517A/1",2.1399999999999997,0.21399999999999997
18710.0,10,9,"CF5112/0, CF5114/1, CF5116/0, CF5289/0, CF5327/0",7.24,0.724
13737.0,10,10,"12637/01U, 13089/01C, 13089/01D, FF 25000/0004, FF 25001/0002",4.98,0.49800000000000005
18008.0,10,10,"CT2326/1, CT1540/1IP, CT2499/TT2, CT1412/01, CT2298/01",1.26,0.126
18682.0,10,6,"AM0029/0, AM0029/L, AM0047/0, AM0048/0, CF5148/0",4.450000000000001,0.4450000000000001
13749.0,10,8,"3000070250/0, 3000070278/1, AM0035/0, CF5335/NAT2, CF5335/NAT3",4.0200000000000005,0.402
18635.0,10,10,"2140370/BC2, 2140372/BC2, 2140373/BC2, 2140390/BC2, 2140391/BC2",1.15,0.11499999999999999
18124.0,10,5,"C1B4559A/1, CF5195/1K, JC24/2, CT2238/1AK, CT2238/1B",3.2600000000000007,0.32600000000000007
18770.0,10,8,"1874/0, 1922/L, 1924/0, 2027-2.5/MVS1, 2027-2.9/0",7.279999999999999,0.728
14865.0,10,3,"C1B4330A/1, C1B4331A/1, C1B4608A/1",2.2,0.22000000000000003
739.0,10,10,"ATG-66/B, CF5418/0, BK 7215/0, BK 8110/73000, BK 8110/C",1.3500000000000003,0.13500000000000004
18612.0,10,7,"CF5036/0, CF5037/0, CF5508/0, CF5509/0, CF5512/0",5.15,0.515
18292.0,10,6,"CT2333/1, CT2350/1, CT2350/2, CT2347/1, CT2333/1P",1.69,0.16899999999999998
18696.0,10,5,"205FLX2006/9M, 205FLX2006/B, 205FLX2006/M, BK 8023/N, BK 8023/T",3.21,0.321
13730.0,10,5,"BK 8023/B, BK 8150/1, BK 8295/0, BK 8450/0, BK 6727/BW",3.4399999999999995,0.344
18904.0,10,10,"CT2913/2C, CT2913/2DL, C1B4686A/1, CEE2838/1IN , CEE2841/1T",1.32,0.132
18030.0,10,10,"BK 8207/0, CT22150/WN, CT2391/1, CT2392/1, CT1397/6N",2.96,0.296
13984.0,10,10,"CF1052/1, CF1059/1, CT2732/1, CT2733SP/1, CT2781/1",2.51,0.251
14517.0,10,8,"16847/01A, 16848/01A, FF 25002/0009, FF 25002/0009A, FF25002/0009",3.86,0.386
14768.0,10,10,"4000296279/0, 4000306817/0, 4000306818/0, BK 8434/JB, BK 8464/B",7.699999999999999,0.7699999999999999
14570.0,10,10,"3000245469/0, 3000070264/1, 3000070267/1, 3000070269/1, 3000070274/1",4.27,0.42699999999999994
11956.0,10,10,"CT2528/TT2, CT1037/4P, CT1037/4U, CT2469/1, CT2526/1",1.1,0.11000000000000001
14716.0,10,10,"18719/01A, 18720/01A, 18721/01A, 19000/01A, 19001/01A",4.990000000000001,0.4990000000000001
13624.0,10,8,"911601/TC144, CF5085/0, CF5118/0, CF5154/0, FD0102/0",6.19,0.619
18212.0,10,10,"BK 8271B/1, BK 8302/1, CT2309/1A, CT2309/1C, CT2309/1N",3.5200000000000005,0.35200000000000004
18938.0,10,10,"CEE4426A/1, CEE4302A/1, CEE4395A/1, CEE4407A/1, CEE4407A/1M",2.6799999999999997,0.26799999999999996
14757.0,10,4,"C0313F/A, C0407F/1, C0407F/4, C03102F/A72",2.8100000000000005,0.281
14817.0,9,6,"707992/0, 707999/0, H39044/R, H41741/0, H39041/R",4.27,0.4744444444444444
10680.0,9,9,"DC3863/2, BK 8397/0, DC3863/1, DC3945/01, DC3950/0",0.78,0.08666666666666667
14508.0,9,4,"C0391F/0, C0396F-24/0, C0396F-28/0, C0396F/0",3.2,0.35555555555555557
18910.0,9,9,"CMR4344/1L, CMR4344/1P, CMR4344/3, CMR4344/3B, CMR4344/3C",1.44,0.16
14596.0,9,9,"16768/01AD, FF 10008/0010, FF 10008/0010A, FF 10008/0010B, FF 10008/0010C",1.17,0.13
18848.0,9,9,"CF5335/NAT1, CF5386/0, CF5142-EE/0, CF5321/FEB28, CF5335/0",1.05,0.11666666666666667
14829.0,9,4,"GG6022-HV/0, GG6023-HV/0, GG6026-HV/0, GG6027-HV/0",3.6699999999999995,0.40777777777777774
14794.0,9,8,"4000292760/J, BK 8425/J, BK 8433/J, BK 8434/J, BK 8463/J",3.2699999999999996,0.3633333333333333
14220.0,9,6,"FLF101/18PDC, FLF602/PDC, FLF602/PDCL, FLF401-10/0, FLF401/8NAT",4.819999999999999,0.5355555555555555
18707.0,9,9,"180000/1, 180000/CS, 180001/STR, 910000/30P2, 910000/STRW",4.69,0.5211111111111112
11085.0,9,9,"3000123179/0, 3000070185/0, 3000070185/H, 3000070229/0, 3000070237/0",1.69,0.18777777777777777
13135.0,9,6,"BK 8410/0, DK-2656-1/0, DKC-1000-4/0, BK 8258/0, BK 8259/0",4.710000000000001,0.5233333333333334
18674.0,9,9,"C1B4526A/1, CMR3638/6, CT22111/1DE, CT22116/1DE, CT22104/1DC",1.2700000000000002,0.14111111111111113
18619.0,9,9,"C1B3926/1, CT3007/1, CT3061/1, CT2987/2, C1B3171/1",1.8900000000000001,0.21000000000000002
18800.0,9,8,"C1B3744A/1, C1B4007/1, C1B4639A/2, C1B3945/1, C1B3945/1K",1.9500000000000002,0.21666666666666667
18511.0,9,8,"AM0016/T, AM0017/T, AM0037/T, am0008/1, AM0011/0",4.5600000000000005,0.5066666666666667
18173.0,9,6,"BK 8187/0, BK 8187/10491, BK 8204/1, CF5143/1, CT2368/0",3.01,0.33444444444444443
9978.0,9,9,"3000070276/1, 3000070247/0, 3000070273/1, 3000123231/0, 3000070245/1",1.4500000000000002,0.16111111111111112
12764.0,9,5,"BK 8325/0, BK 8380/0, BK 8383/0, BK 8416/0, BK 8386/0",2.69,0.29888888888888887
11461.0,9,7,"C1B3157/1, CT2671/3, CT2570/1, CT2660/1, CT2684/1",1.33,0.14777777777777779
14747.0,9,5,"CF5017/4, CF6017/1, CF6018/1, CF6019/1, CF6020/1",4.94,0.548888888888889
18402.0,9,9,"CT2598/1, CT2598/1M, CT2345/2, CT2550/1, CT2553/1",2.7600000000000002,0.3066666666666667
14790.0,9,4,"C03102F/A72T, C0407F/2, C0313F/BT, C03102F/A72TE",2.3000000000000003,0.2555555555555556
8351.0,9,8,"BK 8103/1, CF5383/0, CF5388/0, CF5524/0, BK 7149/1",4.29,0.4766666666666667
18457.0,9,5,"CF1038/0, CF5072/CI, CF5083/0, CF5084/0, CF5082/0",3.39,0.3766666666666667
14059.0,9,9,"3000070147/1, 3000070179/1, 3000070230/1, 3000070251/0, 3000070218/1",0.74,0.08222222222222222
14431.0,9,6,"CF1030/0, CF1033/0, DC3976/0, DC3981/0, DC3982/0",2.84,0.31555555555555553
18678.0,9,9,"C7T4365A/1, CF1088N/1, CF5049N/0, CF5232/0, CF1088N/1T",4.86,0.54
18432.0,9,9,"CF1078-MVS/0, CF1078/1, CF2013/0, CF2014/0, IC HE602/0",3.5200000000000005,0.3911111111111112
13013.0,8,8,"C03102F/U72, C03102F/A72TE, C03102F/B72, C03102F/BEB, C03102F/BEB36",1.05,0.13125
18519.0,8,8,"CF5093/0, CF5193/B, CF5193/C, BK 8278/U, CF5090/0",1.9200000000000002,0.24000000000000002
18179.0,8,8,"C1B3961/1, C1B3817/1, C1B3819/1, C1B3991/1, C1B3993/1",0.15000000000000002,0.018750000000000003
18829.0,8,7,"CF5325/0, CF5426-72/0, CF5426/0, C1B4545A/1, C1B4545A/1D",3.08,0.385
14223.0,8,8,"CF1071/0, 71246/PB, 71246/PC, 71246/PP, CF2003/0",3.6399999999999997,0.45499999999999996
